tag_id,unit_id,asset_id,engineering_unit,low_limit,high_limit,historian_enabled
PLT-08-U01_PRESSURE,PLT-08-U01,OT-00790,bar,1,30,YES
PLT-08-U01_FLOW,PLT-08-U01,OT-00790,m3_h,10,500,YES
PLT-08-U01_VIBRATION,PLT-08-U01,OT-00790,mm_s,0.1,12,YES
PLT-08-U02_TEMP,PLT-08-U02,OT-00872,C,20,220,YES
PLT-08-U02_PRESSURE,PLT-08-U02,OT-00872,bar,1,30,YES
PLT-08-U02_FLOW,PLT-08-U02,OT-00872,m3_h,10,500,NO
PLT-08-U02_VIBRATION,PLT-08-U02,OT-00872,mm_s,0.1,12,YES
PLT-08-U03_TEMP,PLT-08-U03,OT-00831,C,20,220,YES
PLT-08-U03_PRESSURE,PLT-08-U03,OT-00831,bar,1,30,YES
PLT-08-U03_FLOW,PLT-08-U03,OT-00831,m3_h,10,500,YES
PLT-08-U03_VIBRATION,PLT-08-U03,OT-00831,mm_s,0.1,12,YES
PLT-08-U04_TEMP,PLT-08-U04,OT-00847,C,20,220,YES
PLT-08-U04_PRESSURE,PLT-08-U04,OT-00847,bar,1,30,YES
PLT-08-U04_FLOW,PLT-08-U04,OT-00847,m3_h,10,500,YES
PLT-08-U04_VIBRATION,PLT-08-U04,OT-00847,mm_s,0.1,12,YES
PLT-08-U05_TEMP,PLT-08-U05,OT-00818,C,20,220,YES
PLT-08-U05_PRESSURE,PLT-08-U05,OT-00818,bar,1,30,YES
PLT-08-U05_FLOW,PLT-08-U05,OT-00818,m3_h,10,500,YES
PLT-08-U05_VIBRATION,PLT-08-U05,OT-00818,mm_s,0.1,12,YES
PLT-08-U06_TEMP,PLT-08-U06,OT-00840,C,20,220,YES
PLT-08-U06_PRESSURE,PLT-08-U06,OT-00840,bar,1,30,YES
PLT-08-U06_FLOW,PLT-08-U06,OT-00840,m3_h,10,500,YES
PLT-08-U06_VIBRATION,PLT-08-U06,OT-00840,mm_s,0.1,12,YES
PLT-08-U07_TEMP,PLT-08-U07,OT-00814,C,20,220,YES
PLT-08-U07_PRESSURE,PLT-08-U07,OT-00814,bar,1,30,YES
PLT-08-U07_FLOW,PLT-08-U07,OT-00814,m3_h,10,500,YES
PLT-08-U07_VIBRATION,PLT-08-U07,OT-00814,mm_s,0.1,12,YES
PLT-08-U08_TEMP,PLT-08-U08,OT-00856,C,20,220,YES
PLT-08-U08_PRESSURE,PLT-08-U08,OT-00856,bar,1,30,YES
PLT-08-U08_FLOW,PLT-08-U08,OT-00856,m3_h,10,500,YES
PLT-08-U08_VIBRATION,PLT-08-U08,OT-00856,mm_s,0.1,12,YES
PLT-08-U09_TEMP,PLT-08-U09,OT-00847,C,20,220,YES
PLT-08-U09_PRESSURE,PLT-08-U09,OT-00847,bar,1,30,YES
PLT-08-U09_FLOW,PLT-08-U09,OT-00847,m3_h,10,500,YES
PLT-08-U09_VIBRATION,PLT-08-U09,OT-00847,mm_s,0.1,12,YES
PLT-08-U10_TEMP,PLT-08-U10,OT-00825,C,20,220,YES
PLT-08-U10_PRESSURE,PLT-08-U10,OT-00825,bar,1,30,YES
PLT-08-U10_FLOW,PLT-08-U10,OT-00825,m3_h,10,500,YES
PLT-08-U10_VIBRATION,PLT-08-U10,OT-00825,mm_s,0.1,12,YES
PLT-08-U11_TEMP,PLT-08-U11,OT-00825,C,20,220,YES
PLT-08-U11_PRESSURE,PLT-08-U11,OT-00825,bar,1,30,YES
PLT-08-U11_FLOW,PLT-08-U11,OT-00825,m3_h,10,500,YES
PLT-08-U11_VIBRATION,PLT-08-U11,OT-00825,mm_s,0.1,12,YES
PLT-08-U12_TEMP,PLT-08-U12,OT-00787,C,20,220,YES
PLT-08-U12_PRESSURE,PLT-08-U12,OT-00787,bar,1,30,YES
PLT-08-U12_FLOW,PLT-08-U12,OT-00787,m3_h,10,500,YES
PLT-08-U12_VIBRATION,PLT-08-U12,OT-00787,mm_s,0.1,12,YES
PLT-09-U01_TEMP,PLT-09-U01,OT-00970,C,20,220,YES
PLT-09-U01_PRESSURE,PLT-09-U01,OT-00970,bar,1,30,YES
PLT-09-U01_FLOW,PLT-09-U01,OT-00970,m3_h,10,500,YES
PLT-09-U01_VIBRATION,PLT-09-U01,OT-00970,mm_s,0.1,12,YES
PLT-09-U02_TEMP,PLT-09-U02,OT-00934,C,20,220,YES
PLT-09-U02_PRESSURE,PLT-09-U02,OT-00934,bar,1,30,YES
PLT-09-U02_FLOW,PLT-09-U02,OT-00934,m3_h,10,500,YES
PLT-09-U02_VIBRATION,PLT-09-U02,OT-00934,mm_s,0.1,12,YES
PLT-09-U03_TEMP,PLT-09-U03,OT-00897,C,20,220,YES
PLT-09-U03_PRESSURE,PLT-09-U03,OT-00897,bar,1,30,NO
PLT-09-U03_FLOW,PLT-09-U03,OT-00897,m3_h,10,500,YES
PLT-09-U03_VIBRATION,PLT-09-U03,OT-00897,mm_s,0.1,12,YES
PLT-09-U04_TEMP,PLT-09-U04,OT-00897,C,20,220,NO
PLT-09-U04_PRESSURE,PLT-09-U04,OT-00897,bar,1,30,YES
PLT-09-U04_FLOW,PLT-09-U04,OT-00897,m3_h,10,500,YES
PLT-09-U04_VIBRATION,PLT-09-U04,OT-00897,mm_s,0.1,12,YES
PLT-09-U05_TEMP,PLT-09-U05,OT-00958,C,20,220,YES
PLT-09-U05_PRESSURE,PLT-09-U05,OT-00958,bar,1,30,YES
PLT-09-U05_FLOW,PLT-09-U05,OT-00958,m3_h,10,500,YES
PLT-09-U05_VIBRATION,PLT-09-U05,OT-00958,mm_s,0.1,12,YES
PLT-09-U06_TEMP,PLT-09-U06,OT-00938,C,20,220,YES
PLT-09-U06_PRESSURE,PLT-09-U06,OT-00938,bar,1,30,YES
PLT-09-U06_FLOW,PLT-09-U06,OT-00938,m3_h,10,500,YES
PLT-09-U06_VIBRATION,PLT-09-U06,OT-00938,mm_s,0.1,12,YES
PLT-09-U07_TEMP,PLT-09-U07,OT-00887,C,20,220,YES
PLT-09-U07_PRESSURE,PLT-09-U07,OT-00887,bar,1,30,YES
PLT-09-U07_FLOW,PLT-09-U07,OT-00887,m3_h,10,500,YES
PLT-09-U07_VIBRATION,PLT-09-U07,OT-00887,mm_s,0.1,12,YES
PLT-09-U08_TEMP,PLT-09-U08,OT-00910,C,20,220,YES
PLT-09-U08_PRESSURE,PLT-09-U08,OT-00910,bar,1,30,YES
PLT-09-U08_FLOW,PLT-09-U08,OT-00910,m3_h,10,500,YES
PLT-09-U08_VIBRATION,PLT-09-U08,OT-00910,mm_s,0.1,12,YES
PLT-09-U09_TEMP,PLT-09-U09,OT-00985,C,20,220,YES
PLT-09-U09_PRESSURE,PLT-09-U09,OT-00985,bar,1,30,YES
PLT-09-U09_FLOW,PLT-09-U09,OT-00985,m3_h,10,500,NO
PLT-09-U09_VIBRATION,PLT-09-U09,OT-00985,mm_s,0.1,12,YES
PLT-09-U10_TEMP,PLT-09-U10,OT-00985,C,20,220,YES
PLT-09-U10_PRESSURE,PLT-09-U10,OT-00985,bar,1,30,YES
PLT-09-U10_FLOW,PLT-09-U10,OT-00985,m3_h,10,500,YES
PLT-09-U10_VIBRATION,PLT-09-U10,OT-00985,mm_s,0.1,12,YES
PLT-09-U11_TEMP,PLT-09-U11,OT-00896,C,20,220,YES
PLT-09-U11_PRESSURE,PLT-09-U11,OT-00896,bar,1,30,YES
PLT-09-U11_FLOW,PLT-09-U11,OT-00896,m3_h,10,500,YES
PLT-09-U11_VIBRATION,PLT-09-U11,OT-00896,mm_s,0.1,12,YES
PLT-09-U12_TEMP,PLT-09-U12,OT-00963,C,20,220,YES
PLT-09-U12_PRESSURE,PLT-09-U12,OT-00963,bar,1,30,YES
PLT-09-U12_FLOW,PLT-09-U12,OT-00963,m3_h,10,500,YES
PLT-09-U12_VIBRATION,PLT-09-U12,OT-00963,mm_s,0.1,12,YES
PLT-10-U01_TEMP,PLT-10-U01,OT-01040,C,20,220,YES
PLT-10-U01_PRESSURE,PLT-10-U01,OT-01040,bar,1,30,YES
PLT-10-U01_FLOW,PLT-10-U01,OT-01040,m3_h,10,500,YES
PLT-10-U01_VIBRATION,PLT-10-U01,OT-01040,mm_s,0.1,12,YES
PLT-10-U02_TEMP,PLT-10-U02,OT-01012,C,20,220,YES
PLT-10-U02_PRESSURE,PLT-10-U02,OT-01012,bar,1,30,YES
PLT-10-U02_FLOW,PLT-10-U02,OT-01012,m3_h,10,500,YES
PLT-10-U02_VIBRATION,PLT-10-U02,OT-01012,mm_s,0.1,12,YES
PLT-10-U03_TEMP,PLT-10-U03,OT-01044,C,20,220,YES
PLT-10-U03_PRESSURE,PLT-10-U03,OT-01044,bar,1,30,YES
PLT-10-U03_FLOW,PLT-10-U03,OT-01044,m3_h,10,500,NO
PLT-10-U03_VIBRATION,PLT-10-U03,OT-01044,mm_s,0.1,12,YES
PLT-10-U04_TEMP,PLT-10-U04,OT-01063,C,20,220,NO
PLT-10-U04_PRESSURE,PLT-10-U04,OT-01063,bar,1,30,YES
PLT-10-U04_FLOW,PLT-10-U04,OT-01063,m3_h,10,500,YES
PLT-10-U04_VIBRATION,PLT-10-U04,OT-01063,mm_s,0.1,12,YES
PLT-10-U05_TEMP,PLT-10-U05,OT-00991,C,20,220,YES
PLT-10-U05_PRESSURE,PLT-10-U05,OT-00991,bar,1,30,YES
PLT-10-U05_FLOW,PLT-10-U05,OT-00991,m3_h,10,500,YES
PLT-10-U05_VIBRATION,PLT-10-U05,OT-00991,mm_s,0.1,12,YES
PLT-10-U06_TEMP,PLT-10-U06,OT-01016,C,20,220,YES
PLT-10-U06_PRESSURE,PLT-10-U06,OT-01016,bar,1,30,YES
PLT-10-U06_FLOW,PLT-10-U06,OT-01016,m3_h,10,500,YES
PLT-10-U06_VIBRATION,PLT-10-U06,OT-01016,mm_s,0.1,12,YES
PLT-10-U07_TEMP,PLT-10-U07,OT-00992,C,20,220,YES
PLT-10-U07_PRESSURE,PLT-10-U07,OT-00992,bar,1,30,YES
PLT-10-U07_FLOW,PLT-10-U07,OT-00992,m3_h,10,500,YES
PLT-10-U07_VIBRATION,PLT-10-U07,OT-00992,mm_s,0.1,12,YES
PLT-10-U08_TEMP,PLT-10-U08,OT-01094,C,20,220,YES
PLT-10-U08_PRESSURE,PLT-10-U08,OT-01094,bar,1,30,YES
PLT-10-U08_FLOW,PLT-10-U08,OT-01094,m3_h,10,500,YES
PLT-10-U08_VIBRATION,PLT-10-U08,OT-01094,mm_s,0.1,12,YES
PLT-10-U09_TEMP,PLT-10-U09,OT-01062,C,20,220,YES
PLT-10-U09_PRESSURE,PLT-10-U09,OT-01062,bar,1,30,YES
PLT-10-U09_FLOW,PLT-10-U09,OT-01062,m3_h,10,500,YES
PLT-10-U09_VIBRATION,PLT-10-U09,OT-01062,mm_s,0.1,12,YES
PLT-10-U10_TEMP,PLT-10-U10,OT-01088,C,20,220,YES
PLT-10-U10_PRESSURE,PLT-10-U10,OT-01088,bar,1,30,YES
PLT-10-U10_FLOW,PLT-10-U10,OT-01088,m3_h,10,500,YES
PLT-10-U10_VIBRATION,PLT-10-U10,OT-01088,mm_s,0.1,12,YES
PLT-10-U11_TEMP,PLT-10-U11,OT-01044,C,20,220,YES
PLT-10-U11_PRESSURE,PLT-10-U11,OT-01044,bar,1,30,YES
PLT-10-U11_FLOW,PLT-10-U11,OT-01044,m3_h,10,500,YES
PLT-10-U11_VIBRATION,PLT-10-U11,OT-01044,mm_s,0.1,12,YES
PLT-10-U12_TEMP,PLT-10-U12,OT-00991,C,20,220,YES
PLT-10-U12_PRESSURE,PLT-10-U12,OT-00991,bar,1,30,YES
PLT-10-U12_FLOW,PLT-10-U12,OT-00991,m3_h,10,500,YES
PLT-10-U12_VIBRATION,PLT-10-U12,OT-00991,mm_s,0.1,12,YES
PLT-11-U01_TEMP,PLT-11-U01,OT-01127,C,20,220,YES
PLT-11-U01_PRESSURE,PLT-11-U01,OT-01127,bar,1,30,YES
PLT-11-U01_FLOW,PLT-11-U01,OT-01127,m3_h,10,500,YES
PLT-11-U01_VIBRATION,PLT-11-U01,OT-01127,mm_s,0.1,12,YES
PLT-11-U02_TEMP,PLT-11-U02,OT-01126,C,20,220,YES
PLT-11-U02_PRESSURE,PLT-11-U02,OT-01126,bar,1,30,YES
PLT-11-U02_FLOW,PLT-11-U02,OT-01126,m3_h,10,500,YES
PLT-11-U02_VIBRATION,PLT-11-U02,OT-01126,mm_s,0.1,12,YES
PLT-11-U03_TEMP,PLT-11-U03,OT-01163,C,20,220,YES
PLT-11-U03_PRESSURE,PLT-11-U03,OT-01163,bar,1,30,YES
PLT-11-U03_FLOW,PLT-11-U03,OT-01163,m3_h,10,500,YES
PLT-11-U03_VIBRATION,PLT-11-U03,OT-01163,mm_s,0.1,12,YES
PLT-11-U04_TEMP,PLT-11-U04,OT-01166,C,20,220,YES
PLT-11-U04_PRESSURE,PLT-11-U04,OT-01166,bar,1,30,NO
PLT-11-U04_FLOW,PLT-11-U04,OT-01166,m3_h,10,500,YES
PLT-11-U04_VIBRATION,PLT-11-U04,OT-01166,mm_s,0.1,12,YES
PLT-11-U05_TEMP,PLT-11-U05,OT-01104,C,20,220,YES
PLT-11-U05_PRESSURE,PLT-11-U05,OT-01104,bar,1,30,YES
PLT-11-U05_FLOW,PLT-11-U05,OT-01104,m3_h,10,500,YES
PLT-11-U05_VIBRATION,PLT-11-U05,OT-01104,mm_s,0.1,12,YES
PLT-11-U06_TEMP,PLT-11-U06,OT-01180,C,20,220,YES
PLT-11-U06_PRESSURE,PLT-11-U06,OT-01180,bar,1,30,YES
PLT-11-U06_FLOW,PLT-11-U06,OT-01180,m3_h,10,500,YES
PLT-11-U06_VIBRATION,PLT-11-U06,OT-01180,mm_s,0.1,12,YES
PLT-11-U07_TEMP,PLT-11-U07,OT-01185,C,20,220,YES
PLT-11-U07_PRESSURE,PLT-11-U07,OT-01185,bar,1,30,YES
PLT-11-U07_FLOW,PLT-11-U07,OT-01185,m3_h,10,500,YES
PLT-11-U07_VIBRATION,PLT-11-U07,OT-01185,mm_s,0.1,12,YES
PLT-11-U08_TEMP,PLT-11-U08,OT-01179,C,20,220,YES
PLT-11-U08_PRESSURE,PLT-11-U08,OT-01179,bar,1,30,YES
PLT-11-U08_FLOW,PLT-11-U08,OT-01179,m3_h,10,500,YES
PLT-11-U08_VIBRATION,PLT-11-U08,OT-01179,mm_s,0.1,12,NO
PLT-11-U09_TEMP,PLT-11-U09,OT-01163,C,20,220,YES
PLT-11-U09_PRESSURE,PLT-11-U09,OT-01163,bar,1,30,YES
PLT-11-U09_FLOW,PLT-11-U09,OT-01163,m3_h,10,500,YES
PLT-11-U09_VIBRATION,PLT-11-U09,OT-01163,mm_s,0.1,12,YES
PLT-11-U10_TEMP,PLT-11-U10,OT-01171,C,20,220,YES
PLT-11-U10_PRESSURE,PLT-11-U10,OT-01171,bar,1,30,YES
PLT-11-U10_FLOW,PLT-11-U10,OT-01171,m3_h,10,500,YES
PLT-11-U10_VIBRATION,PLT-11-U10,OT-01171,mm_s,0.1,12,YES
PLT-11-U11_TEMP,PLT-11-U11,OT-01126,C,20,220,YES
PLT-11-U11_PRESSURE,PLT-11-U11,OT-01126,bar,1,30,YES
PLT-11-U11_FLOW,PLT-11-U11,OT-01126,m3_h,10,500,NO
PLT-11-U11_VIBRATION,PLT-11-U11,OT-01126,mm_s,0.1,12,YES
PLT-11-U12_TEMP,PLT-11-U12,OT-01176,C,20,220,YES
PLT-11-U12_PRESSURE,PLT-11-U12,OT-01176,bar,1,30,YES
PLT-11-U12_FLOW,PLT-11-U12,OT-01176,m3_h,10,500,YES
PLT-11-U12_VIBRATION,PLT-11-U12,OT-01176,mm_s,0.1,12,YES
PLT-12-U01_TEMP,PLT-12-U01,OT-01291,C,20,220,YES
PLT-12-U01_PRESSURE,PLT-12-U01,OT-01291,bar,1,30,YES
PLT-12-U01_FLOW,PLT-12-U01,OT-01291,m3_h,10,500,YES
PLT-12-U01_VIBRATION,PLT-12-U01,OT-01291,mm_s,0.1,12,YES
PLT-12-U02_TEMP,PLT-12-U02,OT-01293,C,20,220,YES
PLT-12-U02_PRESSURE,PLT-12-U02,OT-01293,bar,1,30,YES
PLT-12-U02_FLOW,PLT-12-U02,OT-01293,m3_h,10,500,YES
PLT-12-U02_VIBRATION,PLT-12-U02,OT-01293,mm_s,0.1,12,YES
PLT-12-U03_TEMP,PLT-12-U03,OT-01290,C,20,220,YES
PLT-12-U03_PRESSURE,PLT-12-U03,OT-01290,bar,1,30,YES
PLT-12-U03_FLOW,PLT-12-U03,OT-01290,m3_h,10,500,YES
PLT-12-U03_VIBRATION,PLT-12-U03,OT-01290,mm_s,0.1,12,YES
PLT-12-U04_TEMP,PLT-12-U04,OT-01223,C,20,220,YES
PLT-12-U04_PRESSURE,PLT-12-U04,OT-01223,bar,1,30,YES
PLT-12-U04_FLOW,PLT-12-U04,OT-01223,m3_h,10,500,YES
PLT-12-U04_VIBRATION,PLT-12-U04,OT-01223,mm_s,0.1,12,YES
PLT-12-U05_TEMP,PLT-12-U05,OT-01235,C,20,220,YES
PLT-12-U05_PRESSURE,PLT-12-U05,OT-01235,bar,1,30,YES
PLT-12-U05_FLOW,PLT-12-U05,OT-01235,m3_h,10,500,YES
PLT-12-U05_VIBRATION,PLT-12-U05,OT-01235,mm_s,0.1,12,YES
PLT-12-U06_TEMP,PLT-12-U06,OT-01294,C,20,220,YES
PLT-12-U06_PRESSURE,PLT-12-U06,OT-01294,bar,1,30,NO
PLT-12-U06_FLOW,PLT-12-U06,OT-01294,m3_h,10,500,YES
PLT-12-U06_VIBRATION,PLT-12-U06,OT-01294,mm_s,0.1,12,NO
PLT-12-U07_TEMP,PLT-12-U07,OT-01244,C,20,220,YES
PLT-12-U07_PRESSURE,PLT-12-U07,OT-01244,bar,1,30,YES
PLT-12-U07_FLOW,PLT-12-U07,OT-01244,m3_h,10,500,YES
PLT-12-U07_VIBRATION,PLT-12-U07,OT-01244,mm_s,0.1,12,YES
PLT-12-U08_TEMP,PLT-12-U08,OT-01290,C,20,220,YES
PLT-12-U08_PRESSURE,PLT-12-U08,OT-01290,bar,1,30,YES
PLT-12-U08_FLOW,PLT-12-U08,OT-01290,m3_h,10,500,YES
PLT-12-U08_VIBRATION,PLT-12-U08,OT-01290,mm_s,0.1,12,YES
PLT-12-U09_TEMP,PLT-12-U09,OT-01223,C,20,220,YES
PLT-12-U09_PRESSURE,PLT-12-U09,OT-01223,bar,1,30,YES
PLT-12-U09_FLOW,PLT-12-U09,OT-01223,m3_h,10,500,YES
PLT-12-U09_VIBRATION,PLT-12-U09,OT-01223,mm_s,0.1,12,YES
PLT-12-U10_TEMP,PLT-12-U10,OT-01293,C,20,220,YES
PLT-12-U10_PRESSURE,PLT-12-U10,OT-01293,bar,1,30,YES
PLT-12-U10_FLOW,PLT-12-U10,OT-01293,m3_h,10,500,YES
PLT-12-U10_VIBRATION,PLT-12-U10,OT-01293,mm_s,0.1,12,YES
PLT-12-U11_TEMP,PLT-12-U11,OT-01234,C,20,220,YES
PLT-12-U11_PRESSURE,PLT-12-U11,OT-01234,bar,1,30,YES
PLT-12-U11_FLOW,PLT-12-U11,OT-01234,m3_h,10,500,YES
PLT-12-U11_VIBRATION,PLT-12-U11,OT-01234,mm_s,0.1,12,YES
PLT-12-U12_TEMP,PLT-12-U12,OT-01292,C,20,220,YES
PLT-12-U12_PRESSURE,PLT-12-U12,OT-01292,bar,1,30,YES
PLT-12-U12_FLOW,PLT-12-U12,OT-01292,m3_h,10,500,YES
PLT-12-U12_VIBRATION,PLT-12-U12,OT-01292,mm_s,0.1,12,YES
PLT-13-U01_TEMP,PLT-13-U01,OT-01368,C,20,220,NO
PLT-13-U01_PRESSURE,PLT-13-U01,OT-01368,bar,1,30,YES
PLT-13-U01_FLOW,PLT-13-U01,OT-01368,m3_h,10,500,YES
PLT-13-U01_VIBRATION,PLT-13-U01,OT-01368,mm_s,0.1,12,YES
PLT-13-U02_TEMP,PLT-13-U02,OT-01378,C,20,220,YES
PLT-13-U02_PRESSURE,PLT-13-U02,OT-01378,bar,1,30,YES
PLT-13-U02_FLOW,PLT-13-U02,OT-01378,m3_h,10,500,YES
PLT-13-U02_VIBRATION,PLT-13-U02,OT-01378,mm_s,0.1,12,YES
PLT-13-U03_TEMP,PLT-13-U03,OT-01399,C,20,220,YES
PLT-13-U03_PRESSURE,PLT-13-U03,OT-01399,bar,1,30,YES
PLT-13-U03_FLOW,PLT-13-U03,OT-01399,m3_h,10,500,YES
PLT-13-U03_VIBRATION,PLT-13-U03,OT-01399,mm_s,0.1,12,YES
PLT-13-U04_TEMP,PLT-13-U04,OT-01422,C,20,220,YES
PLT-13-U04_PRESSURE,PLT-13-U04,OT-01422,bar,1,30,YES
PLT-13-U04_FLOW,PLT-13-U04,OT-01422,m3_h,10,500,YES
PLT-13-U04_VIBRATION,PLT-13-U04,OT-01422,mm_s,0.1,12,YES
PLT-13-U05_TEMP,PLT-13-U05,OT-01415,C,20,220,YES
PLT-13-U05_PRESSURE,PLT-13-U05,OT-01415,bar,1,30,YES
PLT-13-U05_FLOW,PLT-13-U05,OT-01415,m3_h,10,500,YES
PLT-13-U05_VIBRATION,PLT-13-U05,OT-01415,mm_s,0.1,12,YES
PLT-13-U06_TEMP,PLT-13-U06,OT-01418,C,20,220,YES
PLT-13-U06_PRESSURE,PLT-13-U06,OT-01418,bar,1,30,YES
PLT-13-U06_FLOW,PLT-13-U06,OT-01418,m3_h,10,500,YES
PLT-13-U06_VIBRATION,PLT-13-U06,OT-01418,mm_s,0.1,12,YES
PLT-13-U07_TEMP,PLT-13-U07,OT-01422,C,20,220,YES
PLT-13-U07_PRESSURE,PLT-13-U07,OT-01422,bar,1,30,YES
PLT-13-U07_FLOW,PLT-13-U07,OT-01422,m3_h,10,500,YES
PLT-13-U07_VIBRATION,PLT-13-U07,OT-01422,mm_s,0.1,12,YES
PLT-13-U08_TEMP,PLT-13-U08,OT-01408,C,20,220,YES
PLT-13-U08_PRESSURE,PLT-13-U08,OT-01408,bar,1,30,YES
PLT-13-U08_FLOW,PLT-13-U08,OT-01408,m3_h,10,500,YES
PLT-13-U08_VIBRATION,PLT-13-U08,OT-01408,mm_s,0.1,12,YES
PLT-13-U09_TEMP,PLT-13-U09,OT-01371,C,20,220,YES
PLT-13-U09_PRESSURE,PLT-13-U09,OT-01371,bar,1,30,YES
PLT-13-U09_FLOW,PLT-13-U09,OT-01371,m3_h,10,500,YES
PLT-13-U09_VIBRATION,PLT-13-U09,OT-01371,mm_s,0.1,12,NO
PLT-13-U10_TEMP,PLT-13-U10,OT-01365,C,20,220,NO
PLT-13-U10_PRESSURE,PLT-13-U10,OT-01365,bar,1,30,YES
PLT-13-U10_FLOW,PLT-13-U10,OT-01365,m3_h,10,500,YES
PLT-13-U10_VIBRATION,PLT-13-U10,OT-01365,mm_s,0.1,12,YES
PLT-13-U11_TEMP,PLT-13-U11,OT-01387,C,20,220,YES
PLT-13-U11_PRESSURE,PLT-13-U11,OT-01387,bar,1,30,YES
PLT-13-U11_FLOW,PLT-13-U11,OT-01387,m3_h,10,500,YES
PLT-13-U11_VIBRATION,PLT-13-U11,OT-01387,mm_s,0.1,12,YES
PLT-13-U12_TEMP,PLT-13-U12,OT-01343,C,20,220,YES
PLT-13-U12_PRESSURE,PLT-13-U12,OT-01343,bar,1,30,YES
PLT-13-U12_FLOW,PLT-13-U12,OT-01343,m3_h,10,500,YES
PLT-13-U12_VIBRATION,PLT-13-U12,OT-01343,mm_s,0.1,12,YES
PLT-14-U01_TEMP,PLT-14-U01,OT-01435,C,20,220,YES
PLT-14-U01_PRESSURE,PLT-14-U01,OT-01435,bar,1,30,YES
PLT-14-U01_FLOW,PLT-14-U01,OT-01435,m3_h,10,500,YES
PLT-14-U01_VIBRATION,PLT-14-U01,OT-01435,mm_s,0.1,12,YES
PLT-14-U02_TEMP,PLT-14-U02,OT-01473,C,20,220,YES
PLT-14-U02_PRESSURE,PLT-14-U02,OT-01473,bar,1,30,YES
PLT-14-U02_FLOW,PLT-14-U02,OT-01473,m3_h,10,500,YES
PLT-14-U02_VIBRATION,PLT-14-U02,OT-01473,mm_s,0.1,12,YES
PLT-14-U03_TEMP,PLT-14-U03,OT-01440,C,20,220,YES
PLT-14-U03_PRESSURE,PLT-14-U03,OT-01440,bar,1,30,YES
PLT-14-U03_FLOW,PLT-14-U03,OT-01440,m3_h,10,500,YES
PLT-14-U03_VIBRATION,PLT-14-U03,OT-01440,mm_s,0.1,12,YES
PLT-14-U04_TEMP,PLT-14-U04,OT-01442,C,20,220,YES
PLT-14-U04_PRESSURE,PLT-14-U04,OT-01442,bar,1,30,YES
PLT-14-U04_FLOW,PLT-14-U04,OT-01442,m3_h,10,500,YES
PLT-14-U04_VIBRATION,PLT-14-U04,OT-01442,mm_s,0.1,12,YES
PLT-14-U05_TEMP,PLT-14-U05,OT-01447,C,20,220,YES
PLT-14-U05_PRESSURE,PLT-14-U05,OT-01447,bar,1,30,YES
PLT-14-U05_FLOW,PLT-14-U05,OT-01447,m3_h,10,500,YES
PLT-14-U05_VIBRATION,PLT-14-U05,OT-01447,mm_s,0.1,12,YES
PLT-14-U06_TEMP,PLT-14-U06,OT-01447,C,20,220,YES
PLT-14-U06_PRESSURE,PLT-14-U06,OT-01447,bar,1,30,YES
PLT-14-U06_FLOW,PLT-14-U06,OT-01447,m3_h,10,500,NO
PLT-14-U06_VIBRATION,PLT-14-U06,OT-01447,mm_s,0.1,12,YES
PLT-14-U07_TEMP,PLT-14-U07,OT-01451,C,20,220,YES
PLT-14-U07_PRESSURE,PLT-14-U07,OT-01451,bar,1,30,YES
PLT-14-U07_FLOW,PLT-14-U07,OT-01451,m3_h,10,500,YES
PLT-14-U07_VIBRATION,PLT-14-U07,OT-01451,mm_s,0.1,12,YES
PLT-14-U08_TEMP,PLT-14-U08,OT-01508,C,20,220,NO
PLT-14-U08_PRESSURE,PLT-14-U08,OT-01508,bar,1,30,YES
PLT-14-U08_FLOW,PLT-14-U08,OT-01508,m3_h,10,500,YES
PLT-14-U08_VIBRATION,PLT-14-U08,OT-01508,mm_s,0.1,12,YES
PLT-14-U09_TEMP,PLT-14-U09,OT-01431,C,20,220,YES
PLT-14-U09_PRESSURE,PLT-14-U09,OT-01431,bar,1,30,YES
PLT-14-U09_FLOW,PLT-14-U09,OT-01431,m3_h,10,500,YES
PLT-14-U09_VIBRATION,PLT-14-U09,OT-01431,mm_s,0.1,12,YES
PLT-14-U10_TEMP,PLT-14-U10,OT-01435,C,20,220,YES
PLT-14-U10_PRESSURE,PLT-14-U10,OT-01435,bar,1,30,YES
PLT-14-U10_FLOW,PLT-14-U10,OT-01435,m3_h,10,500,YES
PLT-14-U10_VIBRATION,PLT-14-U10,OT-01435,mm_s,0.1,12,YES
PLT-14-U11_TEMP,PLT-14-U11,OT-01483,C,20,220,YES
PLT-14-U11_PRESSURE,PLT-14-U11,OT-01483,bar,1,30,YES
PLT-14-U11_FLOW,PLT-14-U11,OT-01483,m3_h,10,500,YES
PLT-14-U11_VIBRATION,PLT-14-U11,OT-01483,mm_s,0.1,12,YES
PLT-14-U12_TEMP,PLT-14-U12,OT-01486,C,20,220,YES
PLT-14-U12_PRESSURE,PLT-14-U12,OT-01486,bar,1,30,YES
PLT-14-U12_FLOW,PLT-14-U12,OT-01486,m3_h,10,500,YES
PLT-14-U12_VIBRATION,PLT-14-U12,OT-01486,mm_s,0.1,12,YES
PLT-15-U01_TEMP,PLT-15-U01,OT-01601,C,20,220,YES
PLT-15-U01_PRESSURE,PLT-15-U01,OT-01601,bar,1,30,YES
PLT-15-U01_FLOW,PLT-15-U01,OT-01601,m3_h,10,500,YES
