session_id,asset_id,plant_id,identity,method,approved_window,start_time,end_time,mfa
RA-00221,OT-01090,PLT-10,vendor.engineer,local_service_laptop,UNKNOWN,2026-10-05T09:27:00,2026-10-05T10:37:00,YES
RA-00222,OT-01876,PLT-17,contractor,remote_desktop,YES,2026-09-13T14:10:00,2026-09-13T15:39:00,NO
RA-00223,OT-01896,PLT-18,site.engineer,jump_host,YES,2026-09-10T11:45:00,2026-09-10T12:32:00,YES
RA-00224,OT-00620,PLT-06,site.engineer,local_service_laptop,YES,2026-09-21T00:17:00,2026-09-21T02:32:00,YES
RA-00225,OT-01741,PLT-16,site.engineer,vendor_vpn,UNKNOWN,2026-09-04T03:24:00,2026-09-04T06:20:00,YES
RA-00226,OT-01073,PLT-10,site.engineer,local_service_laptop,YES,2026-09-03T06:40:00,2026-09-03T07:27:00,YES
RA-00227,OT-00672,PLT-07,vendor.engineer,vendor_vpn,YES,2026-09-09T22:24:00,2026-09-09T22:45:00,YES
RA-00228,OT-01432,PLT-14,contractor,remote_desktop,YES,2026-09-10T03:24:00,2026-09-10T05:33:00,UNKNOWN
RA-00229,OT-01137,PLT-11,contractor,local_service_laptop,YES,2026-09-01T12:22:00,2026-09-01T15:13:00,UNKNOWN
RA-00230,OT-01977,PLT-18,unknown,vendor_vpn,YES,2026-09-11T21:21:00,2026-09-11T22:33:00,YES
RA-00231,OT-00815,PLT-08,contractor,remote_desktop,YES,2026-09-11T04:50:00,2026-09-11T06:14:00,YES
RA-00232,OT-01101,PLT-10,shared_support,local_service_laptop,YES,2026-09-15T01:46:00,2026-09-15T04:32:00,NO
RA-00233,OT-00934,PLT-09,site.engineer,local_service_laptop,YES,2026-09-11T01:32:00,2026-09-11T03:35:00,YES
RA-00234,OT-00943,PLT-09,shared_support,vendor_vpn,NO,2026-09-10T23:29:00,2026-09-11T01:11:00,YES
RA-00235,OT-01676,PLT-16,shared_support,vendor_vpn,YES,2026-09-22T08:57:00,2026-09-22T11:14:00,YES
RA-00236,OT-01319,PLT-13,shared_support,local_service_laptop,YES,2026-09-13T02:19:00,2026-09-13T04:37:00,YES
RA-00237,OT-01614,PLT-15,shared_support,jump_host,YES,2026-09-23T19:24:00,2026-09-23T20:06:00,YES
RA-00238,OT-01570,PLT-15,unknown,local_service_laptop,YES,2026-09-19T16:05:00,2026-09-19T18:38:00,YES
RA-00239,OT-00284,PLT-03,contractor,remote_desktop,YES,2026-09-13T20:41:00,2026-09-13T21:09:00,YES
RA-00240,OT-01813,PLT-17,shared_support,vendor_vpn,NO,2026-09-06T04:19:00,2026-09-06T05:25:00,YES
RA-00241,OT-00724,PLT-07,vendor.engineer,jump_host,YES,2026-10-05T23:58:00,2026-10-06T02:07:00,UNKNOWN
RA-00242,OT-00473,PLT-05,contractor,vendor_vpn,YES,2026-09-25T14:33:00,2026-09-25T14:39:00,NO
RA-00243,OT-01295,PLT-12,vendor.engineer,jump_host,YES,2026-09-30T20:37:00,2026-09-30T22:09:00,YES
RA-00244,OT-00830,PLT-08,contractor,local_service_laptop,YES,2026-09-14T09:38:00,2026-09-14T09:43:00,YES
RA-00245,OT-00034,PLT-01,site.engineer,vendor_vpn,YES,2026-09-15T00:52:00,2026-09-15T02:44:00,YES
RA-00246,OT-01470,PLT-14,unknown,remote_desktop,NO,2026-09-04T08:36:00,2026-09-04T11:19:00,YES
RA-00247,OT-01545,PLT-14,contractor,jump_host,YES,2026-09-15T09:08:00,2026-09-15T10:05:00,YES
RA-00248,OT-01945,PLT-18,shared_support,vendor_vpn,YES,2026-09-01T21:16:00,2026-09-01T23:50:00,YES
RA-00249,OT-01741,PLT-16,vendor.engineer,remote_desktop,YES,2026-09-10T08:04:00,2026-09-10T08:42:00,YES
RA-00250,OT-00738,PLT-07,site.engineer,jump_host,YES,2026-09-25T14:43:00,2026-09-25T15:44:00,YES
RA-00251,OT-00192,PLT-02,unknown,local_service_laptop,YES,2026-09-10T02:54:00,2026-09-10T04:51:00,YES
RA-00252,OT-01746,PLT-16,shared_support,jump_host,YES,2026-10-04T14:06:00,2026-10-04T16:12:00,YES
RA-00253,OT-01467,PLT-14,site.engineer,local_service_laptop,YES,2026-09-05T04:24:00,2026-09-05T04:41:00,YES
RA-00254,OT-01308,PLT-13,shared_support,remote_desktop,YES,2026-09-07T13:34:00,2026-09-07T16:20:00,YES
RA-00255,OT-00542,PLT-06,unknown,jump_host,YES,2026-09-18T18:00:00,2026-09-18T19:43:00,YES
RA-00256,OT-01154,PLT-11,contractor,vendor_vpn,UNKNOWN,2026-09-04T07:38:00,2026-09-04T09:21:00,YES
RA-00257,OT-00623,PLT-06,shared_support,jump_host,UNKNOWN,2026-09-14T04:35:00,2026-09-14T06:18:00,YES
RA-00258,OT-00278,PLT-03,site.engineer,remote_desktop,YES,2026-09-01T14:53:00,2026-09-01T17:21:00,YES
RA-00259,OT-01419,PLT-13,contractor,remote_desktop,YES,2026-09-22T19:50:00,2026-09-22T20:56:00,YES
RA-00260,OT-01811,PLT-17,vendor.engineer,vendor_vpn,YES,2026-09-01T20:05:00,2026-09-01T22:45:00,YES
RA-00261,OT-01817,PLT-17,contractor,jump_host,UNKNOWN,2026-09-15T09:25:00,2026-09-15T10:10:00,YES
RA-00262,OT-00919,PLT-09,vendor.engineer,local_service_laptop,YES,2026-09-07T19:28:00,2026-09-07T21:41:00,YES
RA-00263,OT-00147,PLT-02,contractor,vendor_vpn,UNKNOWN,2026-09-27T13:47:00,2026-09-27T15:11:00,YES
RA-00264,OT-00678,PLT-07,contractor,local_service_laptop,YES,2026-09-09T00:10:00,2026-09-09T02:23:00,YES
RA-00265,OT-01421,PLT-13,contractor,vendor_vpn,NO,2026-09-25T07:22:00,2026-09-25T09:38:00,YES
RA-00266,OT-01940,PLT-18,vendor.engineer,jump_host,YES,2026-09-07T04:13:00,2026-09-07T07:01:00,UNKNOWN
RA-00267,OT-00797,PLT-08,contractor,remote_desktop,YES,2026-09-29T01:58:00,2026-09-29T04:50:00,YES
RA-00268,OT-00971,PLT-09,site.engineer,local_service_laptop,YES,2026-09-02T11:56:00,2026-09-02T12:05:00,YES
RA-00269,OT-00944,PLT-09,shared_support,vendor_vpn,UNKNOWN,2026-09-30T10:57:00,2026-09-30T13:31:00,NO
RA-00270,OT-00498,PLT-05,shared_support,jump_host,YES,2026-09-02T02:44:00,2026-09-02T02:51:00,YES
RA-00271,OT-00660,PLT-07,shared_support,local_service_laptop,YES,2026-09-01T12:40:00,2026-09-01T15:39:00,YES
RA-00272,OT-00013,PLT-01,contractor,remote_desktop,YES,2026-09-06T13:17:00,2026-09-06T14:34:00,YES
RA-00273,OT-01487,PLT-14,site.engineer,jump_host,YES,2026-09-29T17:50:00,2026-09-29T20:23:00,YES
RA-00274,OT-00392,PLT-04,site.engineer,jump_host,YES,2026-09-08T00:02:00,2026-09-08T01:57:00,NO
RA-00275,OT-01616,PLT-15,shared_support,local_service_laptop,YES,2026-09-08T10:09:00,2026-09-08T11:59:00,YES
RA-00276,OT-01617,PLT-15,site.engineer,vendor_vpn,YES,2026-09-06T21:58:00,2026-09-06T22:38:00,UNKNOWN
RA-00277,OT-01375,PLT-13,shared_support,vendor_vpn,YES,2026-09-09T20:36:00,2026-09-09T22:33:00,YES
RA-00278,OT-01454,PLT-14,shared_support,jump_host,YES,2026-09-18T07:58:00,2026-09-18T10:53:00,YES
RA-00279,OT-00297,PLT-03,shared_support,jump_host,YES,2026-09-04T15:59:00,2026-09-04T16:44:00,YES
RA-00280,OT-01260,PLT-12,site.engineer,vendor_vpn,YES,2026-09-14T10:30:00,2026-09-14T13:15:00,YES
RA-00281,OT-00296,PLT-03,shared_support,local_service_laptop,YES,2026-09-09T02:16:00,2026-09-09T02:24:00,NO
RA-00282,OT-01999,PLT-18,vendor.engineer,local_service_laptop,YES,2026-09-26T01:46:00,2026-09-26T03:17:00,UNKNOWN
RA-00283,OT-00782,PLT-08,unknown,local_service_laptop,YES,2026-09-20T14:56:00,2026-09-20T15:38:00,YES
RA-00284,OT-01039,PLT-10,vendor.engineer,jump_host,YES,2026-10-05T10:21:00,2026-10-05T10:37:00,YES
RA-00285,OT-01109,PLT-11,vendor.engineer,remote_desktop,YES,2026-09-04T13:39:00,2026-09-04T15:29:00,YES
RA-00286,OT-01328,PLT-13,unknown,jump_host,YES,2026-09-01T14:14:00,2026-09-01T14:47:00,NO
RA-00287,OT-01238,PLT-12,site.engineer,jump_host,YES,2026-10-02T09:24:00,2026-10-02T10:14:00,YES
RA-00288,OT-00611,PLT-06,contractor,vendor_vpn,UNKNOWN,2026-09-11T09:20:00,2026-09-11T12:02:00,YES
RA-00289,OT-00837,PLT-08,shared_support,remote_desktop,NO,2026-09-08T09:58:00,2026-09-08T11:12:00,YES
RA-00290,OT-00668,PLT-07,site.engineer,vendor_vpn,YES,2026-09-24T01:25:00,2026-09-24T01:58:00,YES
RA-00291,OT-01512,PLT-14,vendor.engineer,remote_desktop,YES,2026-09-12T14:49:00,2026-09-12T16:18:00,YES
RA-00292,OT-01392,PLT-13,unknown,jump_host,YES,2026-09-22T00:19:00,2026-09-22T02:50:00,YES
RA-00293,OT-01437,PLT-14,vendor.engineer,remote_desktop,YES,2026-09-23T03:10:00,2026-09-23T06:03:00,YES
RA-00294,OT-00739,PLT-07,site.engineer,vendor_vpn,UNKNOWN,2026-09-11T09:18:00,2026-09-11T10:54:00,YES
RA-00295,OT-01143,PLT-11,shared_support,remote_desktop,YES,2026-09-05T07:42:00,2026-09-05T08:55:00,YES
RA-00296,OT-00796,PLT-08,site.engineer,jump_host,YES,2026-09-08T05:32:00,2026-09-08T06:18:00,YES
RA-00297,OT-00973,PLT-09,site.engineer,remote_desktop,YES,2026-09-13T13:42:00,2026-09-13T14:27:00,YES
RA-00298,OT-00739,PLT-07,shared_support,vendor_vpn,YES,2026-09-09T05:10:00,2026-09-09T05:51:00,YES
RA-00299,OT-01383,PLT-13,contractor,remote_desktop,UNKNOWN,2026-09-04T10:12:00,2026-09-04T12:37:00,YES
RA-00300,OT-01885,PLT-17,shared_support,jump_host,YES,2026-09-29T22:03:00,2026-09-30T00:10:00,YES
RA-00301,OT-01939,PLT-18,vendor.engineer,vendor_vpn,NO,2026-09-19T19:36:00,2026-09-19T21:39:00,YES
RA-00302,OT-00401,PLT-04,shared_support,vendor_vpn,YES,2026-09-05T08:47:00,2026-09-05T10:24:00,YES
RA-00303,OT-00097,PLT-01,vendor.engineer,local_service_laptop,YES,2026-09-24T14:55:00,2026-09-24T15:38:00,YES
RA-00304,OT-00920,PLT-09,site.engineer,vendor_vpn,YES,2026-09-03T04:45:00,2026-09-03T07:42:00,YES
RA-00305,OT-00074,PLT-01,unknown,local_service_laptop,YES,2026-09-17T20:57:00,2026-09-17T22:48:00,YES
RA-00306,OT-00483,PLT-05,site.engineer,vendor_vpn,YES,2026-09-01T17:25:00,2026-09-01T17:56:00,YES
RA-00307,OT-00101,PLT-01,site.engineer,jump_host,NO,2026-09-06T18:40:00,2026-09-06T21:23:00,YES
RA-00308,OT-01368,PLT-13,vendor.engineer,local_service_laptop,YES,2026-09-06T20:33:00,2026-09-06T22:20:00,YES
RA-00309,OT-01033,PLT-10,contractor,local_service_laptop,YES,2026-09-08T02:02:00,2026-09-08T04:34:00,YES
RA-00310,OT-00003,PLT-01,site.engineer,local_service_laptop,YES,2026-09-08T18:37:00,2026-09-08T20:59:00,UNKNOWN
RA-00311,OT-01818,PLT-17,unknown,remote_desktop,YES,2026-09-29T04:51:00,2026-09-29T06:39:00,YES
RA-00312,OT-01042,PLT-10,site.engineer,remote_desktop,YES,2026-09-27T06:33:00,2026-09-27T07:28:00,YES
RA-00313,OT-01095,PLT-10,site.engineer,remote_desktop,YES,2026-09-01T02:08:00,2026-09-01T03:55:00,YES
RA-00314,OT-01498,PLT-14,contractor,jump_host,YES,2026-09-30T05:02:00,2026-09-30T08:02:00,NO
RA-00315,OT-00126,PLT-02,shared_support,remote_desktop,YES,2026-09-29T11:39:00,2026-09-29T12:03:00,YES
RA-00316,OT-01667,PLT-16,site.engineer,jump_host,UNKNOWN,2026-09-12T01:29:00,2026-09-12T02:03:00,YES
RA-00317,OT-00869,PLT-08,contractor,local_service_laptop,YES,2026-10-01T20:36:00,2026-10-01T21:53:00,YES
RA-00318,OT-01977,PLT-18,contractor,jump_host,YES,2026-09-20T21:50:00,2026-09-21T00:04:00,YES
RA-00319,OT-01763,PLT-16,unknown,jump_host,UNKNOWN,2026-09-06T22:37:00,2026-09-06T22:57:00,YES
RA-00320,OT-00319,PLT-03,vendor.engineer,remote_desktop,YES,2026-10-02T07:09:00,2026-10-02T08:38:00,YES
RA-00321,OT-00637,PLT-07,contractor,jump_host,YES,2026-09-26T18:54:00,2026-09-26T19:46:00,YES
RA-00322,OT-00948,PLT-09,unknown,remote_desktop,YES,2026-09-24T20:07:00,2026-09-24T21:47:00,YES
RA-00323,OT-01882,PLT-17,shared_support,local_service_laptop,YES,2026-09-15T04:07:00,2026-09-15T05:25:00,YES
RA-00324,OT-00276,PLT-03,vendor.engineer,jump_host,YES,2026-09-18T00:41:00,2026-09-18T03:03:00,YES
RA-00325,OT-00895,PLT-09,vendor.engineer,vendor_vpn,YES,2026-09-28T02:19:00,2026-09-28T04:37:00,NO
RA-00326,OT-01283,PLT-12,site.engineer,jump_host,YES,2026-09-01T03:03:00,2026-09-01T05:41:00,NO
RA-00327,OT-01838,PLT-17,site.engineer,remote_desktop,YES,2026-09-30T06:56:00,2026-09-30T09:42:00,UNKNOWN
RA-00328,OT-01211,PLT-12,site.engineer,vendor_vpn,YES,2026-09-13T14:09:00,2026-09-13T14:47:00,YES
RA-00329,OT-01885,PLT-17,vendor.engineer,vendor_vpn,YES,2026-09-04T06:48:00,2026-09-04T07:50:00,YES
RA-00330,OT-01998,PLT-18,unknown,jump_host,YES,2026-09-10T04:44:00,2026-09-10T06:42:00,YES
RA-00331,OT-00750,PLT-07,unknown,jump_host,YES,2026-09-02T06:36:00,2026-09-02T07:22:00,YES
RA-00332,OT-01311,PLT-13,contractor,local_service_laptop,YES,2026-09-26T10:58:00,2026-09-26T11:14:00,YES
RA-00333,OT-00276,PLT-03,shared_support,jump_host,YES,2026-09-10T15:06:00,2026-09-10T15:19:00,YES
RA-00334,OT-00421,PLT-04,shared_support,vendor_vpn,YES,2026-09-09T04:04:00,2026-09-09T05:49:00,YES
RA-00335,OT-01245,PLT-12,shared_support,local_service_laptop,YES,2026-09-04T07:57:00,2026-09-04T10:02:00,YES
RA-00336,OT-01544,PLT-14,shared_support,jump_host,YES,2026-09-29T09:32:00,2026-09-29T10:37:00,UNKNOWN
RA-00337,OT-01066,PLT-10,vendor.engineer,vendor_vpn,NO,2026-09-03T18:08:00,2026-09-03T19:14:00,YES
RA-00338,OT-01727,PLT-16,contractor,local_service_laptop,YES,2026-10-02T15:45:00,2026-10-02T16:27:00,YES
RA-00339,OT-00618,PLT-06,unknown,remote_desktop,YES,2026-09-21T11:13:00,2026-09-21T12:23:00,YES
RA-00340,OT-00765,PLT-08,site.engineer,vendor_vpn,YES,2026-09-09T05:48:00,2026-09-09T08:29:00,YES
RA-00341,OT-00134,PLT-02,contractor,jump_host,YES,2026-09-05T13:12:00,2026-09-05T16:02:00,YES
RA-00342,OT-00146,PLT-02,shared_support,jump_host,YES,2026-09-19T00:59:00,2026-09-19T02:37:00,UNKNOWN
RA-00343,OT-00268,PLT-03,unknown,vendor_vpn,YES,2026-09-18T05:18:00,2026-09-18T05:23:00,YES
RA-00344,OT-00848,PLT-08,unknown,jump_host,YES,2026-09-06T03:49:00,2026-09-06T04:15:00,YES
RA-00345,OT-01943,PLT-18,contractor,remote_desktop,YES,2026-09-22T12:22:00,2026-09-22T14:58:00,YES
RA-00346,OT-01671,PLT-16,shared_support,local_service_laptop,YES,2026-10-02T01:19:00,2026-10-02T02:13:00,YES
RA-00347,OT-01136,PLT-11,contractor,remote_desktop,YES,2026-09-27T06:26:00,2026-09-27T06:42:00,YES
RA-00348,OT-01380,PLT-13,unknown,vendor_vpn,YES,2026-09-20T16:39:00,2026-09-20T18:51:00,YES
RA-00349,OT-00648,PLT-07,site.engineer,local_service_laptop,YES,2026-09-13T21:53:00,2026-09-13T23:21:00,YES
RA-00350,OT-01433,PLT-14,shared_support,vendor_vpn,UNKNOWN,2026-09-17T22:04:00,2026-09-18T00:32:00,YES
RA-00351,OT-01215,PLT-12,site.engineer,remote_desktop,YES,2026-10-02T08:00:00,2026-10-02T09:17:00,UNKNOWN
RA-00352,OT-00254,PLT-03,shared_support,local_service_laptop,YES,2026-10-05T00:50:00,2026-10-05T03:43:00,YES
RA-00353,OT-01799,PLT-17,shared_support,vendor_vpn,YES,2026-09-24T13:25:00,2026-09-24T15:46:00,YES
RA-00354,OT-00239,PLT-03,site.engineer,vendor_vpn,YES,2026-10-02T16:18:00,2026-10-02T18:30:00,YES
RA-00355,OT-01819,PLT-17,site.engineer,remote_desktop,YES,2026-09-03T16:22:00,2026-09-03T16:31:00,YES
RA-00356,OT-00316,PLT-03,unknown,local_service_laptop,YES,2026-09-11T17:58:00,2026-09-11T18:30:00,YES
RA-00357,OT-00296,PLT-03,site.engineer,local_service_laptop,YES,2026-09-24T17:07:00,2026-09-24T17:42:00,UNKNOWN
RA-00358,OT-00952,PLT-09,site.engineer,vendor_vpn,YES,2026-09-23T17:58:00,2026-09-23T20:40:00,YES
RA-00359,OT-01052,PLT-10,unknown,local_service_laptop,YES,2026-09-26T16:01:00,2026-09-26T18:42:00,YES
RA-00360,OT-01603,PLT-15,site.engineer,jump_host,YES,2026-10-02T17:02:00,2026-10-02T19:32:00,YES
RA-00361,OT-01678,PLT-16,site.engineer,local_service_laptop,YES,2026-10-04T10:35:00,2026-10-04T13:21:00,YES
RA-00362,OT-01244,PLT-12,site.engineer,vendor_vpn,YES,2026-09-24T09:40:00,2026-09-24T10:32:00,YES
RA-00363,OT-01283,PLT-12,shared_support,remote_desktop,YES,2026-09-26T05:19:00,2026-09-26T08:19:00,YES
RA-00364,OT-00938,PLT-09,site.engineer,jump_host,YES,2026-09-19T09:16:00,2026-09-19T10:48:00,YES
RA-00365,OT-01031,PLT-10,vendor.engineer,jump_host,YES,2026-09-29T00:56:00,2026-09-29T03:43:00,UNKNOWN
RA-00366,OT-01795,PLT-17,shared_support,local_service_laptop,UNKNOWN,2026-09-17T12:05:00,2026-09-17T14:03:00,YES
RA-00367,OT-00014,PLT-01,unknown,vendor_vpn,YES,2026-09-02T06:19:00,2026-09-02T07:38:00,NO
RA-00368,OT-01599,PLT-15,contractor,local_service_laptop,UNKNOWN,2026-10-03T09:42:00,2026-10-03T12:42:00,YES
RA-00369,OT-01274,PLT-12,shared_support,vendor_vpn,YES,2026-09-14T20:23:00,2026-09-14T22:19:00,UNKNOWN
RA-00370,OT-00561,PLT-06,vendor.engineer,local_service_laptop,YES,2026-09-15T09:21:00,2026-09-15T09:29:00,YES
RA-00371,OT-01186,PLT-11,site.engineer,jump_host,YES,2026-09-30T06:49:00,2026-09-30T07:27:00,YES
RA-00372,OT-00774,PLT-08,contractor,local_service_laptop,YES,2026-09-16T23:52:00,2026-09-17T02:16:00,YES
RA-00373,OT-01990,PLT-18,unknown,vendor_vpn,YES,2026-09-14T10:10:00,2026-09-14T10:17:00,YES
RA-00374,OT-00252,PLT-03,site.engineer,vendor_vpn,YES,2026-10-02T17:40:00,2026-10-02T19:27:00,YES
RA-00375,OT-01792,PLT-17,shared_support,local_service_laptop,NO,2026-09-22T01:51:00,2026-09-22T02:49:00,YES
RA-00376,OT-00598,PLT-06,shared_support,local_service_laptop,YES,2026-09-14T06:09:00,2026-09-14T08:40:00,YES
RA-00377,OT-00302,PLT-03,unknown,vendor_vpn,YES,2026-09-09T21:05:00,2026-09-09T21:56:00,YES
RA-00378,OT-00187,PLT-02,contractor,remote_desktop,YES,2026-09-21T01:51:00,2026-09-21T04:37:00,YES
RA-00379,OT-00515,PLT-05,vendor.engineer,remote_desktop,YES,2026-10-03T03:52:00,2026-10-03T04:12:00,YES
RA-00380,OT-01750,PLT-16,shared_support,remote_desktop,YES,2026-10-05T12:09:00,2026-10-05T13:51:00,YES
RA-00381,OT-01943,PLT-18,shared_support,local_service_laptop,NO,2026-09-18T01:14:00,2026-09-18T02:06:00,YES
RA-00382,OT-00591,PLT-06,contractor,remote_desktop,UNKNOWN,2026-10-01T19:45:00,2026-10-01T21:47:00,YES
RA-00383,OT-01173,PLT-11,unknown,jump_host,YES,2026-09-27T23:47:00,2026-09-28T02:43:00,NO
RA-00384,OT-00136,PLT-02,contractor,remote_desktop,YES,2026-09-22T00:25:00,2026-09-22T02:40:00,UNKNOWN
RA-00385,OT-00782,PLT-08,shared_support,jump_host,YES,2026-09-22T07:27:00,2026-09-22T08:15:00,YES
RA-00386,OT-00642,PLT-07,site.engineer,jump_host,YES,2026-09-03T12:55:00,2026-09-03T13:45:00,YES
RA-00387,OT-01515,PLT-14,vendor.engineer,vendor_vpn,YES,2026-09-15T16:03:00,2026-09-15T16:12:00,YES
RA-00388,OT-01306,PLT-12,vendor.engineer,jump_host,YES,2026-09-09T15:31:00,2026-09-09T16:28:00,YES
RA-00389,OT-01612,PLT-15,contractor,local_service_laptop,YES,2026-09-19T17:23:00,2026-09-19T20:05:00,YES
RA-00390,OT-01589,PLT-15,unknown,jump_host,YES,2026-10-03T02:59:00,2026-10-03T04:35:00,UNKNOWN
RA-00391,OT-01379,PLT-13,site.engineer,jump_host,YES,2026-09-06T15:23:00,2026-09-06T17:39:00,YES
RA-00392,OT-00200,PLT-02,unknown,jump_host,NO,2026-10-03T14:25:00,2026-10-03T14:57:00,NO
RA-00393,OT-01722,PLT-16,vendor.engineer,local_service_laptop,YES,2026-09-04T11:55:00,2026-09-04T14:13:00,YES
RA-00394,OT-01557,PLT-15,contractor,remote_desktop,UNKNOWN,2026-09-28T06:51:00,2026-09-28T07:46:00,UNKNOWN
RA-00395,OT-00470,PLT-05,site.engineer,jump_host,YES,2026-09-23T02:18:00,2026-09-23T03:59:00,YES
RA-00396,OT-01800,PLT-17,site.engineer,local_service_laptop,YES,2026-09-06T10:18:00,2026-09-06T11:03:00,NO
RA-00397,OT-01476,PLT-14,vendor.engineer,local_service_laptop,YES,2026-09-25T14:31:00,2026-09-25T16:06:00,YES
RA-00398,OT-01727,PLT-16,shared_support,vendor_vpn,YES,2026-09-03T23:37:00,2026-09-04T01:00:00,YES
RA-00399,OT-00544,PLT-06,site.engineer,vendor_vpn,YES,2026-09-28T18:47:00,2026-09-28T21:03:00,UNKNOWN
RA-00400,OT-00928,PLT-09,unknown,vendor_vpn,YES,2026-09-25T15:43:00,2026-09-25T17:07:00,NO
RA-00401,OT-00928,PLT-09,vendor.engineer,remote_desktop,YES,2026-09-05T21:05:00,2026-09-05T22:17:00,YES
RA-00402,OT-01877,PLT-17,contractor,remote_desktop,UNKNOWN,2026-09-26T20:31:00,2026-09-26T23:02:00,NO
RA-00403,OT-00025,PLT-01,unknown,remote_desktop,YES,2026-09-13T00:40:00,2026-09-13T01:34:00,YES
RA-00404,OT-01972,PLT-18,site.engineer,vendor_vpn,YES,2026-09-04T19:53:00,2026-09-04T20:25:00,YES
RA-00405,OT-01014,PLT-10,shared_support,vendor_vpn,YES,2026-10-05T04:35:00,2026-10-05T07:32:00,YES
RA-00406,OT-01697,PLT-16,shared_support,jump_host,YES,2026-09-26T20:59:00,2026-09-26T22:10:00,YES
RA-00407,OT-01407,PLT-13,unknown,vendor_vpn,YES,2026-09-15T00:12:00,2026-09-15T01:50:00,YES
RA-00408,OT-00278,PLT-03,shared_support,jump_host,UNKNOWN,2026-09-05T12:03:00,2026-09-05T14:07:00,UNKNOWN
RA-00409,OT-00043,PLT-01,shared_support,jump_host,UNKNOWN,2026-10-03T18:42:00,2026-10-03T20:40:00,YES
RA-00410,OT-01199,PLT-11,vendor.engineer,vendor_vpn,YES,2026-10-03T19:36:00,2026-10-03T22:22:00,YES
RA-00411,OT-00563,PLT-06,contractor,jump_host,NO,2026-10-04T19:40:00,2026-10-04T20:08:00,YES
RA-00412,OT-01619,PLT-15,site.engineer,jump_host,YES,2026-09-25T01:07:00,2026-09-25T03:57:00,YES
RA-00413,OT-00013,PLT-01,shared_support,jump_host,UNKNOWN,2026-10-02T06:53:00,2026-10-02T08:32:00,YES
RA-00414,OT-01207,PLT-12,unknown,jump_host,YES,2026-10-01T19:34:00,2026-10-01T22:29:00,YES
RA-00415,OT-01071,PLT-10,unknown,vendor_vpn,YES,2026-09-30T15:36:00,2026-09-30T18:18:00,YES
RA-00416,OT-01050,PLT-10,contractor,vendor_vpn,YES,2026-09-03T10:45:00,2026-09-03T11:58:00,UNKNOWN
RA-00417,OT-01605,PLT-15,contractor,local_service_laptop,YES,2026-10-05T18:42:00,2026-10-05T20:44:00,YES
RA-00418,OT-01255,PLT-12,unknown,remote_desktop,YES,2026-10-05T15:35:00,2026-10-05T17:19:00,YES
RA-00419,OT-01155,PLT-11,unknown,remote_desktop,YES,2026-09-15T02:37:00,2026-09-15T05:01:00,YES
RA-00420,OT-01779,PLT-16,shared_support,remote_desktop,YES,2026-10-03T18:44:00,2026-10-03T21:37:00,YES
RA-00421,OT-01594,PLT-15,contractor,local_service_laptop,YES,2026-09-28T21:03:00,2026-09-28T22:09:00,YES
RA-00422,OT-00226,PLT-03,site.engineer,remote_desktop,YES,2026-09-19T13:41:00,2026-09-19T14:49:00,NO
RA-00423,OT-01557,PLT-15,contractor,jump_host,YES,2026-09-04T16:51:00,2026-09-04T19:08:00,YES
RA-00424,OT-01281,PLT-12,vendor.engineer,vendor_vpn,YES,2026-09-02T22:24:00,2026-09-02T23:34:00,YES
RA-00425,OT-00337,PLT-04,contractor,local_service_laptop,YES,2026-10-04T20:56:00,2026-10-04T22:10:00,YES
RA-00426,OT-00426,PLT-04,unknown,remote_desktop,UNKNOWN,2026-09-05T13:48:00,2026-09-05T15:03:00,YES
RA-00427,OT-01625,PLT-15,site.engineer,vendor_vpn,YES,2026-09-08T11:11:00,2026-09-08T12:17:00,YES
RA-00428,OT-00888,PLT-09,contractor,jump_host,YES,2026-09-18T10:09:00,2026-09-18T11:17:00,YES
RA-00429,OT-01198,PLT-11,contractor,vendor_vpn,YES,2026-09-03T13:27:00,2026-09-03T15:54:00,YES
RA-00430,OT-00070,PLT-01,shared_support,local_service_laptop,YES,2026-10-05T18:11:00,2026-10-05T20:05:00,UNKNOWN
RA-00431,OT-01155,PLT-11,shared_support,jump_host,YES,2026-09-02T00:57:00,2026-09-02T03:42:00,NO
RA-00432,OT-00085,PLT-01,vendor.engineer,remote_desktop,YES,2026-09-24T20:03:00,2026-09-24T21:20:00,YES
RA-00433,OT-01135,PLT-11,site.engineer,jump_host,YES,2026-09-25T12:30:00,2026-09-25T14:36:00,YES
RA-00434,OT-00297,PLT-03,unknown,vendor_vpn,YES,2026-09-09T18:54:00,2026-09-09T20:35:00,NO
RA-00435,OT-01167,PLT-11,unknown,local_service_laptop,NO,2026-10-02T01:05:00,2026-10-02T02:26:00,YES
RA-00436,OT-01430,PLT-14,site.engineer,remote_desktop,YES,2026-09-14T18:34:00,2026-09-14T21:13:00,YES
RA-00437,OT-01821,PLT-17,vendor.engineer,jump_host,YES,2026-09-08T13:05:00,2026-09-08T13:58:00,YES
RA-00438,OT-00976,PLT-09,vendor.engineer,local_service_laptop,YES,2026-10-01T18:06:00,2026-10-01T18:54:00,YES
RA-00439,OT-00645,PLT-07,shared_support,jump_host,YES,2026-09-10T22:22:00,2026-09-11T00:57:00,YES
RA-00440,OT-01502,PLT-14,contractor,remote_desktop,YES,2026-09-19T18:28:00,2026-09-19T19:45:00,UNKNOWN
