asset_id,source,alias
OT-00505,CMDB,CMDB-100505
OT-00505,PASSIVE,PLT-05-HISTORIAN-580
OT-00505,CMMS,ASSET-200505
OT-00506,CMDB,CMDB-100506
OT-00506,PASSIVE,PLT-05-DCS_CONTROLLER-486
OT-00506,CMMS,ASSET-200506
OT-00507,CMDB,CMDB-100507
OT-00507,PASSIVE,PLT-05-ENG_WORKSTATION-093
OT-00507,CMMS,ASSET-200507
OT-00508,CMDB,CMDB-100508
OT-00508,PASSIVE,PLT-05-SAFETY_PLC-748
OT-00508,CMMS,ASSET-200508
OT-00509,CMDB,CMDB-100509
OT-00509,PASSIVE,PLT-05-NETWORK_SWITCH-220
OT-00509,CMMS,ASSET-200509
OT-00510,CMDB,CMDB-100510
OT-00510,PASSIVE,PLT-05-SENSOR-182
OT-00510,CMMS,ASSET-200510
OT-00511,CMDB,CMDB-100511
OT-00511,PASSIVE,PLT-05-IED-632
OT-00511,CMMS,ASSET-200511
OT-00512,CMDB,CMDB-100512
OT-00512,PASSIVE,PLT-05-NETWORK_SWITCH-113
OT-00512,CMMS,ASSET-200512
OT-00513,CMDB,CMDB-100513
OT-00513,PASSIVE,PLT-05-HMI-970
OT-00513,CMMS,ASSET-200513
OT-00514,CMDB,CMDB-100514
OT-00514,PASSIVE,PLT-05-NETWORK_SWITCH-324
OT-00514,CMMS,ASSET-200514
OT-00515,CMDB,CMDB-100515
OT-00515,PASSIVE,PLT-05-OPC_SERVER-150
OT-00515,CMMS,ASSET-200515
OT-00516,CMDB,CMDB-100516
OT-00516,PASSIVE,PLT-05-DCS_CONTROLLER-394
OT-00516,CMMS,ASSET-200516
OT-00517,CMDB,CMDB-100517
OT-00517,PASSIVE,PLT-05-SENSOR-872
OT-00517,CMMS,ASSET-200517
OT-00518,CMDB,CMDB-100518
OT-00518,PASSIVE,PLT-05-HMI-439
OT-00518,CMMS,ASSET-200518
OT-00519,CMDB,CMDB-100519
OT-00519,PASSIVE,PLT-05-HMI-622
OT-00519,CMMS,ASSET-200519
OT-00520,CMDB,CMDB-100520
OT-00520,PASSIVE,PLT-05-RTU-156
OT-00520,CMMS,ASSET-200520
OT-00521,CMDB,CMDB-100521
OT-00521,PASSIVE,PLT-05-IED-084
OT-00521,CMMS,ASSET-200521
OT-00522,CMDB,CMDB-100522
OT-00522,PASSIVE,PLT-05-NETWORK_SWITCH-433
OT-00522,CMMS,ASSET-200522
OT-00523,CMDB,CMDB-100523
OT-00523,PASSIVE,PLT-05-VFD-270
OT-00523,CMMS,ASSET-200523
OT-00524,CMDB,CMDB-100524
OT-00524,PASSIVE,PLT-05-HISTORIAN-455
OT-00524,CMMS,ASSET-200524
OT-00525,CMDB,CMDB-100525
OT-00525,PASSIVE,PLT-05-IED-120
OT-00525,CMMS,ASSET-200525
OT-00526,CMDB,CMDB-100526
OT-00526,PASSIVE,PLT-05-IED-107
OT-00526,CMMS,ASSET-200526
OT-00527,CMDB,CMDB-100527
OT-00527,PASSIVE,PLT-05-HMI-108
OT-00527,CMMS,ASSET-200527
OT-00528,CMDB,CMDB-100528
OT-00528,PASSIVE,PLT-05-SENSOR-128
OT-00528,CMMS,ASSET-200528
OT-00529,CMDB,CMDB-100529
OT-00529,PASSIVE,PLT-05-VFD-095
OT-00529,CMMS,ASSET-200529
OT-00530,CMDB,CMDB-100530
OT-00530,PASSIVE,PLT-05-RTU-965
OT-00530,CMMS,ASSET-200530
OT-00531,CMDB,CMDB-100531
OT-00531,PASSIVE,PLT-05-HISTORIAN-741
OT-00531,CMMS,ASSET-200531
OT-00532,CMDB,CMDB-100532
OT-00532,PASSIVE,PLT-05-IED-639
OT-00532,CMMS,ASSET-200532
OT-00533,CMDB,CMDB-100533
OT-00533,PASSIVE,PLT-06-SAFETY_PLC-756
OT-00533,CMMS,ASSET-200533
OT-00534,CMDB,CMDB-100534
OT-00534,PASSIVE,PLT-06-IED-587
OT-00534,CMMS,ASSET-200534
OT-00535,CMDB,CMDB-100535
OT-00535,PASSIVE,PLT-06-VFD-453
OT-00535,CMMS,ASSET-200535
OT-00536,CMDB,CMDB-100536
OT-00536,PASSIVE,PLT-06-ENG_WORKSTATION-929
OT-00536,CMMS,ASSET-200536
OT-00537,CMDB,CMDB-100537
OT-00537,PASSIVE,PLT-06-ENG_WORKSTATION-955
OT-00537,CMMS,ASSET-200537
OT-00538,CMDB,CMDB-100538
OT-00538,PASSIVE,PLT-06-ENG_WORKSTATION-021
OT-00538,CMMS,ASSET-200538
OT-00539,CMDB,CMDB-100539
OT-00539,PASSIVE,PLT-06-GATEWAY-284
OT-00539,CMMS,ASSET-200539
OT-00540,CMDB,CMDB-100540
OT-00540,PASSIVE,PLT-06-NETWORK_SWITCH-206
OT-00540,CMMS,ASSET-200540
OT-00541,CMDB,CMDB-100541
OT-00541,PASSIVE,PLT-06-PLC-463
OT-00541,CMMS,ASSET-200541
OT-00542,CMDB,CMDB-100542
OT-00542,PASSIVE,PLT-06-PLC-951
OT-00542,CMMS,ASSET-200542
OT-00543,CMDB,CMDB-100543
OT-00543,PASSIVE,PLT-06-ENG_WORKSTATION-752
OT-00543,CMMS,ASSET-200543
OT-00544,CMDB,CMDB-100544
OT-00544,PASSIVE,PLT-06-HISTORIAN-069
OT-00544,CMMS,ASSET-200544
OT-00545,CMDB,CMDB-100545
OT-00545,PASSIVE,PLT-06-IED-165
OT-00545,CMMS,ASSET-200545
OT-00546,CMDB,CMDB-100546
OT-00546,PASSIVE,PLT-06-SAFETY_PLC-993
OT-00546,CMMS,ASSET-200546
OT-00547,CMDB,CMDB-100547
OT-00547,PASSIVE,PLT-06-SAFETY_PLC-863
OT-00547,CMMS,ASSET-200547
OT-00548,CMDB,CMDB-100548
OT-00548,PASSIVE,PLT-06-IED-613
OT-00548,CMMS,ASSET-200548
OT-00549,CMDB,CMDB-100549
OT-00549,PASSIVE,PLT-06-GATEWAY-210
OT-00549,CMMS,ASSET-200549
OT-00550,CMDB,CMDB-100550
OT-00550,PASSIVE,PLT-06-GATEWAY-260
OT-00550,CMMS,ASSET-200550
OT-00551,CMDB,CMDB-100551
OT-00551,PASSIVE,PLT-06-SENSOR-015
OT-00551,CMMS,ASSET-200551
OT-00552,CMDB,CMDB-100552
OT-00552,PASSIVE,PLT-06-NETWORK_SWITCH-804
OT-00552,CMMS,ASSET-200552
OT-00553,CMDB,CMDB-100553
OT-00553,PASSIVE,PLT-06-ENG_WORKSTATION-211
OT-00553,CMMS,ASSET-200553
OT-00554,CMDB,CMDB-100554
OT-00554,PASSIVE,PLT-06-DCS_CONTROLLER-504
OT-00554,CMMS,ASSET-200554
OT-00555,CMDB,CMDB-100555
OT-00555,PASSIVE,PLT-06-HISTORIAN-800
OT-00555,CMMS,ASSET-200555
OT-00556,CMDB,CMDB-100556
OT-00556,PASSIVE,PLT-06-GATEWAY-085
OT-00556,CMMS,ASSET-200556
OT-00557,CMDB,CMDB-100557
OT-00557,PASSIVE,PLT-06-GATEWAY-622
OT-00557,CMMS,ASSET-200557
OT-00558,CMDB,CMDB-100558
OT-00558,PASSIVE,PLT-06-OPC_SERVER-218
OT-00558,CMMS,ASSET-200558
OT-00559,CMDB,CMDB-100559
OT-00559,PASSIVE,PLT-06-ENG_WORKSTATION-686
OT-00559,CMMS,ASSET-200559
OT-00560,CMDB,CMDB-100560
OT-00560,PASSIVE,PLT-06-OPC_SERVER-407
OT-00560,CMMS,ASSET-200560
OT-00561,CMDB,CMDB-100561
OT-00561,PASSIVE,PLT-06-GATEWAY-609
OT-00561,CMMS,ASSET-200561
OT-00562,CMDB,CMDB-100562
OT-00562,PASSIVE,PLT-06-IED-741
OT-00562,CMMS,ASSET-200562
OT-00563,CMDB,CMDB-100563
OT-00563,PASSIVE,PLT-06-HISTORIAN-959
OT-00563,CMMS,ASSET-200563
OT-00564,CMDB,CMDB-100564
OT-00564,PASSIVE,PLT-06-SENSOR-319
OT-00564,CMMS,ASSET-200564
OT-00565,CMDB,CMDB-100565
OT-00565,PASSIVE,PLT-06-IED-199
OT-00565,CMMS,ASSET-200565
OT-00566,CMDB,CMDB-100566
OT-00566,PASSIVE,PLT-06-SENSOR-890
OT-00566,CMMS,ASSET-200566
OT-00567,CMDB,CMDB-100567
OT-00567,PASSIVE,PLT-06-NETWORK_SWITCH-323
OT-00567,CMMS,ASSET-200567
OT-00568,CMDB,CMDB-100568
OT-00568,PASSIVE,PLT-06-RTU-711
OT-00568,CMMS,ASSET-200568
OT-00569,CMDB,CMDB-100569
OT-00569,PASSIVE,PLT-06-DCS_CONTROLLER-619
OT-00569,CMMS,ASSET-200569
OT-00570,CMDB,CMDB-100570
OT-00570,PASSIVE,PLT-06-OPC_SERVER-641
OT-00570,CMMS,ASSET-200570
OT-00571,CMDB,CMDB-100571
OT-00571,PASSIVE,PLT-06-SENSOR-997
OT-00571,CMMS,ASSET-200571
OT-00572,CMDB,CMDB-100572
OT-00572,PASSIVE,PLT-06-RTU-302
OT-00572,CMMS,ASSET-200572
OT-00573,CMDB,CMDB-100573
OT-00573,PASSIVE,PLT-06-DCS_CONTROLLER-579
OT-00573,CMMS,ASSET-200573
OT-00574,CMDB,CMDB-100574
OT-00574,PASSIVE,PLT-06-ENG_WORKSTATION-881
OT-00574,CMMS,ASSET-200574
OT-00575,CMDB,CMDB-100575
OT-00575,PASSIVE,PLT-06-PLC-953
OT-00575,CMMS,ASSET-200575
OT-00576,CMDB,CMDB-100576
OT-00576,PASSIVE,PLT-06-OPC_SERVER-198
OT-00576,CMMS,ASSET-200576
OT-00577,CMDB,CMDB-100577
OT-00577,PASSIVE,PLT-06-DCS_CONTROLLER-563
OT-00577,CMMS,ASSET-200577
OT-00578,CMDB,CMDB-100578
OT-00578,PASSIVE,PLT-06-VFD-523
OT-00578,CMMS,ASSET-200578
OT-00579,CMDB,CMDB-100579
OT-00579,PASSIVE,PLT-06-RTU-060
OT-00579,CMMS,ASSET-200579
OT-00580,CMDB,CMDB-100580
OT-00580,PASSIVE,PLT-06-VFD-512
OT-00580,CMMS,ASSET-200580
OT-00581,CMDB,CMDB-100581
OT-00581,PASSIVE,PLT-06-SAFETY_PLC-436
OT-00581,CMMS,ASSET-200581
OT-00582,CMDB,CMDB-100582
OT-00582,PASSIVE,PLT-06-HMI-615
OT-00582,CMMS,ASSET-200582
OT-00583,CMDB,CMDB-100583
OT-00583,PASSIVE,PLT-06-RTU-682
OT-00583,CMMS,ASSET-200583
OT-00584,CMDB,CMDB-100584
OT-00584,PASSIVE,PLT-06-DCS_CONTROLLER-130
OT-00584,CMMS,ASSET-200584
OT-00585,CMDB,CMDB-100585
OT-00585,PASSIVE,PLT-06-ENG_WORKSTATION-634
OT-00585,CMMS,ASSET-200585
OT-00586,CMDB,CMDB-100586
OT-00586,PASSIVE,PLT-06-VFD-088
OT-00586,CMMS,ASSET-200586
OT-00587,CMDB,CMDB-100587
OT-00587,PASSIVE,PLT-06-IED-090
OT-00587,CMMS,ASSET-200587
OT-00588,CMDB,CMDB-100588
OT-00588,PASSIVE,PLT-06-HMI-608
OT-00588,CMMS,ASSET-200588
OT-00589,CMDB,CMDB-100589
OT-00589,PASSIVE,PLT-06-SENSOR-208
OT-00589,CMMS,ASSET-200589
OT-00590,CMDB,CMDB-100590
OT-00590,PASSIVE,PLT-06-SENSOR-027
OT-00590,CMMS,ASSET-200590
OT-00591,CMDB,CMDB-100591
OT-00591,PASSIVE,PLT-06-SAFETY_PLC-840
OT-00591,CMMS,ASSET-200591
OT-00592,CMDB,CMDB-100592
OT-00592,PASSIVE,PLT-06-OPC_SERVER-541
OT-00592,CMMS,ASSET-200592
OT-00593,CMDB,CMDB-100593
OT-00593,PASSIVE,PLT-06-HISTORIAN-898
OT-00593,CMMS,ASSET-200593
OT-00594,CMDB,CMDB-100594
OT-00594,PASSIVE,PLT-06-HMI-096
OT-00594,CMMS,ASSET-200594
OT-00595,CMDB,CMDB-100595
OT-00595,PASSIVE,PLT-06-GATEWAY-309
OT-00595,CMMS,ASSET-200595
OT-00596,CMDB,CMDB-100596
OT-00596,PASSIVE,PLT-06-NETWORK_SWITCH-700
OT-00596,CMMS,ASSET-200596
OT-00597,CMDB,CMDB-100597
OT-00597,PASSIVE,PLT-06-ENG_WORKSTATION-754
OT-00597,CMMS,ASSET-200597
OT-00598,CMDB,CMDB-100598
OT-00598,PASSIVE,PLT-06-IED-318
OT-00598,CMMS,ASSET-200598
OT-00599,CMDB,CMDB-100599
OT-00599,PASSIVE,PLT-06-GATEWAY-761
OT-00599,CMMS,ASSET-200599
OT-00600,CMDB,CMDB-100600
OT-00600,PASSIVE,PLT-06-VFD-664
OT-00600,CMMS,ASSET-200600
OT-00601,CMDB,CMDB-100601
OT-00601,PASSIVE,PLT-06-PLC-175
OT-00601,CMMS,ASSET-200601
OT-00602,CMDB,CMDB-100602
OT-00602,PASSIVE,PLT-06-GATEWAY-822
OT-00602,CMMS,ASSET-200602
OT-00603,CMDB,CMDB-100603
OT-00603,PASSIVE,PLT-06-HMI-292
OT-00603,CMMS,ASSET-200603
OT-00604,CMDB,CMDB-100604
OT-00604,PASSIVE,PLT-06-SAFETY_PLC-715
OT-00604,CMMS,ASSET-200604
OT-00605,CMDB,CMDB-100605
OT-00605,PASSIVE,PLT-06-OPC_SERVER-017
OT-00605,CMMS,ASSET-200605
OT-00606,CMDB,CMDB-100606
OT-00606,PASSIVE,PLT-06-PLC-942
OT-00606,CMMS,ASSET-200606
OT-00607,CMDB,CMDB-100607
OT-00607,PASSIVE,PLT-06-RTU-733
OT-00607,CMMS,ASSET-200607
OT-00608,CMDB,CMDB-100608
OT-00608,PASSIVE,PLT-06-IED-694
OT-00608,CMMS,ASSET-200608
OT-00609,CMDB,CMDB-100609
OT-00609,PASSIVE,PLT-06-SAFETY_PLC-814
OT-00609,CMMS,ASSET-200609
OT-00610,CMDB,CMDB-100610
OT-00610,PASSIVE,PLT-06-HMI-445
OT-00610,CMMS,ASSET-200610
OT-00611,CMDB,CMDB-100611
OT-00611,PASSIVE,PLT-06-VFD-820
OT-00611,CMMS,ASSET-200611
OT-00612,CMDB,CMDB-100612
OT-00612,PASSIVE,PLT-06-PLC-096
OT-00612,CMMS,ASSET-200612
OT-00613,CMDB,CMDB-100613
OT-00613,PASSIVE,PLT-06-NETWORK_SWITCH-599
OT-00613,CMMS,ASSET-200613
OT-00614,CMDB,CMDB-100614
OT-00614,PASSIVE,PLT-06-SAFETY_PLC-088
OT-00614,CMMS,ASSET-200614
OT-00615,CMDB,CMDB-100615
OT-00615,PASSIVE,PLT-06-PLC-488
OT-00615,CMMS,ASSET-200615
OT-00616,CMDB,CMDB-100616
OT-00616,PASSIVE,PLT-06-GATEWAY-489
OT-00616,CMMS,ASSET-200616
OT-00617,CMDB,CMDB-100617
OT-00617,PASSIVE,PLT-06-VFD-038
OT-00617,CMMS,ASSET-200617
OT-00618,CMDB,CMDB-100618
OT-00618,PASSIVE,PLT-06-OPC_SERVER-984
OT-00618,CMMS,ASSET-200618
OT-00619,CMDB,CMDB-100619
OT-00619,PASSIVE,PLT-06-ENG_WORKSTATION-114
OT-00619,CMMS,ASSET-200619
OT-00620,CMDB,CMDB-100620
OT-00620,PASSIVE,PLT-06-HMI-822
OT-00620,CMMS,ASSET-200620
OT-00621,CMDB,CMDB-100621
OT-00621,PASSIVE,PLT-06-NETWORK_SWITCH-937
OT-00621,CMMS,ASSET-200621
OT-00622,CMDB,CMDB-100622
OT-00622,PASSIVE,PLT-06-SAFETY_PLC-853
OT-00622,CMMS,ASSET-200622
OT-00623,CMDB,CMDB-100623
OT-00623,PASSIVE,PLT-06-OPC_SERVER-731
OT-00623,CMMS,ASSET-200623
OT-00624,CMDB,CMDB-100624
OT-00624,PASSIVE,PLT-06-NETWORK_SWITCH-729
OT-00624,CMMS,ASSET-200624
OT-00625,CMDB,CMDB-100625
OT-00625,PASSIVE,PLT-06-DCS_CONTROLLER-694
OT-00625,CMMS,ASSET-200625
OT-00626,CMDB,CMDB-100626
OT-00626,PASSIVE,PLT-06-SENSOR-656
OT-00626,CMMS,ASSET-200626
OT-00627,CMDB,CMDB-100627
OT-00627,PASSIVE,PLT-06-GATEWAY-842
OT-00627,CMMS,ASSET-200627
OT-00628,CMDB,CMDB-100628
OT-00628,PASSIVE,PLT-06-VFD-777
OT-00628,CMMS,ASSET-200628
OT-00629,CMDB,CMDB-100629
OT-00629,PASSIVE,PLT-06-HMI-540
OT-00629,CMMS,ASSET-200629
OT-00630,CMDB,CMDB-100630
OT-00630,PASSIVE,PLT-06-VFD-752
OT-00630,CMMS,ASSET-200630
OT-00631,CMDB,CMDB-100631
OT-00631,PASSIVE,PLT-06-PLC-735
OT-00631,CMMS,ASSET-200631
OT-00632,CMDB,CMDB-100632
OT-00632,PASSIVE,PLT-06-HISTORIAN-513
OT-00632,CMMS,ASSET-200632
OT-00633,CMDB,CMDB-100633
OT-00633,PASSIVE,PLT-06-NETWORK_SWITCH-444
OT-00633,CMMS,ASSET-200633
OT-00634,CMDB,CMDB-100634
OT-00634,PASSIVE,PLT-06-NETWORK_SWITCH-126
OT-00634,CMMS,ASSET-200634
OT-00635,CMDB,CMDB-100635
OT-00635,PASSIVE,PLT-06-NETWORK_SWITCH-327
OT-00635,CMMS,ASSET-200635
OT-00636,CMDB,CMDB-100636
OT-00636,PASSIVE,PLT-07-GATEWAY-257
OT-00636,CMMS,ASSET-200636
OT-00637,CMDB,CMDB-100637
OT-00637,PASSIVE,PLT-07-HMI-625
OT-00637,CMMS,ASSET-200637
OT-00638,CMDB,CMDB-100638
OT-00638,PASSIVE,PLT-07-HISTORIAN-859
OT-00638,CMMS,ASSET-200638
OT-00639,CMDB,CMDB-100639
OT-00639,PASSIVE,PLT-07-HMI-165
OT-00639,CMMS,ASSET-200639
OT-00640,CMDB,CMDB-100640
OT-00640,PASSIVE,PLT-07-ENG_WORKSTATION-802
OT-00640,CMMS,ASSET-200640
OT-00641,CMDB,CMDB-100641
OT-00641,PASSIVE,PLT-07-HISTORIAN-172
OT-00641,CMMS,ASSET-200641
OT-00642,CMDB,CMDB-100642
OT-00642,PASSIVE,PLT-07-NETWORK_SWITCH-124
OT-00642,CMMS,ASSET-200642
OT-00643,CMDB,CMDB-100643
OT-00643,PASSIVE,PLT-07-NETWORK_SWITCH-209
OT-00643,CMMS,ASSET-200643
OT-00644,CMDB,CMDB-100644
OT-00644,PASSIVE,PLT-07-VFD-863
OT-00644,CMMS,ASSET-200644
OT-00645,CMDB,CMDB-100645
OT-00645,PASSIVE,PLT-07-DCS_CONTROLLER-023
OT-00645,CMMS,ASSET-200645
OT-00646,CMDB,CMDB-100646
OT-00646,PASSIVE,PLT-07-IED-297
OT-00646,CMMS,ASSET-200646
OT-00647,CMDB,CMDB-100647
OT-00647,PASSIVE,PLT-07-ENG_WORKSTATION-455
OT-00647,CMMS,ASSET-200647
OT-00648,CMDB,CMDB-100648
OT-00648,PASSIVE,PLT-07-HMI-758
OT-00648,CMMS,ASSET-200648
OT-00649,CMDB,CMDB-100649
OT-00649,PASSIVE,PLT-07-GATEWAY-170
OT-00649,CMMS,ASSET-200649
OT-00650,CMDB,CMDB-100650
OT-00650,PASSIVE,PLT-07-DCS_CONTROLLER-021
OT-00650,CMMS,ASSET-200650
OT-00651,CMDB,CMDB-100651
OT-00651,PASSIVE,PLT-07-PLC-103
OT-00651,CMMS,ASSET-200651
OT-00652,CMDB,CMDB-100652
OT-00652,PASSIVE,PLT-07-SAFETY_PLC-463
OT-00652,CMMS,ASSET-200652
OT-00653,CMDB,CMDB-100653
OT-00653,PASSIVE,PLT-07-NETWORK_SWITCH-735
OT-00653,CMMS,ASSET-200653
OT-00654,CMDB,CMDB-100654
OT-00654,PASSIVE,PLT-07-NETWORK_SWITCH-110
OT-00654,CMMS,ASSET-200654
OT-00655,CMDB,CMDB-100655
OT-00655,PASSIVE,PLT-07-IED-697
OT-00655,CMMS,ASSET-200655
OT-00656,CMDB,CMDB-100656
OT-00656,PASSIVE,PLT-07-PLC-311
OT-00656,CMMS,ASSET-200656
OT-00657,CMDB,CMDB-100657
OT-00657,PASSIVE,PLT-07-SAFETY_PLC-366
OT-00657,CMMS,ASSET-200657
OT-00658,CMDB,CMDB-100658
OT-00658,PASSIVE,PLT-07-ENG_WORKSTATION-771
OT-00658,CMMS,ASSET-200658
OT-00659,CMDB,CMDB-100659
OT-00659,PASSIVE,PLT-07-HISTORIAN-027
OT-00659,CMMS,ASSET-200659
OT-00660,CMDB,CMDB-100660
OT-00660,PASSIVE,PLT-07-GATEWAY-425
OT-00660,CMMS,ASSET-200660
OT-00661,CMDB,CMDB-100661
OT-00661,PASSIVE,PLT-07-NETWORK_SWITCH-595
OT-00661,CMMS,ASSET-200661
OT-00662,CMDB,CMDB-100662
OT-00662,PASSIVE,PLT-07-GATEWAY-305
OT-00662,CMMS,ASSET-200662
OT-00663,CMDB,CMDB-100663
OT-00663,PASSIVE,PLT-07-HMI-889
OT-00663,CMMS,ASSET-200663
OT-00664,CMDB,CMDB-100664
OT-00664,PASSIVE,PLT-07-RTU-944
OT-00664,CMMS,ASSET-200664
OT-00665,CMDB,CMDB-100665
OT-00665,PASSIVE,PLT-07-ENG_WORKSTATION-862
OT-00665,CMMS,ASSET-200665
OT-00666,CMDB,CMDB-100666
OT-00666,PASSIVE,PLT-07-ENG_WORKSTATION-558
OT-00666,CMMS,ASSET-200666
OT-00667,CMDB,CMDB-100667
OT-00667,PASSIVE,PLT-07-NETWORK_SWITCH-525
OT-00667,CMMS,ASSET-200667
OT-00668,CMDB,CMDB-100668
OT-00668,PASSIVE,PLT-07-GATEWAY-988
OT-00668,CMMS,ASSET-200668
OT-00669,CMDB,CMDB-100669
OT-00669,PASSIVE,PLT-07-PLC-160
OT-00669,CMMS,ASSET-200669
OT-00670,CMDB,CMDB-100670
OT-00670,PASSIVE,PLT-07-IED-957
OT-00670,CMMS,ASSET-200670
OT-00671,CMDB,CMDB-100671
OT-00671,PASSIVE,PLT-07-HMI-745
OT-00671,CMMS,ASSET-200671
OT-00672,CMDB,CMDB-100672
OT-00672,PASSIVE,PLT-07-ENG_WORKSTATION-592
OT-00672,CMMS,ASSET-200672
OT-00673,CMDB,CMDB-100673
OT-00673,PASSIVE,PLT-07-RTU-701
OT-00673,CMMS,ASSET-200673
OT-00674,CMDB,CMDB-100674
OT-00674,PASSIVE,PLT-07-HMI-085
OT-00674,CMMS,ASSET-200674
OT-00675,CMDB,CMDB-100675
OT-00675,PASSIVE,PLT-07-VFD-149
OT-00675,CMMS,ASSET-200675
OT-00676,CMDB,CMDB-100676
OT-00676,PASSIVE,PLT-07-PLC-495
OT-00676,CMMS,ASSET-200676
OT-00677,CMDB,CMDB-100677
OT-00677,PASSIVE,PLT-07-PLC-107
OT-00677,CMMS,ASSET-200677
OT-00678,CMDB,CMDB-100678
OT-00678,PASSIVE,PLT-07-RTU-246
OT-00678,CMMS,ASSET-200678
OT-00679,CMDB,CMDB-100679
OT-00679,PASSIVE,PLT-07-HMI-493
OT-00679,CMMS,ASSET-200679
OT-00680,CMDB,CMDB-100680
OT-00680,PASSIVE,PLT-07-NETWORK_SWITCH-356
OT-00680,CMMS,ASSET-200680
OT-00681,CMDB,CMDB-100681
OT-00681,PASSIVE,PLT-07-IED-720
OT-00681,CMMS,ASSET-200681
OT-00682,CMDB,CMDB-100682
OT-00682,PASSIVE,PLT-07-ENG_WORKSTATION-658
OT-00682,CMMS,ASSET-200682
OT-00683,CMDB,CMDB-100683
OT-00683,PASSIVE,PLT-07-DCS_CONTROLLER-901
OT-00683,CMMS,ASSET-200683
OT-00684,CMDB,CMDB-100684
OT-00684,PASSIVE,PLT-07-DCS_CONTROLLER-059
OT-00684,CMMS,ASSET-200684
OT-00685,CMDB,CMDB-100685
OT-00685,PASSIVE,PLT-07-HISTORIAN-564
OT-00685,CMMS,ASSET-200685
OT-00686,CMDB,CMDB-100686
OT-00686,PASSIVE,PLT-07-IED-419
OT-00686,CMMS,ASSET-200686
OT-00687,CMDB,CMDB-100687
OT-00687,PASSIVE,PLT-07-DCS_CONTROLLER-020
OT-00687,CMMS,ASSET-200687
OT-00688,CMDB,CMDB-100688
OT-00688,PASSIVE,PLT-07-HISTORIAN-035
OT-00688,CMMS,ASSET-200688
OT-00689,CMDB,CMDB-100689
OT-00689,PASSIVE,PLT-07-NETWORK_SWITCH-448
OT-00689,CMMS,ASSET-200689
OT-00690,CMDB,CMDB-100690
OT-00690,PASSIVE,PLT-07-GATEWAY-411
OT-00690,CMMS,ASSET-200690
OT-00691,CMDB,CMDB-100691
OT-00691,PASSIVE,PLT-07-GATEWAY-364
OT-00691,CMMS,ASSET-200691
OT-00692,CMDB,CMDB-100692
OT-00692,PASSIVE,PLT-07-NETWORK_SWITCH-837
OT-00692,CMMS,ASSET-200692
OT-00693,CMDB,CMDB-100693
OT-00693,PASSIVE,PLT-07-IED-294
OT-00693,CMMS,ASSET-200693
OT-00694,CMDB,CMDB-100694
OT-00694,PASSIVE,PLT-07-VFD-695
OT-00694,CMMS,ASSET-200694
OT-00695,CMDB,CMDB-100695
OT-00695,PASSIVE,PLT-07-PLC-291
OT-00695,CMMS,ASSET-200695
OT-00696,CMDB,CMDB-100696
OT-00696,PASSIVE,PLT-07-HISTORIAN-395
OT-00696,CMMS,ASSET-200696
OT-00697,CMDB,CMDB-100697
OT-00697,PASSIVE,PLT-07-SENSOR-324
OT-00697,CMMS,ASSET-200697
OT-00698,CMDB,CMDB-100698
OT-00698,PASSIVE,PLT-07-ENG_WORKSTATION-498
OT-00698,CMMS,ASSET-200698
OT-00699,CMDB,CMDB-100699
OT-00699,PASSIVE,PLT-07-HISTORIAN-289
OT-00699,CMMS,ASSET-200699
OT-00700,CMDB,CMDB-100700
OT-00700,PASSIVE,PLT-07-ENG_WORKSTATION-755
OT-00700,CMMS,ASSET-200700
OT-00701,CMDB,CMDB-100701
OT-00701,PASSIVE,PLT-07-SENSOR-231
OT-00701,CMMS,ASSET-200701
OT-00702,CMDB,CMDB-100702
OT-00702,PASSIVE,PLT-07-PLC-978
OT-00702,CMMS,ASSET-200702
OT-00703,CMDB,CMDB-100703
OT-00703,PASSIVE,PLT-07-NETWORK_SWITCH-115
OT-00703,CMMS,ASSET-200703
OT-00704,CMDB,CMDB-100704
OT-00704,PASSIVE,PLT-07-NETWORK_SWITCH-450
OT-00704,CMMS,ASSET-200704
OT-00705,CMDB,CMDB-100705
OT-00705,PASSIVE,PLT-07-SAFETY_PLC-714
OT-00705,CMMS,ASSET-200705
OT-00706,CMDB,CMDB-100706
OT-00706,PASSIVE,PLT-07-NETWORK_SWITCH-304
OT-00706,CMMS,ASSET-200706
OT-00707,CMDB,CMDB-100707
OT-00707,PASSIVE,PLT-07-PLC-852
OT-00707,CMMS,ASSET-200707
OT-00708,CMDB,CMDB-100708
OT-00708,PASSIVE,PLT-07-RTU-052
OT-00708,CMMS,ASSET-200708
OT-00709,CMDB,CMDB-100709
OT-00709,PASSIVE,PLT-07-HMI-147
OT-00709,CMMS,ASSET-200709
OT-00710,CMDB,CMDB-100710
OT-00710,PASSIVE,PLT-07-VFD-018
OT-00710,CMMS,ASSET-200710
OT-00711,CMDB,CMDB-100711
OT-00711,PASSIVE,PLT-07-VFD-246
OT-00711,CMMS,ASSET-200711
OT-00712,CMDB,CMDB-100712
OT-00712,PASSIVE,PLT-07-NETWORK_SWITCH-711
OT-00712,CMMS,ASSET-200712
OT-00713,CMDB,CMDB-100713
OT-00713,PASSIVE,PLT-07-GATEWAY-363
OT-00713,CMMS,ASSET-200713
OT-00714,CMDB,CMDB-100714
OT-00714,PASSIVE,PLT-07-SAFETY_PLC-010
OT-00714,CMMS,ASSET-200714
OT-00715,CMDB,CMDB-100715
