asset_id,plant_id,asset_type,vendor,model,firmware,ip_address,zone,protocol,registered_state,observed_state,criticality,owner,backup_age_days
OT-00401,PLT-04,IED,LegacyPLC,MDL-21,8.5.6,10.4.9.18,L1_CONTROL,PROFINET,ACTIVE,ONLINE,CRITICAL,Engineering,202
OT-00402,PLT-04,DCS_CONTROLLER,HistorianX,MDL-54,3.8.6,10.4.10.26,L0_FIELD,DNP3,ACTIVE,INTERMITTENT,MEDIUM,Vendor,137
OT-00403,PLT-04,SENSOR,MotorDriveCo,MDL-53,7.6.9,10.4.20.156,DMZ,OPC_DA,ACTIVE,ONLINE,HIGH,Maintenance,205
OT-00404,PLT-04,GATEWAY,SensorTech,MDL-89,1.6.1,10.4.14.146,L3_SITE_OPS,IEC104,ACTIVE,UNSEEN,HIGH,Maintenance,160
OT-00405,PLT-04,SAFETY_PLC,RemoteAssist,MDL-11,5.1.8,10.4.8.126,L0_FIELD,OPC_DA,ACTIVE,INTERMITTENT,MEDIUM,OT Security,130
OT-00406,PLT-04,ENG_WORKSTATION,SafeLogic,MDL-66,6.1.3,10.4.14.28,L3_SITE_OPS,DNP3,ACTIVE,ONLINE,MEDIUM,Vendor,183
OT-00407,PLT-04,SAFETY_PLC,MotorDriveCo,MDL-89,1.0.6,10.4.19.22,L2_SUPERVISORY,PROFINET,ACTIVE,ONLINE,LOW,Unknown,50
OT-00408,PLT-04,HMI,ControlWorks,MDL-65,7.5.6,10.4.1.222,L0_FIELD,DNP3,ACTIVE,ONLINE,CRITICAL,Unknown,38
OT-00409,PLT-04,NETWORK_SWITCH,HistorianX,MDL-93,2.1.7,10.4.19.238,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,CRITICAL,Vendor,188
OT-00410,PLT-04,VFD,ProcessSys,MDL-37,3.0.1,10.4.7.99,L1_CONTROL,DNP3,ACTIVE,ONLINE,HIGH,Unknown,155
OT-00411,PLT-04,HISTORIAN,ControlWorks,MDL-62,3.2.0,10.4.13.221,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,OT Security,292
OT-00412,PLT-04,NETWORK_SWITCH,NetSwitchCo,MDL-45,6.5.7,10.4.15.241,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,CRITICAL,Operations,134
OT-00413,PLT-04,ENG_WORKSTATION,SensorTech,MDL-40,5.0.0,10.4.14.90,L1_CONTROL,EtherNetIP,ACTIVE,ONLINE,LOW,Maintenance,38
OT-00414,PLT-04,VFD,ControlWorks,MDL-13,3.2.1,10.4.15.176,L1_CONTROL,ModbusTCP,UNKNOWN,ONLINE,HIGH,Operations,115
OT-00415,PLT-04,DCS_CONTROLLER,ControlWorks,MDL-77,3.0.2,10.4.10.86,L0_FIELD,PROFINET,ACTIVE,UNSEEN,HIGH,Operations,329
OT-00416,PLT-04,OPC_SERVER,ProcessSys,MDL-93,4.5.5,10.4.15.91,DMZ,ModbusTCP,ACTIVE,ONLINE,HIGH,Maintenance,307
OT-00417,PLT-04,PLC,NetSwitchCo,MDL-34,2.9.1,10.4.14.246,L0_FIELD,PROFINET,ACTIVE,INTERMITTENT,HIGH,OT Security,161
OT-00418,PLT-04,GATEWAY,RemoteAssist,MDL-83,4.0.1,10.4.6.197,L2_SUPERVISORY,VendorSerial,ACTIVE,ONLINE,MEDIUM,OT Security,162
OT-00419,PLT-04,HMI,MotorDriveCo,MDL-90,5.0.9,10.4.19.160,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,MEDIUM,Vendor,386
OT-00420,PLT-04,OPC_SERVER,MotorDriveCo,MDL-55,3.6.8,10.4.11.163,L0_FIELD,OPC_UA,ACTIVE,ONLINE,CRITICAL,Vendor,262
OT-00421,PLT-04,GATEWAY,LegacyPLC,MDL-21,6.9.0,10.4.11.94,L1_CONTROL,EtherNetIP,ACTIVE,ONLINE,LOW,Unknown,356
OT-00422,PLT-04,HISTORIAN,HistorianX,MDL-60,6.5.8,10.4.14.90,DMZ,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Operations,211
OT-00423,PLT-04,ENG_WORKSTATION,ProcessSys,MDL-20,1.0.8,10.4.1.85,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,HIGH,Vendor,391
OT-00424,PLT-04,OPC_SERVER,HistorianX,MDL-46,3.7.5,10.4.10.54,DMZ,OPC_DA,ACTIVE,ONLINE,CRITICAL,Vendor,151
OT-00425,PLT-04,IED,HistorianX,MDL-93,3.6.8,10.4.14.129,L1_CONTROL,PROFINET,UNKNOWN,ONLINE,MEDIUM,Unknown,373
OT-00426,PLT-04,VFD,MotorDriveCo,MDL-24,5.6.1,10.4.14.175,L1_CONTROL,OPC_UA,ACTIVE,ONLINE,CRITICAL,Unknown,19
OT-00427,PLT-04,HMI,NetSwitchCo,MDL-13,3.4.2,10.4.3.136,DMZ,OPC_UA,ACTIVE,ONLINE,CRITICAL,Operations,294
OT-00428,PLT-04,PLC,RemoteAssist,MDL-93,8.9.2,10.4.16.165,L0_FIELD,PROFIBUS,ACTIVE,ONLINE,MEDIUM,Operations,233
OT-00429,PLT-04,NETWORK_SWITCH,MotorDriveCo,MDL-72,6.7.7,10.4.3.33,DMZ,EtherNetIP,ACTIVE,ONLINE,CRITICAL,Unknown,37
OT-00430,PLT-04,OPC_SERVER,LegacyPLC,MDL-32,8.9.5,10.4.11.61,L2_SUPERVISORY,PROFINET,ACTIVE,UNSEEN,HIGH,Unknown,185
OT-00431,PLT-04,GATEWAY,FieldLink,MDL-73,7.1.9,10.4.12.42,L2_SUPERVISORY,PROFIBUS,ACTIVE,ONLINE,MEDIUM,Operations,98
OT-00432,PLT-04,ENG_WORKSTATION,MotorDriveCo,MDL-53,4.8.8,10.4.6.47,L0_FIELD,ModbusTCP,ACTIVE,ONLINE,CRITICAL,Engineering,283
OT-00433,PLT-04,OPC_SERVER,NetSwitchCo,MDL-14,8.7.7,10.4.19.38,L0_FIELD,PROFIBUS,ACTIVE,ONLINE,HIGH,Operations,113
OT-00434,PLT-05,NETWORK_SWITCH,ProcessSys,MDL-82,4.7.2,10.5.20.220,DMZ,OPC_DA,ACTIVE,ONLINE,HIGH,Maintenance,160
OT-00435,PLT-05,OPC_SERVER,FieldLink,MDL-91,9.1.0,10.5.1.43,DMZ,VendorSerial,ACTIVE,ONLINE,MEDIUM,Engineering,95
OT-00436,PLT-05,ENG_WORKSTATION,HistorianX,MDL-94,4.7.4,10.5.6.127,L0_FIELD,OPC_DA,UNKNOWN,INTERMITTENT,HIGH,Maintenance,88
OT-00437,PLT-05,DCS_CONTROLLER,RemoteAssist,MDL-62,8.7.0,10.5.9.148,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,CRITICAL,Vendor,293
OT-00438,PLT-05,ENG_WORKSTATION,FieldLink,MDL-12,1.4.7,10.5.5.42,L0_FIELD,PROFIBUS,ACTIVE,INTERMITTENT,CRITICAL,Engineering,54
OT-00439,PLT-05,HISTORIAN,MotorDriveCo,MDL-27,4.9.4,10.5.10.46,L0_FIELD,OPC_DA,ACTIVE,ONLINE,CRITICAL,Engineering,223
OT-00440,PLT-05,RTU,ControlWorks,MDL-89,1.1.7,10.5.8.221,L1_CONTROL,IEC61850,ACTIVE,ONLINE,MEDIUM,OT Security,330
OT-00441,PLT-05,OPC_SERVER,HistorianX,MDL-58,5.0.8,10.5.6.40,DMZ,IEC104,ACTIVE,UNSEEN,HIGH,Unknown,293
OT-00442,PLT-05,DCS_CONTROLLER,SensorTech,MDL-41,3.6.0,10.5.13.77,L2_SUPERVISORY,PROFINET,ACTIVE,ONLINE,HIGH,Engineering,303
OT-00443,PLT-05,HMI,NetSwitchCo,MDL-49,3.0.7,10.5.17.135,L0_FIELD,PROFIBUS,RETIRED,ONLINE,MEDIUM,Vendor,406
OT-00444,PLT-05,RTU,SensorTech,MDL-70,5.0.9,10.5.5.176,L0_FIELD,EtherNetIP,ACTIVE,INTERMITTENT,HIGH,Engineering,153
OT-00445,PLT-05,OPC_SERVER,FieldLink,MDL-95,8.5.4,10.5.5.38,L1_CONTROL,ModbusTCP,ACTIVE,ONLINE,CRITICAL,Vendor,324
OT-00446,PLT-05,DCS_CONTROLLER,LegacyPLC,MDL-42,2.4.2,10.5.13.203,DMZ,PROFINET,ACTIVE,ONLINE,HIGH,Operations,28
OT-00447,PLT-05,HMI,SensorTech,MDL-70,7.5.3,10.5.19.185,L2_SUPERVISORY,IEC104,RETIRED,ONLINE,HIGH,Engineering,34
OT-00448,PLT-05,OPC_SERVER,ProcessSys,MDL-61,8.1.5,10.5.6.228,L3_SITE_OPS,OPC_DA,ACTIVE,ONLINE,MEDIUM,Unknown,257
OT-00449,PLT-05,OPC_SERVER,FieldLink,MDL-16,4.9.3,10.5.7.248,L0_FIELD,ModbusTCP,ACTIVE,ONLINE,CRITICAL,Operations,193
OT-00450,PLT-05,HISTORIAN,SafeLogic,MDL-54,4.4.5,10.5.5.112,L2_SUPERVISORY,IEC104,ACTIVE,INTERMITTENT,HIGH,Maintenance,296
OT-00451,PLT-05,GATEWAY,NetSwitchCo,MDL-55,7.1.6,10.5.7.229,L3_SITE_OPS,ModbusTCP,ACTIVE,UNSEEN,CRITICAL,Unknown,162
OT-00452,PLT-05,SENSOR,ProcessSys,MDL-15,3.3.3,10.5.7.30,L3_SITE_OPS,ModbusTCP,ACTIVE,ONLINE,HIGH,OT Security,121
OT-00453,PLT-05,SAFETY_PLC,LegacyPLC,MDL-67,3.9.1,10.5.5.34,L2_SUPERVISORY,OPC_DA,ACTIVE,ONLINE,HIGH,Maintenance,40
OT-00454,PLT-05,IED,MotorDriveCo,MDL-32,2.1.5,10.5.18.215,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,Maintenance,289
OT-00455,PLT-05,GATEWAY,ProcessSys,MDL-70,8.7.8,10.5.19.128,DMZ,IEC61850,UNKNOWN,ONLINE,MEDIUM,Engineering,253
OT-00456,PLT-05,DCS_CONTROLLER,MotorDriveCo,MDL-95,1.9.1,10.5.14.17,DMZ,DNP3,ACTIVE,ONLINE,MEDIUM,Maintenance,383
OT-00457,PLT-05,DCS_CONTROLLER,SafeLogic,MDL-28,1.5.8,10.5.7.104,L0_FIELD,DNP3,ACTIVE,ONLINE,HIGH,Operations,45
OT-00458,PLT-05,HISTORIAN,ProcessSys,MDL-62,7.7.9,10.5.4.156,L3_SITE_OPS,EtherNetIP,ACTIVE,INTERMITTENT,CRITICAL,Engineering,144
OT-00459,PLT-05,SAFETY_PLC,NetSwitchCo,MDL-35,8.5.5,10.5.4.10,L0_FIELD,PROFINET,ACTIVE,ONLINE,HIGH,OT Security,148
OT-00460,PLT-05,IED,RemoteAssist,MDL-82,7.6.8,10.5.6.78,L3_SITE_OPS,IEC61850,RETIRED,ONLINE,HIGH,Operations,254
OT-00461,PLT-05,PLC,MotorDriveCo,MDL-84,1.7.9,10.5.6.14,L2_SUPERVISORY,IEC104,ACTIVE,INTERMITTENT,MEDIUM,Operations,0
OT-00462,PLT-05,VFD,LegacyPLC,MDL-29,8.1.9,10.5.12.166,L3_SITE_OPS,IEC61850,ACTIVE,ONLINE,LOW,Operations,351
OT-00463,PLT-05,HMI,SafeLogic,MDL-59,5.9.1,10.5.9.96,L2_SUPERVISORY,PROFINET,ACTIVE,ONLINE,HIGH,Vendor,275
OT-00464,PLT-05,IED,SafeLogic,MDL-83,1.7.4,10.5.1.74,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,LOW,OT Security,24
OT-00465,PLT-05,SAFETY_PLC,FieldLink,MDL-11,5.0.1,10.5.3.168,L3_SITE_OPS,DNP3,ACTIVE,ONLINE,HIGH,Vendor,268
OT-00466,PLT-05,IED,FieldLink,MDL-87,1.5.0,10.5.20.103,L2_SUPERVISORY,PROFIBUS,ACTIVE,OFFLINE,CRITICAL,OT Security,159
OT-00467,PLT-05,PLC,HistorianX,MDL-85,1.1.8,10.5.1.191,L3_SITE_OPS,EtherNetIP,UNKNOWN,ONLINE,MEDIUM,Unknown,121
OT-00468,PLT-05,ENG_WORKSTATION,SensorTech,MDL-47,2.4.6,10.5.5.72,L0_FIELD,PROFIBUS,ACTIVE,ONLINE,CRITICAL,Unknown,273
OT-00469,PLT-05,OPC_SERVER,RemoteAssist,MDL-19,2.9.8,10.5.12.125,L2_SUPERVISORY,DNP3,ACTIVE,ONLINE,MEDIUM,OT Security,44
OT-00470,PLT-05,VFD,HistorianX,MDL-12,7.0.2,10.5.13.210,L2_SUPERVISORY,ModbusTCP,ACTIVE,OFFLINE,LOW,Operations,222
OT-00471,PLT-05,HISTORIAN,HistorianX,MDL-41,1.9.2,10.5.1.135,L1_CONTROL,OPC_UA,ACTIVE,OFFLINE,CRITICAL,Operations,170
OT-00472,PLT-05,SAFETY_PLC,NetSwitchCo,MDL-67,2.7.6,10.5.8.89,DMZ,EtherNetIP,ACTIVE,ONLINE,CRITICAL,Maintenance,103
OT-00473,PLT-05,SENSOR,ProcessSys,MDL-69,7.0.7,10.5.13.143,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,MEDIUM,OT Security,97
OT-00474,PLT-05,RTU,SafeLogic,MDL-64,5.0.9,10.5.7.74,L3_SITE_OPS,DNP3,ACTIVE,ONLINE,CRITICAL,OT Security,130
OT-00475,PLT-05,NETWORK_SWITCH,SensorTech,MDL-45,4.0.7,10.5.8.219,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,CRITICAL,Engineering,335
OT-00476,PLT-05,HMI,RemoteAssist,MDL-87,5.9.3,10.5.5.134,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,HIGH,Maintenance,170
OT-00477,PLT-05,VFD,RemoteAssist,MDL-25,4.0.4,10.5.5.176,L2_SUPERVISORY,ModbusTCP,ACTIVE,UNSEEN,HIGH,OT Security,186
OT-00478,PLT-05,HMI,RemoteAssist,MDL-65,7.5.9,10.5.9.209,L3_SITE_OPS,EtherNetIP,ACTIVE,ONLINE,HIGH,Maintenance,48
OT-00479,PLT-05,PLC,LegacyPLC,MDL-89,4.8.9,10.5.7.226,L0_FIELD,OPC_UA,ACTIVE,ONLINE,CRITICAL,OT Security,119
OT-00480,PLT-05,ENG_WORKSTATION,SafeLogic,MDL-30,4.3.4,10.5.4.66,L1_CONTROL,ModbusTCP,ACTIVE,ONLINE,MEDIUM,Maintenance,42
OT-00481,PLT-05,OPC_SERVER,FieldLink,MDL-28,7.0.3,10.5.13.18,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,HIGH,OT Security,229
OT-00482,PLT-05,HISTORIAN,HistorianX,MDL-25,5.0.4,10.5.14.3,L3_SITE_OPS,DNP3,ACTIVE,UNSEEN,MEDIUM,Maintenance,62
OT-00483,PLT-05,VFD,HistorianX,MDL-89,6.4.3,10.5.8.231,DMZ,EtherNetIP,ACTIVE,ONLINE,CRITICAL,Unknown,34
OT-00484,PLT-05,SAFETY_PLC,HistorianX,MDL-51,7.1.4,10.5.18.38,L2_SUPERVISORY,EtherNetIP,ACTIVE,ONLINE,HIGH,Unknown,350
OT-00485,PLT-05,SAFETY_PLC,NetSwitchCo,MDL-21,7.3.0,10.5.18.70,L1_CONTROL,VendorSerial,ACTIVE,ONLINE,MEDIUM,Vendor,108
OT-00486,PLT-05,DCS_CONTROLLER,FieldLink,MDL-92,2.3.7,10.5.19.58,L3_SITE_OPS,VendorSerial,ACTIVE,ONLINE,MEDIUM,Maintenance,383
OT-00487,PLT-05,PLC,SafeLogic,MDL-33,4.5.3,10.5.15.115,L0_FIELD,OPC_UA,ACTIVE,ONLINE,CRITICAL,Maintenance,280
OT-00488,PLT-05,PLC,NetSwitchCo,MDL-58,4.9.8,10.5.7.8,L3_SITE_OPS,IEC61850,ACTIVE,ONLINE,MEDIUM,OT Security,408
OT-00489,PLT-05,GATEWAY,HistorianX,MDL-69,2.8.6,10.5.6.5,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,CRITICAL,Engineering,146
OT-00490,PLT-05,ENG_WORKSTATION,SensorTech,MDL-99,4.9.7,10.5.15.78,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,HIGH,Vendor,334
OT-00491,PLT-05,RTU,ProcessSys,MDL-58,1.5.2,10.5.9.140,L3_SITE_OPS,IEC61850,ACTIVE,UNSEEN,HIGH,Maintenance,245
OT-00492,PLT-05,GATEWAY,RemoteAssist,MDL-54,6.2.5,10.5.11.87,L3_SITE_OPS,DNP3,UNKNOWN,ONLINE,MEDIUM,OT Security,57
OT-00493,PLT-05,PLC,RemoteAssist,MDL-37,7.7.5,10.5.13.43,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,MEDIUM,Vendor,138
OT-00494,PLT-05,HISTORIAN,ProcessSys,MDL-37,4.2.6,10.5.19.222,L3_SITE_OPS,PROFINET,ACTIVE,ONLINE,CRITICAL,Maintenance,73
OT-00495,PLT-05,DCS_CONTROLLER,SafeLogic,MDL-88,6.6.8,10.5.14.47,L2_SUPERVISORY,ModbusTCP,ACTIVE,ONLINE,MEDIUM,Maintenance,52
OT-00496,PLT-05,HMI,RemoteAssist,MDL-84,6.9.2,10.5.16.114,L3_SITE_OPS,OPC_UA,ACTIVE,ONLINE,CRITICAL,OT Security,108
OT-00497,PLT-05,SENSOR,HistorianX,MDL-61,4.6.1,10.5.5.129,DMZ,ModbusTCP,ACTIVE,INTERMITTENT,HIGH,Vendor,199
OT-00498,PLT-05,GATEWAY,MotorDriveCo,MDL-96,9.6.1,10.5.14.104,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,CRITICAL,Operations,270
OT-00499,PLT-05,IED,NetSwitchCo,MDL-75,9.3.2,10.5.8.237,L3_SITE_OPS,ModbusTCP,ACTIVE,UNSEEN,CRITICAL,Operations,55
OT-00500,PLT-05,RTU,SensorTech,MDL-96,4.9.4,10.5.9.232,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,HIGH,Unknown,138
OT-00501,PLT-05,ENG_WORKSTATION,SafeLogic,MDL-36,7.8.5,10.5.12.23,L0_FIELD,PROFINET,ACTIVE,UNSEEN,HIGH,Operations,329
OT-00502,PLT-05,OPC_SERVER,HistorianX,MDL-57,4.6.1,10.5.18.46,L3_SITE_OPS,VendorSerial,UNKNOWN,UNSEEN,CRITICAL,Maintenance,417
OT-00503,PLT-05,PLC,ProcessSys,MDL-68,4.9.8,10.5.3.139,L0_FIELD,DNP3,UNKNOWN,ONLINE,MEDIUM,Maintenance,187
OT-00504,PLT-05,PLC,ProcessSys,MDL-22,3.6.0,10.5.11.91,L2_SUPERVISORY,IEC61850,ACTIVE,ONLINE,HIGH,Operations,33
OT-00505,PLT-05,HISTORIAN,SafeLogic,MDL-14,2.8.7,10.5.20.95,L1_CONTROL,OPC_DA,RETIRED,ONLINE,CRITICAL,Vendor,383
OT-00506,PLT-05,DCS_CONTROLLER,RemoteAssist,MDL-52,9.2.9,10.5.15.73,L1_CONTROL,OPC_DA,ACTIVE,ONLINE,HIGH,Operations,381
OT-00507,PLT-05,ENG_WORKSTATION,SensorTech,MDL-43,2.7.2,10.5.5.2,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,HIGH,Operations,112
OT-00508,PLT-05,SAFETY_PLC,ControlWorks,MDL-47,3.5.5,10.5.3.55,DMZ,EtherNetIP,ACTIVE,ONLINE,HIGH,Engineering,83
OT-00509,PLT-05,NETWORK_SWITCH,SensorTech,MDL-54,8.1.7,10.5.7.47,L0_FIELD,ModbusTCP,ACTIVE,ONLINE,HIGH,Engineering,59
OT-00510,PLT-05,SENSOR,RemoteAssist,MDL-10,7.1.8,10.5.10.7,L2_SUPERVISORY,OPC_UA,ACTIVE,ONLINE,CRITICAL,Operations,34
OT-00511,PLT-05,IED,NetSwitchCo,MDL-15,9.4.6,10.5.2.175,DMZ,DNP3,RETIRED,ONLINE,HIGH,Engineering,207
OT-00512,PLT-05,NETWORK_SWITCH,SensorTech,MDL-53,7.3.4,10.5.19.248,DMZ,IEC104,ACTIVE,ONLINE,MEDIUM,Maintenance,114
OT-00513,PLT-05,HMI,RemoteAssist,MDL-80,4.6.2,10.5.6.144,DMZ,IEC104,ACTIVE,UNSEEN,CRITICAL,Unknown,18
OT-00514,PLT-05,NETWORK_SWITCH,RemoteAssist,MDL-72,5.5.3,10.5.11.33,L3_SITE_OPS,IEC61850,ACTIVE,ONLINE,CRITICAL,Maintenance,84
OT-00515,PLT-05,OPC_SERVER,SafeLogic,MDL-34,5.4.4,10.5.7.18,L1_CONTROL,ModbusTCP,ACTIVE,ONLINE,CRITICAL,OT Security,364
OT-00516,PLT-05,DCS_CONTROLLER,HistorianX,MDL-65,4.7.7,10.5.15.52,L3_SITE_OPS,PROFIBUS,ACTIVE,OFFLINE,MEDIUM,OT Security,177
OT-00517,PLT-05,SENSOR,LegacyPLC,MDL-27,7.7.9,10.5.13.179,DMZ,OPC_UA,ACTIVE,ONLINE,MEDIUM,Engineering,133
OT-00518,PLT-05,HMI,NetSwitchCo,MDL-70,1.9.5,10.5.13.169,DMZ,VendorSerial,ACTIVE,ONLINE,MEDIUM,Engineering,360
OT-00519,PLT-05,HMI,FieldLink,MDL-59,2.7.0,10.5.1.12,L3_SITE_OPS,PROFIBUS,ACTIVE,INTERMITTENT,HIGH,Operations,138
OT-00520,PLT-05,RTU,LegacyPLC,MDL-78,3.4.0,10.5.1.239,L2_SUPERVISORY,DNP3,ACTIVE,ONLINE,CRITICAL,Maintenance,89
OT-00521,PLT-05,IED,FieldLink,MDL-12,4.2.4,10.5.17.61,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,Unknown,129
OT-00522,PLT-05,NETWORK_SWITCH,FieldLink,MDL-69,4.4.7,10.5.3.134,L0_FIELD,DNP3,ACTIVE,UNSEEN,HIGH,OT Security,9
OT-00523,PLT-05,VFD,ProcessSys,MDL-98,5.5.3,10.5.17.179,L2_SUPERVISORY,IEC104,ACTIVE,ONLINE,MEDIUM,Operations,376
OT-00524,PLT-05,HISTORIAN,NetSwitchCo,MDL-74,8.0.0,10.5.11.16,L1_CONTROL,IEC61850,ACTIVE,ONLINE,HIGH,Vendor,13
OT-00525,PLT-05,IED,SafeLogic,MDL-43,9.2.6,10.5.15.39,L3_SITE_OPS,DNP3,UNKNOWN,ONLINE,MEDIUM,Unknown,194
OT-00526,PLT-05,IED,SafeLogic,MDL-16,2.7.9,10.5.5.37,L2_SUPERVISORY,OPC_DA,ACTIVE,INTERMITTENT,HIGH,OT Security,137
OT-00527,PLT-05,HMI,HistorianX,MDL-20,5.4.7,10.5.17.147,L2_SUPERVISORY,PROFIBUS,ACTIVE,ONLINE,HIGH,Engineering,166
OT-00528,PLT-05,SENSOR,MotorDriveCo,MDL-12,5.7.7,10.5.11.142,L2_SUPERVISORY,ModbusTCP,RETIRED,ONLINE,CRITICAL,Operations,328
OT-00529,PLT-05,VFD,MotorDriveCo,MDL-18,5.4.1,10.5.15.59,L0_FIELD,PROFINET,ACTIVE,OFFLINE,CRITICAL,Maintenance,418
OT-00530,PLT-05,RTU,NetSwitchCo,MDL-15,2.6.3,10.5.5.132,L0_FIELD,PROFIBUS,ACTIVE,ONLINE,HIGH,Unknown,293
OT-00531,PLT-05,HISTORIAN,SensorTech,MDL-62,1.8.4,10.5.12.220,L1_CONTROL,IEC104,ACTIVE,ONLINE,HIGH,Vendor,50
OT-00532,PLT-05,IED,RemoteAssist,MDL-51,7.5.9,10.5.8.95,DMZ,OPC_DA,ACTIVE,ONLINE,MEDIUM,OT Security,211
OT-00533,PLT-06,SAFETY_PLC,FieldLink,MDL-65,4.0.2,10.6.18.197,L2_SUPERVISORY,OPC_DA,ACTIVE,ONLINE,LOW,Maintenance,336
OT-00534,PLT-06,IED,ControlWorks,MDL-25,8.2.9,10.6.14.230,L3_SITE_OPS,DNP3,ACTIVE,ONLINE,HIGH,Operations,238
OT-00535,PLT-06,VFD,MotorDriveCo,MDL-82,5.1.5,10.6.6.209,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,HIGH,Unknown,419
OT-00536,PLT-06,ENG_WORKSTATION,LegacyPLC,MDL-13,6.0.7,10.6.15.209,L1_CONTROL,PROFINET,ACTIVE,ONLINE,MEDIUM,Operations,136
OT-00537,PLT-06,ENG_WORKSTATION,ProcessSys,MDL-99,3.6.6,10.6.1.214,DMZ,PROFIBUS,ACTIVE,ONLINE,CRITICAL,Vendor,299
OT-00538,PLT-06,ENG_WORKSTATION,FieldLink,MDL-69,1.3.8,10.6.6.42,L0_FIELD,OPC_DA,ACTIVE,ONLINE,MEDIUM,Maintenance,267
OT-00539,PLT-06,GATEWAY,LegacyPLC,MDL-81,7.6.8,10.6.6.247,L0_FIELD,OPC_UA,UNKNOWN,UNSEEN,HIGH,Maintenance,365
OT-00540,PLT-06,NETWORK_SWITCH,HistorianX,MDL-76,4.2.1,10.6.18.164,L1_CONTROL,DNP3,RETIRED,INTERMITTENT,MEDIUM,Maintenance,338
OT-00541,PLT-06,PLC,ControlWorks,MDL-46,6.8.3,10.6.19.213,L3_SITE_OPS,VendorSerial,RETIRED,INTERMITTENT,HIGH,Maintenance,336
OT-00542,PLT-06,PLC,HistorianX,MDL-76,8.9.9,10.6.9.84,L2_SUPERVISORY,IEC104,UNKNOWN,ONLINE,CRITICAL,OT Security,165
OT-00543,PLT-06,ENG_WORKSTATION,FieldLink,MDL-56,9.3.1,10.6.8.179,L3_SITE_OPS,EtherNetIP,ACTIVE,ONLINE,HIGH,Operations,197
OT-00544,PLT-06,HISTORIAN,NetSwitchCo,MDL-66,9.4.5,10.6.2.150,L0_FIELD,PROFINET,ACTIVE,ONLINE,HIGH,Vendor,260
OT-00545,PLT-06,IED,MotorDriveCo,MDL-18,8.0.8,10.6.15.237,L0_FIELD,IEC61850,UNKNOWN,UNSEEN,HIGH,Maintenance,172
OT-00546,PLT-06,SAFETY_PLC,SensorTech,MDL-60,3.1.7,10.6.1.95,L1_CONTROL,OPC_DA,ACTIVE,ONLINE,MEDIUM,Unknown,56
OT-00547,PLT-06,SAFETY_PLC,FieldLink,MDL-70,9.5.1,10.6.20.210,L0_FIELD,IEC61850,ACTIVE,ONLINE,LOW,Vendor,333
OT-00548,PLT-06,IED,SafeLogic,MDL-36,4.0.0,10.6.12.185,DMZ,IEC104,ACTIVE,ONLINE,HIGH,Vendor,191
OT-00549,PLT-06,GATEWAY,MotorDriveCo,MDL-73,9.5.2,10.6.10.131,L0_FIELD,IEC104,ACTIVE,ONLINE,HIGH,Unknown,367
OT-00550,PLT-06,GATEWAY,LegacyPLC,MDL-67,7.4.5,10.6.18.23,L1_CONTROL,PROFINET,ACTIVE,ONLINE,MEDIUM,Maintenance,208
OT-00551,PLT-06,SENSOR,LegacyPLC,MDL-72,8.7.3,10.6.4.147,L0_FIELD,ModbusTCP,UNKNOWN,UNSEEN,HIGH,Vendor,290
OT-00552,PLT-06,NETWORK_SWITCH,RemoteAssist,MDL-15,6.6.0,10.6.12.7,L0_FIELD,EtherNetIP,ACTIVE,ONLINE,MEDIUM,Engineering,144
OT-00553,PLT-06,ENG_WORKSTATION,SafeLogic,MDL-73,9.8.8,10.6.17.155,DMZ,IEC104,ACTIVE,ONLINE,HIGH,Engineering,278
OT-00554,PLT-06,DCS_CONTROLLER,SensorTech,MDL-75,3.3.1,10.6.12.145,L3_SITE_OPS,PROFIBUS,ACTIVE,ONLINE,MEDIUM,Maintenance,152
OT-00555,PLT-06,HISTORIAN,RemoteAssist,MDL-13,1.7.6,10.6.20.147,L3_SITE_OPS,IEC104,ACTIVE,ONLINE,CRITICAL,Vendor,363
OT-00556,PLT-06,GATEWAY,FieldLink,MDL-27,2.6.9,10.6.19.88,L1_CONTROL,PROFIBUS,ACTIVE,ONLINE,HIGH,Unknown,6
