alert_id,asset_id,plant_id,timestamp,type,severity,soc_status,process_context
ALT-000619,OT-00843,PLT-08,2026-10-05T14:04:00,NEW_DEVICE,LOW,CLOSED,UNKNOWN
ALT-000620,OT-00337,PLT-04,2026-09-09T15:45:00,NEW_DEVICE,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000621,OT-00555,PLT-06,2026-09-07T14:40:00,POLICY_VIOLATION,LOW,OPEN,UNKNOWN
ALT-000622,OT-00226,PLT-03,2026-09-27T13:08:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000623,OT-00374,PLT-04,2026-10-03T05:05:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-000624,OT-01444,PLT-14,2026-10-02T02:32:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-000625,OT-00660,PLT-07,2026-09-05T14:50:00,CONFIG_DRIFT,LOW,CLOSED,NORMAL
ALT-000626,OT-01663,PLT-15,2026-09-08T21:54:00,UNEXPECTED_WRITE,LOW,TRIAGED,DEGRADED
ALT-000627,OT-00092,PLT-01,2026-09-02T14:09:00,UNEXPECTED_WRITE,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000628,OT-01534,PLT-14,2026-09-24T04:48:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-000629,OT-01486,PLT-14,2026-09-30T12:26:00,CONFIG_DRIFT,CRITICAL,TRIAGED,UNKNOWN
ALT-000630,OT-01122,PLT-11,2026-09-24T06:05:00,NEW_DEVICE,LOW,SUPPRESSED,DEGRADED
ALT-000631,OT-01769,PLT-16,2026-09-26T06:18:00,POLICY_VIOLATION,MEDIUM,CLOSED,UNKNOWN
ALT-000632,OT-00405,PLT-04,2026-09-13T20:23:00,CONFIG_DRIFT,HIGH,TRIAGED,UNKNOWN
ALT-000633,OT-00102,PLT-01,2026-09-25T01:45:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000634,OT-02016,PLT-18,2026-09-12T15:57:00,MALWARE_SIGNAL,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-000635,OT-00396,PLT-04,2026-09-14T12:23:00,NEW_DEVICE,HIGH,TRIAGED,UNKNOWN
ALT-000636,OT-02007,PLT-18,2026-09-01T21:36:00,NEW_DEVICE,MEDIUM,TRIAGED,MAINTENANCE_WINDOW
ALT-000637,OT-00892,PLT-09,2026-09-21T09:41:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-000638,OT-01009,PLT-10,2026-09-20T08:12:00,AUTH_ANOMALY,LOW,OPEN,UNKNOWN
ALT-000639,OT-00434,PLT-05,2026-09-09T20:14:00,MALWARE_SIGNAL,LOW,SUPPRESSED,UNKNOWN
ALT-000640,OT-00406,PLT-04,2026-09-20T05:46:00,CONFIG_DRIFT,LOW,CLOSED,UNKNOWN
ALT-000641,OT-01634,PLT-15,2026-09-12T11:38:00,POLICY_VIOLATION,MEDIUM,OPEN,DEGRADED
ALT-000642,OT-01826,PLT-17,2026-09-14T20:55:00,CONFIG_DRIFT,MEDIUM,CLOSED,UNKNOWN
ALT-000643,OT-01643,PLT-15,2026-09-13T22:36:00,NEW_DEVICE,LOW,CLOSED,NORMAL
ALT-000644,OT-01057,PLT-10,2026-09-05T09:51:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,DEGRADED
ALT-000645,OT-01328,PLT-13,2026-09-14T13:06:00,PROTOCOL_ANOMALY,HIGH,SUPPRESSED,DEGRADED
ALT-000646,OT-00062,PLT-01,2026-09-26T20:15:00,POLICY_VIOLATION,LOW,SUPPRESSED,UNKNOWN
ALT-000647,OT-01860,PLT-17,2026-09-17T15:57:00,POLICY_VIOLATION,HIGH,CLOSED,UNKNOWN
ALT-000648,OT-00384,PLT-04,2026-09-08T03:00:00,AUTH_ANOMALY,LOW,OPEN,MAINTENANCE_WINDOW
ALT-000649,OT-01713,PLT-16,2026-09-23T20:13:00,NEW_DEVICE,LOW,TRIAGED,DEGRADED
ALT-000650,OT-01879,PLT-17,2026-09-06T10:56:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000651,OT-00717,PLT-07,2026-09-01T02:18:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000652,OT-00862,PLT-08,2026-09-04T22:51:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-000653,OT-01786,PLT-17,2026-10-03T06:08:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-000654,OT-00410,PLT-04,2026-09-21T16:15:00,NEW_DEVICE,CRITICAL,CLOSED,UNKNOWN
ALT-000655,OT-00152,PLT-02,2026-09-22T20:07:00,NEW_DEVICE,LOW,CLOSED,UNKNOWN
ALT-000656,OT-00557,PLT-06,2026-09-01T03:42:00,UNEXPECTED_WRITE,HIGH,TRIAGED,UNKNOWN
ALT-000657,OT-01720,PLT-16,2026-10-03T15:16:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,DEGRADED
ALT-000658,OT-01921,PLT-18,2026-09-09T13:37:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-000659,OT-00701,PLT-07,2026-09-18T01:30:00,CONFIG_DRIFT,CRITICAL,TRIAGED,UNKNOWN
ALT-000660,OT-01258,PLT-12,2026-09-17T12:31:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-000661,OT-01310,PLT-13,2026-09-22T15:57:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-000662,OT-00082,PLT-01,2026-09-01T08:31:00,MALWARE_SIGNAL,HIGH,TRIAGED,UNKNOWN
ALT-000663,OT-00590,PLT-06,2026-09-26T06:24:00,MALWARE_SIGNAL,HIGH,OPEN,UNKNOWN
ALT-000664,OT-00011,PLT-01,2026-09-16T09:14:00,AUTH_ANOMALY,CRITICAL,OPEN,UNKNOWN
ALT-000665,OT-00903,PLT-09,2026-09-02T16:32:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-000666,OT-00314,PLT-03,2026-09-30T08:25:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000667,OT-01036,PLT-10,2026-09-04T09:11:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-000668,OT-00345,PLT-04,2026-09-09T04:01:00,AUTH_ANOMALY,CRITICAL,TRIAGED,UNKNOWN
ALT-000669,OT-01226,PLT-12,2026-09-02T12:19:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000670,OT-01134,PLT-11,2026-09-02T20:41:00,CONFIG_DRIFT,HIGH,TRIAGED,UNKNOWN
ALT-000671,OT-01036,PLT-10,2026-09-26T03:36:00,CONFIG_DRIFT,HIGH,CLOSED,MAINTENANCE_WINDOW
ALT-000672,OT-00431,PLT-04,2026-09-22T13:37:00,POLICY_VIOLATION,HIGH,OPEN,NORMAL
ALT-000673,OT-01449,PLT-14,2026-09-08T21:06:00,UNEXPECTED_WRITE,MEDIUM,SUPPRESSED,DEGRADED
ALT-000674,OT-00944,PLT-09,2026-09-08T12:24:00,MALWARE_SIGNAL,HIGH,TRIAGED,MAINTENANCE_WINDOW
ALT-000675,OT-01826,PLT-17,2026-09-23T10:10:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,UNKNOWN
ALT-000676,OT-01959,PLT-18,2026-09-12T02:06:00,AUTH_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-000677,OT-01164,PLT-11,2026-09-07T16:02:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-000678,OT-01452,PLT-14,2026-10-03T13:31:00,PROTOCOL_ANOMALY,MEDIUM,TRIAGED,DEGRADED
ALT-000679,OT-01656,PLT-15,2026-09-16T23:04:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000680,OT-01690,PLT-16,2026-09-30T14:19:00,AUTH_ANOMALY,LOW,CLOSED,NORMAL
ALT-000681,OT-01808,PLT-17,2026-09-28T17:09:00,CONFIG_DRIFT,HIGH,TRIAGED,NORMAL
ALT-000682,OT-01315,PLT-13,2026-09-12T22:41:00,UNEXPECTED_WRITE,CRITICAL,TRIAGED,UNKNOWN
ALT-000683,OT-00535,PLT-06,2026-09-18T05:45:00,MALWARE_SIGNAL,MEDIUM,OPEN,UNKNOWN
ALT-000684,OT-00563,PLT-06,2026-09-05T22:05:00,PROTOCOL_ANOMALY,LOW,CLOSED,UNKNOWN
ALT-000685,OT-00495,PLT-05,2026-09-04T09:40:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000686,OT-01050,PLT-10,2026-09-23T00:30:00,MALWARE_SIGNAL,LOW,SUPPRESSED,UNKNOWN
ALT-000687,OT-00230,PLT-03,2026-09-29T01:49:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-000688,OT-01278,PLT-12,2026-09-04T02:45:00,PROTOCOL_ANOMALY,LOW,OPEN,UNKNOWN
ALT-000689,OT-00806,PLT-08,2026-09-03T13:51:00,MALWARE_SIGNAL,LOW,TRIAGED,DEGRADED
ALT-000690,OT-01551,PLT-14,2026-10-04T05:56:00,NEW_DEVICE,LOW,OPEN,UNKNOWN
ALT-000691,OT-00921,PLT-09,2026-09-07T21:51:00,UNEXPECTED_WRITE,HIGH,OPEN,UNKNOWN
ALT-000692,OT-00430,PLT-04,2026-09-16T14:33:00,PROTOCOL_ANOMALY,CRITICAL,CLOSED,MAINTENANCE_WINDOW
ALT-000693,OT-01104,PLT-11,2026-09-09T18:39:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,DEGRADED
ALT-000694,OT-01802,PLT-17,2026-09-06T17:23:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-000695,OT-01606,PLT-15,2026-09-18T16:38:00,NEW_DEVICE,MEDIUM,SUPPRESSED,DEGRADED
ALT-000696,OT-01868,PLT-17,2026-09-11T15:22:00,PROTOCOL_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-000697,OT-00686,PLT-07,2026-09-21T21:54:00,NEW_DEVICE,LOW,TRIAGED,UNKNOWN
ALT-000698,OT-01060,PLT-10,2026-10-03T13:28:00,MALWARE_SIGNAL,MEDIUM,OPEN,DEGRADED
ALT-000699,OT-00550,PLT-06,2026-09-14T10:21:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000700,OT-01589,PLT-15,2026-09-04T18:30:00,POLICY_VIOLATION,LOW,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000701,OT-01215,PLT-12,2026-09-09T18:00:00,PROTOCOL_ANOMALY,CRITICAL,CLOSED,UNKNOWN
ALT-000702,OT-00659,PLT-07,2026-09-07T19:19:00,POLICY_VIOLATION,LOW,SUPPRESSED,UNKNOWN
ALT-000703,OT-00866,PLT-08,2026-09-08T06:25:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,NORMAL
ALT-000704,OT-01237,PLT-12,2026-09-22T02:05:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-000705,OT-00692,PLT-07,2026-09-17T12:18:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-000706,OT-01272,PLT-12,2026-09-01T08:47:00,CONFIG_DRIFT,HIGH,SUPPRESSED,UNKNOWN
ALT-000707,OT-00900,PLT-09,2026-09-24T18:22:00,AUTH_ANOMALY,HIGH,CLOSED,MAINTENANCE_WINDOW
ALT-000708,OT-01838,PLT-17,2026-09-08T03:10:00,POLICY_VIOLATION,HIGH,TRIAGED,MAINTENANCE_WINDOW
ALT-000709,OT-01281,PLT-12,2026-09-19T11:36:00,AUTH_ANOMALY,LOW,CLOSED,UNKNOWN
ALT-000710,OT-01649,PLT-15,2026-09-06T15:14:00,PROTOCOL_ANOMALY,LOW,SUPPRESSED,UNKNOWN
ALT-000711,OT-01055,PLT-10,2026-09-02T22:59:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000712,OT-00018,PLT-01,2026-10-01T09:10:00,POLICY_VIOLATION,LOW,SUPPRESSED,UNKNOWN
ALT-000713,OT-00487,PLT-05,2026-09-17T19:39:00,POLICY_VIOLATION,MEDIUM,CLOSED,UNKNOWN
ALT-000714,OT-01331,PLT-13,2026-09-01T20:53:00,NEW_DEVICE,LOW,OPEN,UNKNOWN
ALT-000715,OT-01504,PLT-14,2026-09-08T02:55:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,DEGRADED
ALT-000716,OT-00237,PLT-03,2026-09-15T12:53:00,UNEXPECTED_WRITE,MEDIUM,OPEN,NORMAL
ALT-000717,OT-01310,PLT-13,2026-09-07T18:48:00,CONFIG_DRIFT,HIGH,TRIAGED,UNKNOWN
ALT-000718,OT-00214,PLT-03,2026-09-23T10:42:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000719,OT-00229,PLT-03,2026-10-02T08:14:00,UNEXPECTED_WRITE,HIGH,OPEN,UNKNOWN
ALT-000720,OT-00487,PLT-05,2026-10-05T02:14:00,UNEXPECTED_WRITE,HIGH,SUPPRESSED,UNKNOWN
ALT-000721,OT-00437,PLT-05,2026-09-16T05:11:00,UNEXPECTED_WRITE,LOW,OPEN,MAINTENANCE_WINDOW
ALT-000722,OT-00066,PLT-01,2026-10-05T11:38:00,AUTH_ANOMALY,CRITICAL,CLOSED,UNKNOWN
ALT-000723,OT-00391,PLT-04,2026-09-25T22:45:00,AUTH_ANOMALY,MEDIUM,CLOSED,NORMAL
ALT-000724,OT-01590,PLT-15,2026-09-06T23:49:00,AUTH_ANOMALY,HIGH,SUPPRESSED,DEGRADED
ALT-000725,OT-01308,PLT-13,2026-09-08T14:15:00,NEW_DEVICE,MEDIUM,OPEN,UNKNOWN
ALT-000726,OT-00373,PLT-04,2026-10-03T16:50:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-000727,OT-00551,PLT-06,2026-09-30T10:53:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000728,OT-01881,PLT-17,2026-09-20T22:01:00,POLICY_VIOLATION,MEDIUM,OPEN,UNKNOWN
ALT-000729,OT-00921,PLT-09,2026-09-14T02:37:00,UNEXPECTED_WRITE,MEDIUM,CLOSED,UNKNOWN
ALT-000730,OT-00618,PLT-06,2026-09-13T10:17:00,CONFIG_DRIFT,MEDIUM,CLOSED,NORMAL
ALT-000731,OT-00887,PLT-09,2026-09-27T16:34:00,PROTOCOL_ANOMALY,LOW,TRIAGED,DEGRADED
ALT-000732,OT-00029,PLT-01,2026-10-01T14:52:00,POLICY_VIOLATION,HIGH,TRIAGED,UNKNOWN
ALT-000733,OT-00083,PLT-01,2026-09-11T00:46:00,MALWARE_SIGNAL,HIGH,TRIAGED,UNKNOWN
ALT-000734,OT-01208,PLT-12,2026-09-23T11:30:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-000735,OT-01572,PLT-15,2026-09-07T23:01:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,DEGRADED
ALT-000736,OT-01565,PLT-15,2026-09-10T21:54:00,NEW_DEVICE,MEDIUM,TRIAGED,UNKNOWN
ALT-000737,OT-00947,PLT-09,2026-09-05T20:30:00,MALWARE_SIGNAL,LOW,TRIAGED,UNKNOWN
ALT-000738,OT-01109,PLT-11,2026-09-09T19:30:00,NEW_DEVICE,LOW,OPEN,UNKNOWN
ALT-000739,OT-01769,PLT-16,2026-09-25T09:41:00,MALWARE_SIGNAL,LOW,CLOSED,UNKNOWN
ALT-000740,OT-01343,PLT-13,2026-09-14T10:29:00,UNEXPECTED_WRITE,LOW,TRIAGED,UNKNOWN
ALT-000741,OT-01772,PLT-16,2026-09-18T22:09:00,POLICY_VIOLATION,HIGH,SUPPRESSED,UNKNOWN
ALT-000742,OT-01416,PLT-13,2026-09-23T02:18:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
ALT-000743,OT-01940,PLT-18,2026-09-07T16:59:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-000744,OT-00343,PLT-04,2026-09-20T03:01:00,NEW_DEVICE,MEDIUM,CLOSED,DEGRADED
ALT-000745,OT-00712,PLT-07,2026-09-13T21:30:00,MALWARE_SIGNAL,LOW,CLOSED,UNKNOWN
ALT-000746,OT-00067,PLT-01,2026-09-05T09:52:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,UNKNOWN
ALT-000747,OT-00217,PLT-03,2026-09-18T16:52:00,POLICY_VIOLATION,MEDIUM,OPEN,MAINTENANCE_WINDOW
ALT-000748,OT-01336,PLT-13,2026-10-04T00:04:00,NEW_DEVICE,HIGH,SUPPRESSED,UNKNOWN
ALT-000749,OT-00724,PLT-07,2026-09-06T12:34:00,AUTH_ANOMALY,CRITICAL,SUPPRESSED,UNKNOWN
ALT-000750,OT-00978,PLT-09,2026-09-16T15:17:00,AUTH_ANOMALY,HIGH,OPEN,NORMAL
ALT-000751,OT-00096,PLT-01,2026-09-04T01:38:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000752,OT-01631,PLT-15,2026-09-21T15:32:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,DEGRADED
ALT-000753,OT-00117,PLT-02,2026-09-07T06:33:00,UNEXPECTED_WRITE,CRITICAL,SUPPRESSED,UNKNOWN
ALT-000754,OT-01358,PLT-13,2026-09-09T07:08:00,NEW_DEVICE,HIGH,TRIAGED,DEGRADED
ALT-000755,OT-00301,PLT-03,2026-09-03T17:40:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,NORMAL
ALT-000756,OT-01718,PLT-16,2026-09-01T22:40:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000757,OT-01273,PLT-12,2026-09-25T05:26:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000758,OT-01450,PLT-14,2026-09-17T23:03:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-000759,OT-00956,PLT-09,2026-09-08T06:01:00,NEW_DEVICE,MEDIUM,CLOSED,UNKNOWN
ALT-000760,OT-01950,PLT-18,2026-09-03T23:12:00,AUTH_ANOMALY,MEDIUM,SUPPRESSED,NORMAL
ALT-000761,OT-01469,PLT-14,2026-10-05T16:29:00,PROTOCOL_ANOMALY,HIGH,CLOSED,UNKNOWN
ALT-000762,OT-01852,PLT-17,2026-09-10T12:22:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000763,OT-01295,PLT-12,2026-09-24T02:06:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000764,OT-01788,PLT-17,2026-09-03T00:33:00,PROTOCOL_ANOMALY,HIGH,OPEN,NORMAL
ALT-000765,OT-00119,PLT-02,2026-09-24T12:04:00,NEW_DEVICE,HIGH,TRIAGED,UNKNOWN
ALT-000766,OT-01168,PLT-11,2026-09-13T21:09:00,PROTOCOL_ANOMALY,HIGH,CLOSED,UNKNOWN
ALT-000767,OT-00188,PLT-02,2026-09-14T01:57:00,CONFIG_DRIFT,LOW,CLOSED,UNKNOWN
ALT-000768,OT-00891,PLT-09,2026-09-03T08:27:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-000769,OT-01336,PLT-13,2026-09-07T04:23:00,NEW_DEVICE,LOW,SUPPRESSED,UNKNOWN
ALT-000770,OT-00067,PLT-01,2026-09-08T22:19:00,CONFIG_DRIFT,MEDIUM,OPEN,UNKNOWN
ALT-000771,OT-00500,PLT-05,2026-09-29T04:27:00,UNEXPECTED_WRITE,HIGH,OPEN,UNKNOWN
ALT-000772,OT-00969,PLT-09,2026-09-02T07:02:00,MALWARE_SIGNAL,HIGH,OPEN,DEGRADED
ALT-000773,OT-01851,PLT-17,2026-09-25T18:09:00,MALWARE_SIGNAL,HIGH,OPEN,UNKNOWN
ALT-000774,OT-01263,PLT-12,2026-09-12T18:32:00,CONFIG_DRIFT,MEDIUM,CLOSED,DEGRADED
ALT-000775,OT-00919,PLT-09,2026-10-01T05:23:00,MALWARE_SIGNAL,HIGH,SUPPRESSED,UNKNOWN
ALT-000776,OT-00885,PLT-09,2026-09-16T23:07:00,MALWARE_SIGNAL,HIGH,CLOSED,UNKNOWN
ALT-000777,OT-00591,PLT-06,2026-09-02T06:57:00,CONFIG_DRIFT,HIGH,CLOSED,UNKNOWN
ALT-000778,OT-00247,PLT-03,2026-09-23T02:53:00,POLICY_VIOLATION,HIGH,SUPPRESSED,UNKNOWN
ALT-000779,OT-00223,PLT-03,2026-09-20T08:32:00,UNEXPECTED_WRITE,CRITICAL,CLOSED,UNKNOWN
ALT-000780,OT-01544,PLT-14,2026-09-10T03:50:00,CONFIG_DRIFT,MEDIUM,SUPPRESSED,NORMAL
ALT-000781,OT-00484,PLT-05,2026-09-08T23:55:00,POLICY_VIOLATION,MEDIUM,CLOSED,UNKNOWN
ALT-000782,OT-00458,PLT-05,2026-09-12T21:35:00,NEW_DEVICE,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000783,OT-00006,PLT-01,2026-09-28T08:05:00,PROTOCOL_ANOMALY,MEDIUM,CLOSED,UNKNOWN
ALT-000784,OT-01340,PLT-13,2026-09-18T14:08:00,AUTH_ANOMALY,HIGH,OPEN,UNKNOWN
ALT-000785,OT-01135,PLT-11,2026-09-17T16:35:00,CONFIG_DRIFT,MEDIUM,CLOSED,UNKNOWN
ALT-000786,OT-00727,PLT-07,2026-09-07T23:17:00,NEW_DEVICE,LOW,OPEN,UNKNOWN
ALT-000787,OT-00006,PLT-01,2026-09-07T03:59:00,POLICY_VIOLATION,HIGH,TRIAGED,UNKNOWN
ALT-000788,OT-00512,PLT-05,2026-09-11T13:06:00,NEW_DEVICE,HIGH,TRIAGED,NORMAL
ALT-000789,OT-01244,PLT-12,2026-10-02T14:20:00,POLICY_VIOLATION,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000790,OT-00194,PLT-02,2026-09-06T00:37:00,AUTH_ANOMALY,MEDIUM,TRIAGED,NORMAL
ALT-000791,OT-01923,PLT-18,2026-09-13T08:08:00,MALWARE_SIGNAL,MEDIUM,CLOSED,MAINTENANCE_WINDOW
ALT-000792,OT-01564,PLT-15,2026-09-29T00:18:00,PROTOCOL_ANOMALY,HIGH,SUPPRESSED,UNKNOWN
ALT-000793,OT-00122,PLT-02,2026-09-26T23:34:00,MALWARE_SIGNAL,LOW,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000794,OT-01095,PLT-10,2026-09-17T11:37:00,POLICY_VIOLATION,LOW,OPEN,NORMAL
ALT-000795,OT-01060,PLT-10,2026-09-13T14:08:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000796,OT-00017,PLT-01,2026-09-16T22:18:00,AUTH_ANOMALY,CRITICAL,SUPPRESSED,UNKNOWN
ALT-000797,OT-00433,PLT-04,2026-10-04T08:32:00,MALWARE_SIGNAL,MEDIUM,TRIAGED,NORMAL
ALT-000798,OT-01351,PLT-13,2026-09-30T16:29:00,PROTOCOL_ANOMALY,LOW,CLOSED,UNKNOWN
ALT-000799,OT-00605,PLT-06,2026-09-13T16:03:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-000800,OT-00983,PLT-09,2026-09-26T02:55:00,UNEXPECTED_WRITE,LOW,SUPPRESSED,UNKNOWN
ALT-000801,OT-01673,PLT-16,2026-09-08T17:16:00,MALWARE_SIGNAL,MEDIUM,CLOSED,UNKNOWN
ALT-000802,OT-01060,PLT-10,2026-09-30T23:14:00,NEW_DEVICE,HIGH,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000803,OT-01679,PLT-16,2026-09-24T06:48:00,UNEXPECTED_WRITE,LOW,CLOSED,UNKNOWN
ALT-000804,OT-00561,PLT-06,2026-09-21T13:20:00,CONFIG_DRIFT,MEDIUM,TRIAGED,UNKNOWN
ALT-000805,OT-00454,PLT-05,2026-09-07T18:22:00,UNEXPECTED_WRITE,CRITICAL,OPEN,UNKNOWN
ALT-000806,OT-01424,PLT-13,2026-09-21T03:55:00,POLICY_VIOLATION,MEDIUM,CLOSED,UNKNOWN
ALT-000807,OT-00925,PLT-09,2026-09-09T21:12:00,UNEXPECTED_WRITE,MEDIUM,SUPPRESSED,DEGRADED
ALT-000808,OT-01156,PLT-11,2026-09-17T19:01:00,UNEXPECTED_WRITE,MEDIUM,SUPPRESSED,DEGRADED
ALT-000809,OT-00102,PLT-01,2026-09-23T16:05:00,NEW_DEVICE,MEDIUM,CLOSED,UNKNOWN
ALT-000810,OT-00208,PLT-03,2026-09-07T22:23:00,AUTH_ANOMALY,MEDIUM,TRIAGED,DEGRADED
ALT-000811,OT-01420,PLT-13,2026-09-23T11:24:00,MALWARE_SIGNAL,HIGH,CLOSED,UNKNOWN
ALT-000812,OT-00007,PLT-01,2026-10-04T14:07:00,MALWARE_SIGNAL,MEDIUM,SUPPRESSED,UNKNOWN
ALT-000813,OT-01946,PLT-18,2026-09-14T10:17:00,POLICY_VIOLATION,LOW,TRIAGED,UNKNOWN
ALT-000814,OT-01884,PLT-17,2026-09-13T01:31:00,CONFIG_DRIFT,CRITICAL,CLOSED,MAINTENANCE_WINDOW
ALT-000815,OT-01183,PLT-11,2026-09-24T08:27:00,CONFIG_DRIFT,CRITICAL,SUPPRESSED,NORMAL
ALT-000816,OT-00013,PLT-01,2026-09-17T09:47:00,PROTOCOL_ANOMALY,MEDIUM,OPEN,NORMAL
ALT-000817,OT-01076,PLT-10,2026-09-20T16:39:00,NEW_DEVICE,HIGH,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000818,OT-00278,PLT-03,2026-09-16T11:46:00,POLICY_VIOLATION,HIGH,SUPPRESSED,UNKNOWN
ALT-000819,OT-00249,PLT-03,2026-09-02T10:30:00,AUTH_ANOMALY,MEDIUM,TRIAGED,UNKNOWN
ALT-000820,OT-00353,PLT-04,2026-09-15T09:46:00,CONFIG_DRIFT,LOW,OPEN,UNKNOWN
ALT-000821,OT-00672,PLT-07,2026-09-13T09:36:00,NEW_DEVICE,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000822,OT-01547,PLT-14,2026-09-22T16:51:00,PROTOCOL_ANOMALY,MEDIUM,SUPPRESSED,MAINTENANCE_WINDOW
ALT-000823,OT-01653,PLT-15,2026-09-06T20:28:00,MALWARE_SIGNAL,MEDIUM,OPEN,MAINTENANCE_WINDOW
ALT-000824,OT-01804,PLT-17,2026-10-01T18:29:00,NEW_DEVICE,LOW,OPEN,UNKNOWN
ALT-000825,OT-01640,PLT-15,2026-09-12T17:41:00,CONFIG_DRIFT,LOW,OPEN,UNKNOWN
ALT-000826,OT-00950,PLT-09,2026-09-01T22:55:00,UNEXPECTED_WRITE,HIGH,CLOSED,UNKNOWN
ALT-000827,OT-01818,PLT-17,2026-09-22T12:33:00,POLICY_VIOLATION,MEDIUM,OPEN,MAINTENANCE_WINDOW
ALT-000828,OT-00894,PLT-09,2026-09-19T10:43:00,NEW_DEVICE,MEDIUM,TRIAGED,DEGRADED
ALT-000829,OT-01579,PLT-15,2026-09-03T13:50:00,NEW_DEVICE,LOW,CLOSED,DEGRADED
ALT-000830,OT-00383,PLT-04,2026-09-27T09:43:00,NEW_DEVICE,HIGH,OPEN,NORMAL
