barrier_id,plant_id,unit_id,barrier_type,state,proof_test_status,bypass_authorized
PLT-11-SAFE-12,PLT-11,PLT-11-U05,ALARM,BYPASSED,CURRENT,NO
PLT-11-SAFE-13,PLT-11,PLT-11-U05,RELIEF,ACTIVE,CURRENT,YES
PLT-11-SAFE-14,PLT-11,PLT-11-U06,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-11-SAFE-15,PLT-11,PLT-11-U06,INTERLOCK,ACTIVE,CURRENT,NO
PLT-11-SAFE-16,PLT-11,PLT-11-U04,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-11-SAFE-17,PLT-11,PLT-11-U10,RELIEF,ACTIVE,DUE,YES
PLT-11-SAFE-18,PLT-11,PLT-11-U02,ALARM,ACTIVE,CURRENT,NO
PLT-11-SAFE-19,PLT-11,PLT-11-U05,ALARM,ACTIVE,CURRENT,NO
PLT-11-SAFE-20,PLT-11,PLT-11-U10,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-11-SAFE-21,PLT-11,PLT-11-U10,ALARM,ACTIVE,CURRENT,YES
PLT-11-SAFE-22,PLT-11,PLT-11-U09,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-11-SAFE-23,PLT-11,PLT-11-U01,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-11-SAFE-24,PLT-11,PLT-11-U02,PERMISSIVE,ACTIVE,OVERDUE,YES
PLT-11-SAFE-25,PLT-11,PLT-11-U07,RELIEF,ACTIVE,CURRENT,YES
PLT-12-SAFE-01,PLT-12,PLT-12-U12,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-12-SAFE-02,PLT-12,PLT-12-U08,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-03,PLT-12,PLT-12-U07,INTERLOCK,ACTIVE,OVERDUE,NO
PLT-12-SAFE-04,PLT-12,PLT-12-U09,RELIEF,ACTIVE,CURRENT,YES
PLT-12-SAFE-05,PLT-12,PLT-12-U01,ALARM,ACTIVE,CURRENT,YES
PLT-12-SAFE-06,PLT-12,PLT-12-U07,INTERLOCK,DEGRADED,CURRENT,YES
PLT-12-SAFE-07,PLT-12,PLT-12-U03,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-08,PLT-12,PLT-12-U01,RELIEF,ACTIVE,CURRENT,NO
PLT-12-SAFE-09,PLT-12,PLT-12-U10,INTERLOCK,BYPASSED,CURRENT,NO
PLT-12-SAFE-10,PLT-12,PLT-12-U04,SIS_TRIP,BYPASSED,CURRENT,YES
PLT-12-SAFE-11,PLT-12,PLT-12-U06,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-12,PLT-12,PLT-12-U04,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-13,PLT-12,PLT-12-U07,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-14,PLT-12,PLT-12-U11,RELIEF,ACTIVE,CURRENT,NO
PLT-12-SAFE-15,PLT-12,PLT-12-U11,ALARM,ACTIVE,CURRENT,NO
PLT-12-SAFE-16,PLT-12,PLT-12-U03,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-12-SAFE-17,PLT-12,PLT-12-U10,RELIEF,DEGRADED,CURRENT,NO
PLT-12-SAFE-18,PLT-12,PLT-12-U09,RELIEF,ACTIVE,CURRENT,NO
PLT-12-SAFE-19,PLT-12,PLT-12-U11,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-12-SAFE-20,PLT-12,PLT-12-U06,PERMISSIVE,ACTIVE,DUE,YES
PLT-12-SAFE-21,PLT-12,PLT-12-U02,SIS_TRIP,ACTIVE,OVERDUE,NO
PLT-12-SAFE-22,PLT-12,PLT-12-U10,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-12-SAFE-23,PLT-12,PLT-12-U01,RELIEF,ACTIVE,CURRENT,YES
PLT-12-SAFE-24,PLT-12,PLT-12-U06,PERMISSIVE,ACTIVE,OVERDUE,NO
PLT-12-SAFE-25,PLT-12,PLT-12-U12,PERMISSIVE,ACTIVE,OVERDUE,UNKNOWN
PLT-13-SAFE-01,PLT-13,PLT-13-U08,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-13-SAFE-02,PLT-13,PLT-13-U11,RELIEF,ACTIVE,CURRENT,NO
PLT-13-SAFE-03,PLT-13,PLT-13-U02,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-13-SAFE-04,PLT-13,PLT-13-U11,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-13-SAFE-05,PLT-13,PLT-13-U04,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-13-SAFE-06,PLT-13,PLT-13-U07,ALARM,ACTIVE,CURRENT,YES
PLT-13-SAFE-07,PLT-13,PLT-13-U04,SIS_TRIP,ACTIVE,OVERDUE,YES
PLT-13-SAFE-08,PLT-13,PLT-13-U03,PERMISSIVE,BYPASSED,CURRENT,UNKNOWN
PLT-13-SAFE-09,PLT-13,PLT-13-U12,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-13-SAFE-10,PLT-13,PLT-13-U04,RELIEF,ACTIVE,OVERDUE,YES
PLT-13-SAFE-11,PLT-13,PLT-13-U09,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-13-SAFE-12,PLT-13,PLT-13-U03,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-13-SAFE-13,PLT-13,PLT-13-U11,RELIEF,ACTIVE,CURRENT,NO
PLT-13-SAFE-14,PLT-13,PLT-13-U07,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-13-SAFE-15,PLT-13,PLT-13-U11,ALARM,ACTIVE,CURRENT,YES
PLT-13-SAFE-16,PLT-13,PLT-13-U06,INTERLOCK,ACTIVE,CURRENT,YES
PLT-13-SAFE-17,PLT-13,PLT-13-U06,SIS_TRIP,ACTIVE,OVERDUE,NO
PLT-13-SAFE-18,PLT-13,PLT-13-U11,INTERLOCK,ACTIVE,CURRENT,NO
PLT-13-SAFE-19,PLT-13,PLT-13-U06,ALARM,BYPASSED,CURRENT,NO
PLT-13-SAFE-20,PLT-13,PLT-13-U10,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-13-SAFE-21,PLT-13,PLT-13-U12,ALARM,BYPASSED,CURRENT,YES
PLT-13-SAFE-22,PLT-13,PLT-13-U05,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-13-SAFE-23,PLT-13,PLT-13-U03,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-13-SAFE-24,PLT-13,PLT-13-U09,RELIEF,ACTIVE,OVERDUE,YES
PLT-13-SAFE-25,PLT-13,PLT-13-U09,SIS_TRIP,DEGRADED,CURRENT,NO
PLT-14-SAFE-01,PLT-14,PLT-14-U02,RELIEF,DEGRADED,DUE,YES
PLT-14-SAFE-02,PLT-14,PLT-14-U10,ALARM,ACTIVE,CURRENT,YES
PLT-14-SAFE-03,PLT-14,PLT-14-U01,SIS_TRIP,ACTIVE,CURRENT,YES
PLT-14-SAFE-04,PLT-14,PLT-14-U06,INTERLOCK,BYPASSED,OVERDUE,UNKNOWN
PLT-14-SAFE-05,PLT-14,PLT-14-U06,INTERLOCK,ACTIVE,CURRENT,NO
PLT-14-SAFE-06,PLT-14,PLT-14-U03,RELIEF,ACTIVE,CURRENT,NO
PLT-14-SAFE-07,PLT-14,PLT-14-U11,RELIEF,ACTIVE,CURRENT,NO
PLT-14-SAFE-08,PLT-14,PLT-14-U08,PERMISSIVE,ACTIVE,DUE,UNKNOWN
PLT-14-SAFE-09,PLT-14,PLT-14-U09,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-10,PLT-14,PLT-14-U04,INTERLOCK,ACTIVE,CURRENT,YES
PLT-14-SAFE-11,PLT-14,PLT-14-U06,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-12,PLT-14,PLT-14-U04,RELIEF,ACTIVE,CURRENT,NO
PLT-14-SAFE-13,PLT-14,PLT-14-U06,INTERLOCK,DEGRADED,CURRENT,YES
PLT-14-SAFE-14,PLT-14,PLT-14-U12,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-15,PLT-14,PLT-14-U08,ALARM,ACTIVE,OVERDUE,UNKNOWN
PLT-14-SAFE-16,PLT-14,PLT-14-U01,PERMISSIVE,BYPASSED,CURRENT,UNKNOWN
PLT-14-SAFE-17,PLT-14,PLT-14-U12,ALARM,DEGRADED,CURRENT,NO
PLT-14-SAFE-18,PLT-14,PLT-14-U10,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-14-SAFE-19,PLT-14,PLT-14-U08,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-20,PLT-14,PLT-14-U10,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-21,PLT-14,PLT-14-U04,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-14-SAFE-22,PLT-14,PLT-14-U06,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-14-SAFE-23,PLT-14,PLT-14-U08,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-24,PLT-14,PLT-14-U08,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-14-SAFE-25,PLT-14,PLT-14-U09,ALARM,BYPASSED,CURRENT,YES
PLT-15-SAFE-01,PLT-15,PLT-15-U04,ALARM,BYPASSED,CURRENT,UNKNOWN
PLT-15-SAFE-02,PLT-15,PLT-15-U05,RELIEF,ACTIVE,CURRENT,YES
PLT-15-SAFE-03,PLT-15,PLT-15-U12,ALARM,ACTIVE,CURRENT,NO
PLT-15-SAFE-04,PLT-15,PLT-15-U07,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-15-SAFE-05,PLT-15,PLT-15-U06,PERMISSIVE,ACTIVE,OVERDUE,NO
PLT-15-SAFE-06,PLT-15,PLT-15-U04,ALARM,ACTIVE,CURRENT,NO
PLT-15-SAFE-07,PLT-15,PLT-15-U12,INTERLOCK,ACTIVE,DUE,NO
PLT-15-SAFE-08,PLT-15,PLT-15-U11,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-15-SAFE-09,PLT-15,PLT-15-U03,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-15-SAFE-10,PLT-15,PLT-15-U06,ALARM,ACTIVE,CURRENT,NO
PLT-15-SAFE-11,PLT-15,PLT-15-U03,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-15-SAFE-12,PLT-15,PLT-15-U03,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-15-SAFE-13,PLT-15,PLT-15-U01,ALARM,ACTIVE,DUE,UNKNOWN
PLT-15-SAFE-14,PLT-15,PLT-15-U10,RELIEF,ACTIVE,CURRENT,YES
PLT-15-SAFE-15,PLT-15,PLT-15-U06,RELIEF,ACTIVE,CURRENT,NO
PLT-15-SAFE-16,PLT-15,PLT-15-U12,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-15-SAFE-17,PLT-15,PLT-15-U09,RELIEF,ACTIVE,CURRENT,YES
PLT-15-SAFE-18,PLT-15,PLT-15-U05,INTERLOCK,ACTIVE,CURRENT,YES
PLT-15-SAFE-19,PLT-15,PLT-15-U03,INTERLOCK,DEGRADED,OVERDUE,UNKNOWN
PLT-15-SAFE-20,PLT-15,PLT-15-U07,INTERLOCK,BYPASSED,CURRENT,YES
PLT-15-SAFE-21,PLT-15,PLT-15-U03,ALARM,ACTIVE,CURRENT,NO
PLT-15-SAFE-22,PLT-15,PLT-15-U10,PERMISSIVE,ACTIVE,OVERDUE,YES
PLT-15-SAFE-23,PLT-15,PLT-15-U03,INTERLOCK,ACTIVE,CURRENT,YES
PLT-15-SAFE-24,PLT-15,PLT-15-U12,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-15-SAFE-25,PLT-15,PLT-15-U03,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-01,PLT-16,PLT-16-U11,RELIEF,ACTIVE,CURRENT,YES
PLT-16-SAFE-02,PLT-16,PLT-16-U03,ALARM,DEGRADED,CURRENT,NO
PLT-16-SAFE-03,PLT-16,PLT-16-U06,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-16-SAFE-04,PLT-16,PLT-16-U03,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-05,PLT-16,PLT-16-U03,ALARM,DEGRADED,CURRENT,NO
PLT-16-SAFE-06,PLT-16,PLT-16-U01,INTERLOCK,DEGRADED,CURRENT,YES
PLT-16-SAFE-07,PLT-16,PLT-16-U12,ALARM,ACTIVE,DUE,NO
PLT-16-SAFE-08,PLT-16,PLT-16-U08,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-09,PLT-16,PLT-16-U07,INTERLOCK,ACTIVE,CURRENT,NO
PLT-16-SAFE-10,PLT-16,PLT-16-U01,INTERLOCK,ACTIVE,CURRENT,YES
PLT-16-SAFE-11,PLT-16,PLT-16-U06,ALARM,ACTIVE,CURRENT,NO
PLT-16-SAFE-12,PLT-16,PLT-16-U01,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-13,PLT-16,PLT-16-U04,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-14,PLT-16,PLT-16-U12,INTERLOCK,ACTIVE,CURRENT,NO
PLT-16-SAFE-15,PLT-16,PLT-16-U11,INTERLOCK,ACTIVE,CURRENT,NO
PLT-16-SAFE-16,PLT-16,PLT-16-U04,RELIEF,ACTIVE,CURRENT,YES
PLT-16-SAFE-17,PLT-16,PLT-16-U11,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-18,PLT-16,PLT-16-U01,ALARM,ACTIVE,CURRENT,YES
PLT-16-SAFE-19,PLT-16,PLT-16-U09,SIS_TRIP,DEGRADED,DUE,UNKNOWN
PLT-16-SAFE-20,PLT-16,PLT-16-U02,SIS_TRIP,ACTIVE,CURRENT,NO
PLT-16-SAFE-21,PLT-16,PLT-16-U05,PERMISSIVE,ACTIVE,OVERDUE,UNKNOWN
PLT-16-SAFE-22,PLT-16,PLT-16-U06,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-23,PLT-16,PLT-16-U06,INTERLOCK,DEGRADED,DUE,UNKNOWN
PLT-16-SAFE-24,PLT-16,PLT-16-U06,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-16-SAFE-25,PLT-16,PLT-16-U02,INTERLOCK,ACTIVE,CURRENT,YES
PLT-17-SAFE-01,PLT-17,PLT-17-U10,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-17-SAFE-02,PLT-17,PLT-17-U01,INTERLOCK,ACTIVE,OVERDUE,UNKNOWN
PLT-17-SAFE-03,PLT-17,PLT-17-U03,RELIEF,ACTIVE,CURRENT,NO
PLT-17-SAFE-04,PLT-17,PLT-17-U11,ALARM,ACTIVE,CURRENT,NO
PLT-17-SAFE-05,PLT-17,PLT-17-U04,RELIEF,DEGRADED,CURRENT,UNKNOWN
PLT-17-SAFE-06,PLT-17,PLT-17-U07,RELIEF,ACTIVE,CURRENT,YES
PLT-17-SAFE-07,PLT-17,PLT-17-U12,ALARM,ACTIVE,CURRENT,YES
PLT-17-SAFE-08,PLT-17,PLT-17-U07,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-17-SAFE-09,PLT-17,PLT-17-U11,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-17-SAFE-10,PLT-17,PLT-17-U11,ALARM,ACTIVE,CURRENT,YES
PLT-17-SAFE-11,PLT-17,PLT-17-U03,RELIEF,ACTIVE,CURRENT,YES
PLT-17-SAFE-12,PLT-17,PLT-17-U06,ALARM,BYPASSED,OVERDUE,UNKNOWN
PLT-17-SAFE-13,PLT-17,PLT-17-U11,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-17-SAFE-14,PLT-17,PLT-17-U03,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-17-SAFE-15,PLT-17,PLT-17-U06,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-17-SAFE-16,PLT-17,PLT-17-U07,INTERLOCK,ACTIVE,CURRENT,NO
PLT-17-SAFE-17,PLT-17,PLT-17-U02,INTERLOCK,BYPASSED,DUE,YES
PLT-17-SAFE-18,PLT-17,PLT-17-U07,RELIEF,ACTIVE,CURRENT,NO
PLT-17-SAFE-19,PLT-17,PLT-17-U05,SIS_TRIP,ACTIVE,CURRENT,YES
PLT-17-SAFE-20,PLT-17,PLT-17-U11,INTERLOCK,ACTIVE,CURRENT,NO
PLT-17-SAFE-21,PLT-17,PLT-17-U06,INTERLOCK,ACTIVE,OVERDUE,YES
PLT-17-SAFE-22,PLT-17,PLT-17-U09,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-17-SAFE-23,PLT-17,PLT-17-U06,PERMISSIVE,ACTIVE,OVERDUE,NO
PLT-17-SAFE-24,PLT-17,PLT-17-U05,SIS_TRIP,ACTIVE,CURRENT,YES
PLT-17-SAFE-25,PLT-17,PLT-17-U02,ALARM,ACTIVE,CURRENT,NO
PLT-18-SAFE-01,PLT-18,PLT-18-U05,INTERLOCK,BYPASSED,CURRENT,YES
PLT-18-SAFE-02,PLT-18,PLT-18-U03,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-03,PLT-18,PLT-18-U12,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-04,PLT-18,PLT-18-U06,PERMISSIVE,ACTIVE,CURRENT,NO
PLT-18-SAFE-05,PLT-18,PLT-18-U08,RELIEF,ACTIVE,CURRENT,NO
PLT-18-SAFE-06,PLT-18,PLT-18-U01,PERMISSIVE,ACTIVE,DUE,YES
PLT-18-SAFE-07,PLT-18,PLT-18-U05,ALARM,ACTIVE,CURRENT,NO
PLT-18-SAFE-08,PLT-18,PLT-18-U04,SIS_TRIP,ACTIVE,CURRENT,YES
PLT-18-SAFE-09,PLT-18,PLT-18-U10,SIS_TRIP,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-10,PLT-18,PLT-18-U02,ALARM,ACTIVE,DUE,YES
PLT-18-SAFE-11,PLT-18,PLT-18-U03,ALARM,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-12,PLT-18,PLT-18-U05,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-13,PLT-18,PLT-18-U11,INTERLOCK,ACTIVE,CURRENT,NO
PLT-18-SAFE-14,PLT-18,PLT-18-U10,RELIEF,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-15,PLT-18,PLT-18-U07,RELIEF,ACTIVE,CURRENT,YES
PLT-18-SAFE-16,PLT-18,PLT-18-U09,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-17,PLT-18,PLT-18-U07,PERMISSIVE,DEGRADED,CURRENT,UNKNOWN
PLT-18-SAFE-18,PLT-18,PLT-18-U04,INTERLOCK,ACTIVE,CURRENT,NO
PLT-18-SAFE-19,PLT-18,PLT-18-U09,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-20,PLT-18,PLT-18-U03,INTERLOCK,ACTIVE,CURRENT,YES
PLT-18-SAFE-21,PLT-18,PLT-18-U06,PERMISSIVE,ACTIVE,CURRENT,YES
PLT-18-SAFE-22,PLT-18,PLT-18-U06,INTERLOCK,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-23,PLT-18,PLT-18-U06,RELIEF,ACTIVE,OVERDUE,YES
PLT-18-SAFE-24,PLT-18,PLT-18-U09,PERMISSIVE,ACTIVE,CURRENT,UNKNOWN
PLT-18-SAFE-25,PLT-18,PLT-18-U12,PERMISSIVE,BYPASSED,CURRENT,NO
