plant_id,source_asset,target_asset,protocol,approved_path,observed_last_24h,documented
PLT-02,OT-00131,OT-00135,PROFINET,YES,YES,YES
PLT-02,OT-00193,OT-00199,PROFINET,UNKNOWN,NO,YES
PLT-02,OT-00167,OT-00145,DNP3,YES,YES,YES
PLT-02,OT-00184,OT-00164,OPC_DA,YES,YES,YES
PLT-02,OT-00118,OT-00151,VendorSerial,YES,YES,YES
PLT-02,OT-00106,OT-00163,IEC61850,YES,NO,YES
PLT-02,OT-00175,OT-00183,PROFIBUS,YES,YES,YES
PLT-02,OT-00116,OT-00150,PROFINET,NO,YES,NO
PLT-02,OT-00171,OT-00129,ModbusTCP,YES,YES,YES
PLT-02,OT-00193,OT-00188,PROFIBUS,YES,YES,YES
PLT-02,OT-00131,OT-00145,OPC_UA,YES,YES,YES
PLT-02,OT-00148,OT-00112,DNP3,YES,YES,NO
PLT-03,OT-00300,OT-00301,EtherNetIP,YES,YES,YES
PLT-03,OT-00304,OT-00289,OPC_DA,UNKNOWN,NO,YES
PLT-03,OT-00224,OT-00221,OPC_DA,YES,YES,YES
PLT-03,OT-00254,OT-00311,ModbusTCP,YES,YES,YES
PLT-03,OT-00296,OT-00228,ModbusTCP,YES,YES,NO
PLT-03,OT-00249,OT-00273,VendorSerial,YES,NO,YES
PLT-03,OT-00272,OT-00282,VendorSerial,YES,YES,NO
PLT-03,OT-00251,OT-00214,DNP3,YES,YES,YES
PLT-03,OT-00301,OT-00248,IEC104,YES,NO,YES
PLT-03,OT-00218,OT-00248,OPC_UA,YES,NO,NO
PLT-03,OT-00234,OT-00246,PROFINET,YES,YES,YES
PLT-03,OT-00273,OT-00257,OPC_DA,YES,YES,YES
PLT-03,OT-00257,OT-00278,ModbusTCP,YES,YES,NO
PLT-03,OT-00305,OT-00234,VendorSerial,YES,YES,NO
PLT-03,OT-00215,OT-00233,VendorSerial,YES,YES,YES
PLT-03,OT-00255,OT-00257,EtherNetIP,YES,YES,YES
PLT-03,OT-00300,OT-00235,IEC61850,YES,YES,NO
PLT-03,OT-00253,OT-00220,EtherNetIP,UNKNOWN,NO,YES
PLT-03,OT-00211,OT-00231,IEC104,YES,NO,YES
PLT-03,OT-00301,OT-00311,DNP3,NO,YES,YES
PLT-03,OT-00216,OT-00271,ModbusTCP,UNKNOWN,YES,YES
PLT-03,OT-00238,OT-00236,PROFINET,NO,YES,YES
PLT-03,OT-00309,OT-00286,IEC104,YES,YES,YES
PLT-03,OT-00260,OT-00209,IEC104,NO,YES,YES
PLT-03,OT-00293,OT-00273,DNP3,YES,NO,YES
PLT-03,OT-00257,OT-00229,OPC_UA,YES,YES,YES
PLT-03,OT-00315,OT-00213,VendorSerial,YES,YES,NO
PLT-03,OT-00269,OT-00214,DNP3,NO,NO,YES
PLT-03,OT-00217,OT-00305,OPC_UA,YES,YES,YES
PLT-03,OT-00260,OT-00221,ModbusTCP,YES,YES,NO
PLT-03,OT-00261,OT-00321,OPC_DA,YES,YES,NO
PLT-03,OT-00224,OT-00287,OPC_UA,YES,YES,YES
PLT-03,OT-00306,OT-00298,VendorSerial,YES,YES,YES
PLT-03,OT-00251,OT-00224,PROFINET,YES,YES,YES
PLT-03,OT-00237,OT-00267,DNP3,NO,YES,YES
PLT-03,OT-00311,OT-00300,PROFINET,YES,NO,YES
PLT-03,OT-00310,OT-00281,OPC_DA,YES,YES,YES
PLT-03,OT-00320,OT-00292,VendorSerial,YES,YES,YES
PLT-03,OT-00223,OT-00230,DNP3,YES,YES,YES
PLT-03,OT-00311,OT-00209,DNP3,YES,YES,NO
PLT-03,OT-00226,OT-00314,IEC104,YES,YES,NO
PLT-03,OT-00245,OT-00234,IEC61850,YES,NO,NO
PLT-03,OT-00276,OT-00232,ModbusTCP,YES,YES,YES
PLT-03,OT-00237,OT-00302,IEC104,YES,NO,YES
PLT-03,OT-00277,OT-00280,ModbusTCP,YES,YES,NO
PLT-03,OT-00246,OT-00212,EtherNetIP,YES,NO,NO
PLT-03,OT-00263,OT-00281,OPC_UA,YES,YES,YES
PLT-03,OT-00257,OT-00318,ModbusTCP,YES,NO,YES
PLT-03,OT-00254,OT-00298,ModbusTCP,YES,NO,NO
PLT-03,OT-00211,OT-00275,PROFIBUS,YES,YES,YES
PLT-03,OT-00219,OT-00230,DNP3,NO,YES,NO
PLT-03,OT-00280,OT-00289,OPC_UA,YES,NO,NO
PLT-03,OT-00286,OT-00209,ModbusTCP,YES,NO,YES
PLT-03,OT-00300,OT-00320,PROFIBUS,YES,NO,YES
PLT-03,OT-00272,OT-00319,VendorSerial,NO,YES,NO
PLT-03,OT-00251,OT-00209,PROFIBUS,YES,NO,NO
PLT-03,OT-00237,OT-00234,IEC61850,NO,YES,NO
PLT-03,OT-00300,OT-00214,ModbusTCP,YES,YES,YES
PLT-03,OT-00277,OT-00226,PROFIBUS,YES,YES,YES
PLT-03,OT-00214,OT-00270,IEC104,YES,NO,YES
PLT-03,OT-00221,OT-00225,IEC61850,YES,NO,YES
PLT-03,OT-00210,OT-00290,PROFINET,NO,YES,YES
PLT-03,OT-00275,OT-00235,EtherNetIP,YES,YES,YES
PLT-03,OT-00233,OT-00237,OPC_DA,UNKNOWN,YES,YES
PLT-03,OT-00268,OT-00289,ModbusTCP,YES,YES,YES
PLT-03,OT-00309,OT-00293,EtherNetIP,NO,YES,YES
PLT-03,OT-00319,OT-00277,VendorSerial,UNKNOWN,YES,YES
PLT-03,OT-00302,OT-00227,ModbusTCP,YES,YES,NO
PLT-03,OT-00317,OT-00318,DNP3,YES,YES,YES
PLT-03,OT-00235,OT-00253,VendorSerial,YES,YES,NO
PLT-03,OT-00226,OT-00240,IEC104,YES,YES,NO
PLT-03,OT-00318,OT-00275,OPC_DA,YES,YES,YES
PLT-03,OT-00264,OT-00253,PROFIBUS,YES,YES,YES
PLT-03,OT-00320,OT-00243,DNP3,YES,NO,YES
PLT-03,OT-00262,OT-00213,PROFINET,YES,YES,YES
PLT-03,OT-00221,OT-00263,PROFINET,YES,YES,YES
PLT-03,OT-00287,OT-00242,PROFIBUS,YES,YES,YES
PLT-03,OT-00224,OT-00282,DNP3,YES,YES,YES
PLT-03,OT-00269,OT-00246,DNP3,YES,YES,NO
PLT-03,OT-00292,OT-00212,OPC_UA,YES,YES,YES
PLT-03,OT-00229,OT-00292,PROFIBUS,YES,YES,YES
PLT-03,OT-00300,OT-00208,PROFINET,YES,NO,YES
PLT-03,OT-00321,OT-00269,OPC_UA,YES,YES,NO
PLT-03,OT-00238,OT-00298,DNP3,YES,NO,NO
PLT-03,OT-00255,OT-00236,OPC_DA,YES,NO,NO
PLT-03,OT-00209,OT-00211,DNP3,YES,YES,YES
PLT-03,OT-00224,OT-00308,OPC_UA,YES,YES,YES
PLT-03,OT-00211,OT-00213,EtherNetIP,YES,YES,YES
PLT-03,OT-00300,OT-00298,IEC104,UNKNOWN,NO,YES
PLT-03,OT-00277,OT-00292,IEC104,YES,YES,YES
PLT-03,OT-00312,OT-00209,IEC104,YES,YES,YES
PLT-03,OT-00234,OT-00311,PROFIBUS,YES,NO,NO
PLT-03,OT-00297,OT-00286,OPC_DA,YES,YES,YES
PLT-03,OT-00277,OT-00254,PROFIBUS,YES,YES,YES
PLT-03,OT-00274,OT-00226,OPC_DA,YES,YES,YES
PLT-03,OT-00249,OT-00315,ModbusTCP,YES,YES,YES
PLT-03,OT-00260,OT-00267,PROFIBUS,YES,YES,YES
PLT-03,OT-00315,OT-00262,IEC104,YES,YES,YES
PLT-03,OT-00218,OT-00220,IEC104,YES,YES,YES
PLT-03,OT-00276,OT-00282,OPC_UA,YES,YES,NO
PLT-03,OT-00283,OT-00289,EtherNetIP,YES,YES,YES
PLT-03,OT-00216,OT-00233,OPC_DA,YES,NO,YES
PLT-03,OT-00224,OT-00252,IEC104,YES,YES,YES
PLT-03,OT-00288,OT-00302,PROFIBUS,YES,YES,YES
PLT-03,OT-00229,OT-00314,EtherNetIP,YES,YES,YES
PLT-03,OT-00269,OT-00305,IEC104,YES,YES,NO
PLT-03,OT-00224,OT-00305,DNP3,YES,YES,YES
PLT-03,OT-00267,OT-00230,EtherNetIP,YES,YES,YES
PLT-03,OT-00296,OT-00259,PROFIBUS,YES,NO,YES
PLT-03,OT-00306,OT-00252,PROFINET,UNKNOWN,NO,YES
PLT-03,OT-00292,OT-00296,OPC_DA,YES,YES,NO
PLT-03,OT-00315,OT-00209,ModbusTCP,YES,YES,YES
PLT-03,OT-00309,OT-00231,PROFINET,YES,NO,YES
PLT-03,OT-00320,OT-00218,IEC104,YES,NO,YES
PLT-03,OT-00216,OT-00241,PROFINET,YES,YES,YES
PLT-03,OT-00304,OT-00211,DNP3,YES,YES,YES
PLT-03,OT-00266,OT-00210,ModbusTCP,YES,YES,YES
PLT-03,OT-00307,OT-00279,IEC61850,YES,NO,YES
PLT-03,OT-00226,OT-00238,VendorSerial,YES,YES,YES
PLT-03,OT-00292,OT-00291,PROFIBUS,YES,YES,YES
PLT-03,OT-00208,OT-00221,EtherNetIP,YES,YES,YES
PLT-03,OT-00297,OT-00269,IEC61850,YES,YES,NO
PLT-03,OT-00247,OT-00298,DNP3,YES,YES,NO
PLT-03,OT-00316,OT-00313,IEC61850,YES,YES,NO
PLT-03,OT-00280,OT-00230,IEC61850,YES,YES,YES
PLT-03,OT-00282,OT-00306,OPC_UA,YES,YES,YES
PLT-03,OT-00269,OT-00305,DNP3,YES,NO,NO
PLT-03,OT-00250,OT-00292,EtherNetIP,UNKNOWN,NO,NO
PLT-03,OT-00281,OT-00247,OPC_DA,YES,YES,YES
PLT-03,OT-00319,OT-00222,VendorSerial,YES,YES,YES
PLT-03,OT-00277,OT-00224,ModbusTCP,YES,YES,NO
PLT-03,OT-00312,OT-00308,IEC61850,YES,NO,NO
PLT-03,OT-00259,OT-00267,ModbusTCP,YES,YES,YES
PLT-03,OT-00299,OT-00233,EtherNetIP,YES,YES,YES
PLT-03,OT-00234,OT-00229,PROFINET,YES,YES,YES
PLT-03,OT-00321,OT-00225,EtherNetIP,YES,YES,YES
PLT-03,OT-00232,OT-00276,PROFIBUS,YES,YES,YES
PLT-03,OT-00294,OT-00284,IEC104,YES,YES,YES
PLT-03,OT-00303,OT-00265,DNP3,YES,YES,YES
PLT-03,OT-00268,OT-00228,DNP3,YES,NO,YES
PLT-03,OT-00224,OT-00225,OPC_DA,YES,NO,YES
PLT-03,OT-00271,OT-00260,ModbusTCP,YES,YES,NO
PLT-03,OT-00246,OT-00280,IEC61850,YES,YES,YES
PLT-03,OT-00320,OT-00277,IEC104,YES,YES,YES
PLT-03,OT-00283,OT-00285,VendorSerial,YES,YES,YES
PLT-03,OT-00240,OT-00225,DNP3,YES,YES,YES
PLT-03,OT-00210,OT-00270,IEC61850,YES,YES,YES
PLT-03,OT-00226,OT-00260,IEC61850,YES,YES,NO
PLT-03,OT-00295,OT-00220,VendorSerial,YES,YES,YES
PLT-03,OT-00267,OT-00318,EtherNetIP,YES,YES,NO
PLT-03,OT-00314,OT-00315,ModbusTCP,YES,NO,YES
PLT-03,OT-00269,OT-00265,DNP3,YES,YES,YES
PLT-03,OT-00249,OT-00270,PROFINET,YES,NO,YES
PLT-03,OT-00279,OT-00250,VendorSerial,YES,YES,YES
PLT-03,OT-00285,OT-00298,VendorSerial,YES,YES,YES
PLT-03,OT-00272,OT-00237,EtherNetIP,YES,NO,NO
PLT-03,OT-00222,OT-00309,OPC_UA,YES,NO,YES
PLT-03,OT-00279,OT-00251,EtherNetIP,NO,NO,YES
PLT-03,OT-00283,OT-00209,PROFIBUS,YES,YES,NO
PLT-03,OT-00228,OT-00280,PROFINET,YES,YES,YES
PLT-03,OT-00209,OT-00213,OPC_DA,YES,YES,YES
PLT-03,OT-00298,OT-00252,IEC104,NO,YES,YES
PLT-03,OT-00313,OT-00271,EtherNetIP,YES,YES,YES
PLT-03,OT-00289,OT-00288,IEC61850,YES,YES,YES
PLT-03,OT-00304,OT-00266,IEC104,YES,YES,YES
PLT-03,OT-00231,OT-00210,OPC_UA,YES,NO,YES
PLT-03,OT-00252,OT-00248,DNP3,YES,NO,YES
PLT-03,OT-00213,OT-00211,IEC104,YES,YES,YES
PLT-03,OT-00278,OT-00319,VendorSerial,YES,YES,YES
PLT-03,OT-00284,OT-00303,IEC61850,YES,NO,NO
PLT-03,OT-00266,OT-00250,EtherNetIP,YES,YES,NO
PLT-03,OT-00251,OT-00218,OPC_DA,YES,NO,NO
PLT-03,OT-00321,OT-00270,PROFINET,YES,YES,YES
PLT-03,OT-00254,OT-00215,IEC61850,YES,YES,YES
PLT-03,OT-00209,OT-00240,EtherNetIP,YES,YES,YES
PLT-03,OT-00280,OT-00235,DNP3,YES,NO,YES
PLT-03,OT-00269,OT-00216,OPC_DA,YES,NO,YES
PLT-03,OT-00228,OT-00298,EtherNetIP,YES,YES,YES
PLT-03,OT-00311,OT-00295,EtherNetIP,YES,YES,NO
PLT-03,OT-00208,OT-00303,PROFINET,YES,YES,YES
PLT-03,OT-00264,OT-00315,PROFINET,YES,YES,YES
PLT-03,OT-00309,OT-00296,OPC_DA,YES,YES,YES
PLT-03,OT-00224,OT-00219,ModbusTCP,NO,YES,NO
PLT-03,OT-00238,OT-00294,EtherNetIP,YES,YES,YES
PLT-03,OT-00305,OT-00230,PROFINET,YES,NO,NO
PLT-03,OT-00216,OT-00273,PROFINET,YES,YES,NO
PLT-03,OT-00317,OT-00215,IEC61850,YES,YES,YES
PLT-03,OT-00253,OT-00241,OPC_UA,NO,YES,YES
PLT-03,OT-00216,OT-00297,EtherNetIP,UNKNOWN,YES,YES
PLT-03,OT-00277,OT-00289,EtherNetIP,YES,YES,YES
PLT-03,OT-00306,OT-00228,PROFINET,NO,YES,NO
PLT-03,OT-00234,OT-00302,OPC_DA,YES,YES,YES
PLT-03,OT-00302,OT-00270,ModbusTCP,YES,YES,YES
PLT-03,OT-00262,OT-00216,ModbusTCP,YES,NO,YES
PLT-03,OT-00310,OT-00262,PROFINET,YES,YES,YES
PLT-03,OT-00231,OT-00259,IEC61850,YES,YES,NO
PLT-03,OT-00303,OT-00309,PROFIBUS,YES,YES,YES
PLT-03,OT-00270,OT-00266,PROFINET,YES,YES,YES
PLT-03,OT-00317,OT-00208,VendorSerial,YES,YES,YES
PLT-03,OT-00301,OT-00318,OPC_UA,YES,YES,YES
PLT-03,OT-00295,OT-00267,DNP3,YES,NO,NO
PLT-03,OT-00295,OT-00245,IEC104,YES,NO,YES
PLT-03,OT-00230,OT-00222,IEC104,YES,YES,NO
PLT-03,OT-00248,OT-00215,IEC104,YES,YES,YES
PLT-03,OT-00286,OT-00301,PROFINET,NO,YES,NO
PLT-03,OT-00284,OT-00219,OPC_UA,NO,NO,NO
PLT-03,OT-00232,OT-00229,PROFINET,YES,YES,NO
PLT-03,OT-00274,OT-00252,ModbusTCP,YES,YES,NO
PLT-03,OT-00227,OT-00307,OPC_UA,UNKNOWN,NO,YES
PLT-03,OT-00248,OT-00236,PROFIBUS,YES,YES,YES
PLT-04,OT-00324,OT-00354,VendorSerial,YES,YES,YES
PLT-04,OT-00327,OT-00368,VendorSerial,YES,YES,YES
PLT-04,OT-00374,OT-00369,OPC_DA,YES,YES,YES
PLT-04,OT-00351,OT-00358,OPC_DA,YES,YES,YES
PLT-04,OT-00356,OT-00419,ModbusTCP,YES,NO,YES
PLT-04,OT-00326,OT-00378,OPC_UA,YES,YES,YES
PLT-04,OT-00338,OT-00331,IEC104,YES,NO,YES
PLT-04,OT-00428,OT-00331,ModbusTCP,UNKNOWN,YES,NO
PLT-04,OT-00332,OT-00377,EtherNetIP,YES,YES,YES
PLT-04,OT-00425,OT-00424,OPC_DA,YES,NO,NO
PLT-04,OT-00399,OT-00369,ModbusTCP,YES,NO,NO
PLT-04,OT-00361,OT-00433,ModbusTCP,YES,YES,YES
PLT-04,OT-00379,OT-00412,DNP3,YES,YES,YES
PLT-04,OT-00409,OT-00332,DNP3,YES,YES,YES
PLT-04,OT-00424,OT-00423,OPC_UA,YES,YES,YES
PLT-04,OT-00369,OT-00354,VendorSerial,YES,YES,NO
PLT-04,OT-00422,OT-00373,PROFINET,YES,YES,YES
PLT-04,OT-00343,OT-00429,ModbusTCP,YES,YES,YES
PLT-04,OT-00366,OT-00393,OPC_DA,YES,YES,YES
PLT-04,OT-00405,OT-00380,OPC_DA,UNKNOWN,YES,YES
PLT-04,OT-00397,OT-00433,IEC104,YES,YES,YES
PLT-04,OT-00358,OT-00366,IEC61850,YES,YES,YES
PLT-04,OT-00337,OT-00419,OPC_DA,YES,YES,YES
PLT-04,OT-00364,OT-00359,EtherNetIP,YES,YES,YES
PLT-04,OT-00384,OT-00429,EtherNetIP,YES,YES,YES
PLT-04,OT-00366,OT-00408,PROFINET,YES,NO,NO
PLT-04,OT-00355,OT-00386,DNP3,YES,YES,YES
PLT-04,OT-00360,OT-00396,DNP3,YES,YES,NO
PLT-04,OT-00382,OT-00324,PROFINET,YES,YES,YES
PLT-04,OT-00408,OT-00433,IEC104,YES,YES,NO
PLT-04,OT-00375,OT-00353,IEC61850,YES,NO,YES
PLT-04,OT-00416,OT-00397,IEC104,YES,NO,YES
PLT-04,OT-00373,OT-00340,EtherNetIP,YES,NO,YES
PLT-04,OT-00378,OT-00405,IEC61850,YES,YES,NO
PLT-04,OT-00422,OT-00347,PROFIBUS,YES,YES,YES
PLT-04,OT-00428,OT-00404,DNP3,YES,YES,NO
PLT-04,OT-00427,OT-00400,VendorSerial,UNKNOWN,YES,YES
PLT-04,OT-00324,OT-00381,PROFINET,YES,YES,YES
PLT-04,OT-00403,OT-00409,DNP3,YES,YES,NO
PLT-04,OT-00357,OT-00353,ModbusTCP,YES,YES,YES
PLT-04,OT-00399,OT-00419,ModbusTCP,YES,YES,YES
PLT-04,OT-00364,OT-00322,OPC_UA,YES,NO,YES
PLT-04,OT-00353,OT-00351,ModbusTCP,YES,YES,YES
PLT-04,OT-00414,OT-00396,ModbusTCP,NO,YES,YES
PLT-04,OT-00367,OT-00386,DNP3,YES,YES,YES
PLT-04,OT-00393,OT-00396,IEC61850,YES,YES,YES
PLT-04,OT-00384,OT-00398,IEC61850,YES,YES,YES
PLT-04,OT-00333,OT-00335,DNP3,YES,YES,YES
PLT-04,OT-00384,OT-00410,IEC104,YES,NO,YES
PLT-04,OT-00360,OT-00413,IEC61850,UNKNOWN,YES,NO
PLT-04,OT-00350,OT-00427,OPC_UA,YES,YES,YES
PLT-04,OT-00342,OT-00408,EtherNetIP,YES,YES,NO
PLT-04,OT-00412,OT-00388,EtherNetIP,NO,NO,YES
PLT-04,OT-00371,OT-00423,VendorSerial,NO,YES,YES
PLT-04,OT-00344,OT-00322,DNP3,YES,YES,YES
PLT-04,OT-00328,OT-00332,OPC_DA,UNKNOWN,YES,YES
PLT-04,OT-00401,OT-00421,DNP3,YES,YES,YES
PLT-04,OT-00358,OT-00377,PROFINET,YES,NO,YES
PLT-04,OT-00347,OT-00340,PROFINET,NO,YES,YES
PLT-04,OT-00401,OT-00412,DNP3,YES,YES,NO
PLT-04,OT-00432,OT-00389,OPC_UA,YES,NO,NO
PLT-04,OT-00366,OT-00431,IEC104,YES,YES,NO
PLT-04,OT-00326,OT-00323,DNP3,YES,YES,YES
PLT-04,OT-00371,OT-00413,PROFIBUS,YES,YES,YES
PLT-04,OT-00365,OT-00364,OPC_UA,YES,YES,YES
PLT-04,OT-00323,OT-00366,OPC_UA,YES,YES,NO
PLT-04,OT-00329,OT-00421,ModbusTCP,YES,YES,YES
PLT-04,OT-00426,OT-00422,ModbusTCP,YES,YES,YES
PLT-04,OT-00371,OT-00390,OPC_UA,YES,YES,YES
PLT-04,OT-00425,OT-00341,ModbusTCP,UNKNOWN,YES,YES
PLT-04,OT-00398,OT-00404,VendorSerial,YES,NO,YES
PLT-04,OT-00424,OT-00420,DNP3,YES,YES,NO
PLT-04,OT-00360,OT-00413,VendorSerial,YES,YES,YES
PLT-04,OT-00432,OT-00368,EtherNetIP,YES,YES,YES
PLT-04,OT-00407,OT-00361,VendorSerial,UNKNOWN,YES,YES
PLT-04,OT-00376,OT-00417,OPC_DA,YES,NO,YES
PLT-04,OT-00346,OT-00362,OPC_DA,YES,NO,YES
PLT-04,OT-00410,OT-00416,DNP3,YES,YES,NO
PLT-04,OT-00329,OT-00357,OPC_UA,YES,NO,NO
PLT-04,OT-00384,OT-00399,DNP3,NO,YES,NO
PLT-04,OT-00362,OT-00352,ModbusTCP,UNKNOWN,YES,YES
PLT-04,OT-00374,OT-00404,OPC_UA,UNKNOWN,YES,YES
PLT-04,OT-00346,OT-00413,IEC61850,YES,YES,YES
PLT-04,OT-00347,OT-00382,OPC_DA,YES,NO,NO
PLT-04,OT-00430,OT-00339,PROFIBUS,YES,YES,YES
PLT-04,OT-00385,OT-00356,IEC104,YES,YES,YES
PLT-04,OT-00342,OT-00331,OPC_DA,YES,YES,NO
PLT-04,OT-00368,OT-00432,OPC_DA,YES,YES,YES
PLT-04,OT-00366,OT-00355,OPC_UA,YES,YES,YES
PLT-04,OT-00406,OT-00343,EtherNetIP,YES,YES,YES
PLT-04,OT-00417,OT-00429,EtherNetIP,YES,NO,YES
PLT-04,OT-00393,OT-00427,IEC104,YES,YES,YES
PLT-04,OT-00412,OT-00354,EtherNetIP,YES,YES,YES
PLT-04,OT-00387,OT-00335,VendorSerial,YES,NO,YES
PLT-04,OT-00324,OT-00336,VendorSerial,YES,YES,YES
PLT-04,OT-00343,OT-00411,ModbusTCP,YES,YES,YES
PLT-04,OT-00336,OT-00383,ModbusTCP,YES,YES,YES
PLT-04,OT-00376,OT-00344,PROFIBUS,YES,YES,NO
PLT-04,OT-00346,OT-00408,IEC61850,YES,NO,YES
PLT-04,OT-00346,OT-00351,PROFINET,YES,YES,YES
PLT-04,OT-00396,OT-00327,OPC_UA,YES,YES,YES
PLT-04,OT-00347,OT-00335,ModbusTCP,YES,YES,NO
PLT-04,OT-00405,OT-00335,PROFIBUS,YES,YES,YES
PLT-04,OT-00335,OT-00419,PROFINET,YES,YES,YES
PLT-04,OT-00342,OT-00329,EtherNetIP,YES,YES,YES
PLT-04,OT-00349,OT-00389,IEC104,YES,NO,NO
PLT-04,OT-00377,OT-00432,IEC61850,YES,YES,YES
PLT-04,OT-00429,OT-00427,PROFINET,UNKNOWN,YES,YES
PLT-04,OT-00357,OT-00429,ModbusTCP,YES,YES,YES
PLT-04,OT-00431,OT-00330,ModbusTCP,YES,YES,YES
PLT-04,OT-00388,OT-00396,OPC_UA,YES,YES,YES
PLT-04,OT-00327,OT-00417,EtherNetIP,YES,YES,YES
PLT-04,OT-00366,OT-00322,PROFINET,YES,YES,YES
PLT-04,OT-00427,OT-00398,IEC61850,YES,YES,YES
PLT-04,OT-00417,OT-00377,PROFINET,YES,YES,NO
PLT-04,OT-00372,OT-00373,VendorSerial,YES,YES,NO
PLT-04,OT-00358,OT-00337,IEC61850,YES,YES,YES
PLT-04,OT-00400,OT-00414,ModbusTCP,YES,YES,YES
PLT-04,OT-00422,OT-00377,VendorSerial,NO,YES,YES
PLT-04,OT-00332,OT-00330,DNP3,YES,YES,YES
PLT-04,OT-00366,OT-00423,OPC_DA,YES,YES,YES
PLT-04,OT-00351,OT-00378,IEC61850,YES,YES,NO
PLT-04,OT-00410,OT-00328,IEC104,YES,YES,YES
PLT-04,OT-00387,OT-00390,IEC61850,YES,NO,YES
PLT-04,OT-00329,OT-00382,IEC61850,YES,NO,YES
PLT-04,OT-00357,OT-00376,DNP3,UNKNOWN,YES,YES
PLT-04,OT-00412,OT-00384,PROFINET,YES,YES,YES
PLT-04,OT-00359,OT-00375,PROFINET,UNKNOWN,YES,YES
PLT-04,OT-00379,OT-00375,VendorSerial,YES,NO,NO
PLT-04,OT-00345,OT-00342,EtherNetIP,YES,YES,YES
PLT-04,OT-00429,OT-00368,OPC_UA,YES,YES,YES
PLT-04,OT-00375,OT-00338,OPC_UA,UNKNOWN,YES,YES
PLT-04,OT-00339,OT-00416,OPC_DA,YES,NO,YES
PLT-04,OT-00429,OT-00425,EtherNetIP,YES,NO,YES
PLT-04,OT-00417,OT-00336,OPC_UA,YES,YES,YES
PLT-04,OT-00420,OT-00367,IEC61850,YES,YES,YES
PLT-04,OT-00328,OT-00360,VendorSerial,YES,YES,NO
PLT-04,OT-00388,OT-00339,IEC61850,YES,NO,YES
PLT-04,OT-00370,OT-00392,OPC_DA,YES,YES,YES
PLT-04,OT-00404,OT-00357,PROFINET,YES,YES,NO
PLT-04,OT-00377,OT-00394,PROFINET,YES,NO,YES
PLT-04,OT-00409,OT-00403,VendorSerial,YES,YES,NO
PLT-04,OT-00339,OT-00391,VendorSerial,YES,YES,YES
PLT-04,OT-00417,OT-00414,OPC_UA,YES,YES,YES
PLT-04,OT-00412,OT-00417,PROFIBUS,YES,YES,YES
PLT-04,OT-00431,OT-00405,IEC104,YES,YES,NO
PLT-04,OT-00366,OT-00408,IEC104,YES,YES,YES
PLT-04,OT-00354,OT-00412,ModbusTCP,YES,NO,YES
PLT-04,OT-00382,OT-00325,IEC61850,YES,YES,YES
PLT-04,OT-00335,OT-00338,VendorSerial,YES,YES,YES
PLT-04,OT-00397,OT-00362,PROFINET,YES,YES,YES
PLT-04,OT-00375,OT-00379,DNP3,YES,YES,NO
PLT-04,OT-00364,OT-00363,ModbusTCP,NO,YES,NO
PLT-04,OT-00377,OT-00374,OPC_UA,YES,NO,YES
PLT-04,OT-00418,OT-00334,OPC_UA,UNKNOWN,YES,NO
PLT-04,OT-00379,OT-00424,ModbusTCP,YES,YES,NO
PLT-04,OT-00367,OT-00426,PROFIBUS,YES,YES,YES
PLT-04,OT-00423,OT-00373,ModbusTCP,YES,YES,NO
PLT-04,OT-00389,OT-00401,ModbusTCP,YES,YES,YES
PLT-04,OT-00388,OT-00366,OPC_UA,YES,YES,YES
PLT-04,OT-00326,OT-00424,PROFIBUS,YES,YES,YES
PLT-04,OT-00402,OT-00395,IEC61850,UNKNOWN,YES,NO
PLT-04,OT-00350,OT-00358,IEC61850,YES,YES,YES
PLT-04,OT-00342,OT-00404,OPC_DA,UNKNOWN,YES,YES
PLT-04,OT-00415,OT-00366,EtherNetIP,YES,YES,NO
PLT-04,OT-00427,OT-00328,ModbusTCP,YES,YES,YES
PLT-04,OT-00410,OT-00375,IEC104,YES,YES,YES
PLT-04,OT-00355,OT-00374,PROFIBUS,YES,YES,YES
PLT-04,OT-00430,OT-00394,EtherNetIP,YES,YES,YES
PLT-04,OT-00386,OT-00380,PROFIBUS,YES,YES,YES
PLT-04,OT-00404,OT-00374,PROFIBUS,YES,NO,NO
PLT-04,OT-00335,OT-00375,VendorSerial,YES,YES,YES
PLT-04,OT-00329,OT-00406,IEC61850,YES,YES,YES
PLT-04,OT-00351,OT-00328,OPC_UA,YES,YES,YES
PLT-04,OT-00356,OT-00398,OPC_DA,YES,YES,YES
PLT-04,OT-00381,OT-00403,IEC104,YES,YES,NO
PLT-04,OT-00330,OT-00409,VendorSerial,UNKNOWN,YES,YES
PLT-04,OT-00370,OT-00337,IEC104,YES,YES,YES
PLT-04,OT-00401,OT-00374,IEC61850,YES,YES,YES
PLT-04,OT-00338,OT-00420,IEC104,YES,YES,NO
PLT-04,OT-00342,OT-00407,IEC61850,YES,YES,YES
PLT-04,OT-00398,OT-00412,ModbusTCP,YES,YES,NO
PLT-04,OT-00348,OT-00379,EtherNetIP,YES,YES,YES
PLT-04,OT-00388,OT-00367,DNP3,YES,YES,YES
PLT-04,OT-00358,OT-00381,IEC104,YES,YES,YES
PLT-04,OT-00358,OT-00395,ModbusTCP,YES,YES,YES
PLT-04,OT-00385,OT-00404,VendorSerial,YES,NO,YES
PLT-04,OT-00392,OT-00348,PROFIBUS,YES,YES,YES
